Time frequency,Income situation in relation to the risk of poverty threshold,Unit of measure,Age class,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2023.0
Annual,Total,Percentage,Less than 6 years,Bulgaria,:,:,30.3,30.3,30.6,25.0,18.7,19.0,18.9,21.4,24.2,23.4 b,20.3,18.8 b,16.5,11.9,9.4,8.2,6.8
Annual,Total,Percentage,Less than 6 years,Switzerland,:,:,:,:,3.5,0.0,0.1,0.0,0.0,0.2,0.0,1.1 b,0.0,0.0,0.1,0.0,0.2,0.0,:
Annual,Total,Percentage,Less than 6 years,Cyprus,:,:,0.6,1.0,0.4,0.5,0.0,0.0,0.1,0.0,0.1,0.4,0.1,0.1,0.3,0.0,0.1,0.1,:
Annual,Total,Percentage,Less than 6 years,Czechia,:,:,0.2,0.6,0.6,0.4,0.3,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.1,0.3,0.2,0.2,:
Annual,Total,Percentage,Less than 6 years,Germany,:,:,0.3,0.3,0.6,0.7,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,:
Annual,Total,Percentage,Less than 6 years,Denmark,0.6,0.9,0.1,0.4,0.6,0.2,0.5,0.6,1.9,2.1,0.5,0.8,1.3,1.3,1.8,0.9,1.1,2.5,:
Annual,Total,Percentage,Less than 6 years,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,0.4 e,0.3 e,0.3 e,0.3 e,0.3 e,0.4 e,0.5 e,0.4 e,0.6,0.4,:
Annual,Total,Percentage,Less than 6 years,Euro area - 18 countries (2014),:,:,0.6 e,0.5 e,0.7,0.6,0.4,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.5,0.4,0.5,0.4,:
Annual,Total,Percentage,Less than 6 years,Euro area - 19 countries  (2015-2022),:,:,0.8 e,0.7 e,0.8,0.8,0.5,0.6,0.5,0.4,0.4,0.3,0.3,0.4,0.5,0.4,0.6,0.4,:
Annual,Total,Percentage,Less than 6 years,Estonia,:,19.1,14.5,14.8,13.3,9.8,8.0,7.0,6.4,4.4,3.9,3.5 b,3.9,3.1,1.6,2.0,1.6,1.0,:
Annual,Total,Percentage,Less than 6 years,Greece,0.6,0.7,1.4,1.7,1.2,1.3,0.8,0.0 n,0.5,0.0,0.8,0.6,0.4,0.5,0.8,0.8,0.6,0.2,0.4
Annual,Total,Percentage,Less than 6 years,Spain,:,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0 n,0.0 n,0.3,0.0,0.6,0.0 n,0.2,0.4,0.4,:
Annual,Total,Percentage,Less than 6 years,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,2.1,2.0,1.8,1.7,1.6,1.7,1.6 e,1.3 e,1.3 e,:,:
Annual,Total,Percentage,Less than 6 years,European Union - 27 countries (2007-2013),:,:,:,:,3.5,3.0,2.5,2.3,2.1,2.0,1.8,1.7,1.7,1.8,1.7 e,1.3 e,1.3 e,:,:
Annual,Total,Percentage,Less than 6 years,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,2.6 e,2.4 e,2.3 e,2.1 e,1.9 e,1.8 e,1.9 e,1.7 e,1.4 e,1.4 e,1.3,:
Annual,Total,Percentage,Less than 6 years,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,2.3,2.1,2.0,1.8,1.7,1.6,1.7,1.6 e,1.3 e,1.3 e,:,:
Annual,Total,Percentage,Less than 6 years,Finland,:,0.6,1.4,0.5,0.3,0.7,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.2,0.1,0.0 n,0.0 n,0.0,:
Annual,Total,Percentage,Less than 6 years,France,:,0.3,0.3,0.2,0.5,0.4,0.5,0.7,0.7,0.6,0.5,0.4,0.3,0.4,1.0,0.6,1.2,0.4 b,0.7
Annual,Total,Percentage,Less than 6 years,Croatia,:,:,:,:,:,:,:,0.0,1.3,2.3 b,1.5,1.0,0.7,0.1,0.4,1.0,0.5,0.3,:
Annual,Total,Percentage,Less than 6 years,Hungary,:,:,10.0,4.3,6.4,4.2,6.1,6.4,6.8,7.8,8.3,8.6,4.8,6.9,5.9,8.1,5.6,3.9,:
Annual,Total,Percentage,Less than 6 years,Ireland,0.0,0.2,0.1,0.0 n,0.2,0.1,0.3,3.6,4.7,2.6,1.7,0.1,0.4,0.5,0.0 n,0.1,0.0 b,0 u,:
Annual,Total,Percentage,Less than 6 years,Iceland,:,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.5,:,:
Annual,Total,Percentage,Less than 6 years,Italy,:,0.3,0.3,0.1,0.4,0.2,0.2,0.2,0.1,0.2,0.1,0.0 n,0.1,0.2,0.8,0.4,0.6,0.8,1.9
Annual,Total,Percentage,Less than 6 years,Lithuania,:,:,21.8,22.7,16.8,21.0,10.5,12.2,12.3,9.0,5.7,6.8,9.2,12.3,8.3,6.2,6.4,3.1,0.7
Annual,Total,Percentage,Less than 6 years,Luxembourg,0.0,0.0 n,0.0,0.1,0.0,0.2,0.0 n,0.1,0.0,0.0,0.0,0.4,0.0,0.9 b,1.1,0.0,0.3,0.0 n,:
Annual,Total,Percentage,Less than 6 years,Latvia,:,:,23.6,19.0,23.8,18.0,15.6,15.1,14.4,14.6,10.4,10.6,11.0,8.8,5.9,7.9,4.8,4.8,1.9
Annual,Total,Percentage,Less than 6 years,Montenegro,:,:,:,:,:,:,:,:,:,:,2.2,2.3,2.3,3.3,1.7,0.9,1.6,2.7,:
Annual,Total,Percentage,Less than 6 years,North Macedonia,:,:,:,:,:,:,:,11.6,7.7,6.8,6.6,5.5,3.6,4.1,1.9,1.5,2.2,2.1,:
Annual,Total,Percentage,Less than 6 years,Malta,:,:,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Total,Percentage,Less than 6 years,Netherlands,:,:,:,:,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1 b,0.2,0.0,0.0,0.1,:
Annual,Total,Percentage,Less than 6 years,Norway,0.4,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.4,0.3,0.1,0.2,0.5,0.2,0.1,0.2,0.2,:
Annual,Total,Percentage,Less than 6 years,Poland,:,:,8.0,6.8,6.1,5.4,4.5,3.5,2.8,2.5,2.0,1.6,1.6,1.2,1.8,1.2,1.5,1.1,0.2
Annual,Total,Percentage,Less than 6 years,Portugal,:,3.2,1.9,2.2,3.9,3.1,1.9,0.5,0.0,0.6,0.7,1.0,1.1,0.2,0.3,0.2,0.2,0.3,0.2
Annual,Total,Percentage,Less than 6 years,Romania,:,:,:,:,47.1,45.9,43.2,42.1,38.5,35.8,34.7,31.4,34.9,34.0,26.3,23.8,21.0,20.5,10.6
Annual,Total,Percentage,Less than 6 years,Serbia,:,:,:,:,:,:,:,:,:,:,4.2,2.1,2.1,2.8,3.5,3.0,3.0,2.3,:
Annual,Total,Percentage,Less than 6 years,Sweden,:,0.2,0.0,0.0,0.1,0.3 b,0.1,0.2,0.1,0.1,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,:
Annual,Total,Percentage,Less than 6 years,Slovenia,:,:,0.8,0.9,0.6,0.5,0.2,0.0 n,0.3,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.1,0.1,0.0
Annual,Total,Percentage,Less than 6 years,Slovakia,:,:,1.7,1.1,1.7,0.3,0.7,1.1,0.7,0.3,0.3,0.6,1.0,1.2,1.7,2.2,2.6,0.8,:
Annual,Total,Percentage,Less than 6 years,Türkiye,:,:,:,9.9,7.8,7.1,6.3,:,3.5,3.5,2.7,2.5,2.3,1.5,1.3,1.1,0.9,0.8,0.9
Annual,Total,Percentage,Less than 6 years,United Kingdom,:,:,0.5,0.3,0.1,0.1,0.1,0.3,0.1,0.4 b,0.4,0.5,0.5,0.8,0.5 bu,0.4 u,:,:,:
Annual,Total,Percentage,Less than 6 years,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.4,:,:,:
