Time frequency,Income situation in relation to the risk of poverty threshold,Unit of measure,Age class,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2023.0
Annual,Total,Percentage,Less than 6 years,Bulgaria,:,:,40.7,40.7,40.7,32.0,27.3,25.3,25.7,27.7,29.4,30.1 b,25.5,24.8 b,21.0,17.0,15.8,16.1,12.1
Annual,Total,Percentage,Less than 6 years,Switzerland,:,:,:,:,2.4,0.0,0.0,0.0,0.1,0.0,0.0,1.1 b,0.0,0.0,0.1,0.0,0.0,0.0,:
Annual,Total,Percentage,Less than 6 years,Cyprus,:,:,0.6,1.0,0.4,0.5,0.0,0.0,0.1,0.0,0.1,0.4,0.1,0.1,0.3,0.0,0.1,0.1,:
Annual,Total,Percentage,Less than 6 years,Czechia,:,:,0.3,0.8,0.7,0.9,0.4,0.5,0.3,0.5,0.6,0.8,0.7,0.3,0.3,0.5,0.3,0.2,:
Annual,Total,Percentage,Less than 6 years,Germany,:,:,0.8,1.4,1.0,1.5,1.1,1.2,0.8,0.8,0.0,0.0,0.0 n,0.0,0.0,0.0,0.2,0.0 b,:
Annual,Total,Percentage,Less than 6 years,Denmark,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.2,0.0,0.4,0.5,0.0,0.0,0.1,:
Annual,Total,Percentage,Less than 6 years,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,0.6 e,0.6 e,0.4 e,0.4 e,0.5 e,0.6 e,0.5 e,0.4 e,0.5,0.5,:
Annual,Total,Percentage,Less than 6 years,Euro area - 18 countries (2014),:,:,0.8 e,0.8 e,0.7,0.7,0.7,0.6,0.7,0.6,0.5,0.4,0.4,0.5,0.4,0.4,0.5,0.5,:
Annual,Total,Percentage,Less than 6 years,Euro area - 19 countries  (2015-2022),:,:,1.0 e,1.0 e,0.9,0.9,0.8,0.7,0.8,0.7,0.5,0.5,0.5,0.6,0.5,0.4,0.5,0.5,:
Annual,Total,Percentage,Less than 6 years,Estonia,:,18.2,12.9,12.4,10.6,9.3,8.4,7.2,6.1,4.3,3.9,2.8 b,2.6,3.2,1.8,2.0,1.0,0.4,:
Annual,Total,Percentage,Less than 6 years,Greece,1.6,1.0,1.7,1.9,1.9,2.3,1.3,0.6,0.3,0.0 n,0.6,0.3,0.6,0.2,0.1,0.2,0.1,0.4,0.4
Annual,Total,Percentage,Less than 6 years,Spain,:,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0 n,0.3,0.0,0.6,0.0 n,0.5,0.7,1.0,:
Annual,Total,Percentage,Less than 6 years,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,2.4,2.2,2.0,1.9,1.8,1.8,1.7 e,1.5 e,1.4 e,:,:
Annual,Total,Percentage,Less than 6 years,European Union - 27 countries (2007-2013),:,:,:,:,3.8,3.2,2.8,2.5,2.4,2.2,2.0,1.9,1.8,1.9,1.7 e,1.5 e,1.4 e,:,:
Annual,Total,Percentage,Less than 6 years,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,2.8 e,2.8 e,2.6 e,2.3 e,2.2 e,2.1 e,2.1 e,1.8 e,1.6 e,1.5 e,1.5,:
Annual,Total,Percentage,Less than 6 years,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,2.5,2.4,2.2,2.0,1.9,1.8,1.8,1.7 e,1.5 e,1.4 e,:,:
Annual,Total,Percentage,Less than 6 years,Finland,:,0.1,0.5,0.2,0.2,0.3,0.2,0.3,0.1,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.1,0.0,:
Annual,Total,Percentage,Less than 6 years,France,:,0.7,0.3,0.3,0.5,0.2,0.8,0.6,0.7,0.7,0.4,0.4,0.2,0.3,0.9,0.7,0.6,0.6 b,0.7
Annual,Total,Percentage,Less than 6 years,Croatia,:,:,:,:,:,:,:,0.5,2.4,3.1 b,1.8,1.8,1.9,0.8,0.6,1.0,0.7,1.2,:
Annual,Total,Percentage,Less than 6 years,Hungary,:,:,10.6,6.3,7.5,6.9,9.3,8.4,8.5,9.2,10.2,11.2,5.3,7.3,6.6,8.2,5.8,3.9,:
Annual,Total,Percentage,Less than 6 years,Ireland,0.0,0.1,0.1,0.0,0.3,0.1,0.0 n,0.1,4.5,0.8,1.9,0.0,0.0 n,0.3,0.0 n,0.0 n,0.0 b,0 u,:
Annual,Total,Percentage,Less than 6 years,Iceland,:,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Annual,Total,Percentage,Less than 6 years,Italy,:,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.5,0.4,0.9,0.9,0.8,0.7,0.4,0.3,0.7,0.8,2.3
Annual,Total,Percentage,Less than 6 years,Lithuania,:,:,24.0,24.3,21.1,22.8,13.6,11.9,11.6,9.1,5.5,6.6,9.4,12.7,8.9,6.9,6.0,2.8,0.6
Annual,Total,Percentage,Less than 6 years,Luxembourg,0.0,0.0 n,0.0 n,0.6,0.8,0.9,1.6,0.7,0.1,0.7,0.0,0.1,0.0,0.7 b,0.2,0.0,0.0,0.0 b,:
Annual,Total,Percentage,Less than 6 years,Latvia,:,:,21.2,17.8,20.7,16.0,13.3,12.5,12.2,11.8,9.4,9.6,10.6,8.4,5.4,6.5,4.4,4.2,1.8
Annual,Total,Percentage,Less than 6 years,Montenegro,:,:,:,:,:,:,:,:,:,:,4.1,3.0,3.6,4.9,1.6,0.9,1.1,2.6,:
Annual,Total,Percentage,Less than 6 years,North Macedonia,:,:,:,:,:,:,:,13.4,12.0,13.9,13.9,10.9,5.9,7.5,4.1,5.5,4.4,3.2,:
Annual,Total,Percentage,Less than 6 years,Malta,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Total,Percentage,Less than 6 years,Netherlands,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 n,0.0,0.0,0.0,0.0,0.0,:
Annual,Total,Percentage,Less than 6 years,Norway,0.6,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Total,Percentage,Less than 6 years,Poland,:,:,7.4,6.2,5.2,4.5,3.7,3.0,2.5,2.1,1.7,1.3,1.5,1.0,1.7,1.3,1.3,1.5,0.2
Annual,Total,Percentage,Less than 6 years,Portugal,:,2.8,1.8,2.5,3.5,1.7,2.0,0.2,0.0,0.6,0.6,0.4,0.5,0.3,0.5,0.5,0.3,0.3,0.2
Annual,Total,Percentage,Less than 6 years,Romania,:,:,:,:,50.1,45.8,44.2,44.0,39.8,36.8,36.7,32.7,36.3,35.5,28.1,24.9,22.6,20.4,11.1
Annual,Total,Percentage,Less than 6 years,Serbia,:,:,:,:,:,:,:,:,:,:,3.8,2.1,2.3,3.8,4.1,3.3,3.4,2.3,:
Annual,Total,Percentage,Less than 6 years,Sweden,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Total,Percentage,Less than 6 years,Slovenia,:,:,1.0,1.0,0.5,0.2,0.2,0.0 n,0.3,0.0 n,0.1,0.3,0.2,0.2,0.2,0.2,0.0,0.1,0.0 n
Annual,Total,Percentage,Less than 6 years,Slovakia,:,:,3.4,2.3,2.2,0.8,1.8,2.3,3.1,2.4,0.7,1.4,1.9,1.5,1.8,2.3,2.7,1.3,:
Annual,Total,Percentage,Less than 6 years,Türkiye,:,:,:,17.2,16.3,15.9,14.4,:,10.5,10.4,9.6,8.8,8.0,6.0,5.1,4.6,3.7,3.4,2.5
Annual,Total,Percentage,Less than 6 years,United Kingdom,:,:,1.2,0.9,0.5,0.3,0.4,0.4,0.2,0.0 n,0.0 n,0.2,0.4,0.3,0.2 bu,0.4 u,:,:,:
Annual,Total,Percentage,Less than 6 years,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.9,:,:,:
