Annual,Percentage of total population,Stockholm,11.1,12.7,11.6,12.3,12.0,12.4,12.1,13.1,10.8,12.2,12.7,12.4
Annual,Percentage of total population,Östra Mellansverige,17.0,15.6,15.2,18.8,16.9,15.5,15.1,16.5,19.4,17.2,17.1,17.1
Annual,Percentage of total population,Småland med öarna,13.3,17.7,17.6,16.2,18.0,12.9,15.9,15.6,16.2,15.9,16.2,16.0
Annual,Percentage of total population,Sydsverige,18.6,20.2,16.9,18.9,19.1,19.9,23.7,22.9,17.5,18.3,19.3,19.5
Annual,Percentage of total population,Västsverige,14.6,15.1,16.8,16.7,17.4,17.0,15.9,17.6,16.2,15.4,15.5,16.3
Annual,Percentage of total population,Norra Mellansverige,17.7,18.9,20.0,17.5,14.2,18.6,18.4,17.4,20.0,17.5,18.2,20.7
Annual,Percentage of total population,Mellersta Norrland,18.5,18.4,21.9,12.4,21.9,15.3,17.6,23.6,21.3,19.5,17.2,14.8
Annual,Percentage of total population,Övre Norrland,17.8,13.0,11.3,17.9,15.8,15.1,17.3,15.1,14.2,13.3,15.3,12.9
Annual,Percentage of total population,Vzhodna Slovenija (NUTS 2010),16.1,16.6,16.4,15.5,14.7,14.8,:,:,:,:,:,:
Annual,Percentage of total population,Zahodna Slovenija (NUTS 2010),10.7,12.2,12.1,12.8,12.8,11.4,:,:,:,:,:,:
Annual,Percentage of total population,Vzhodna Slovenija,:,:,:,:,:,:,14.7,14.1,14.1,13.1,13.2,14.7
Annual,Percentage of total population,Zahodna Slovenija,:,:,:,:,:,:,11.6,9.5,10.3,10.3,10.9,10.4
Annual,Percentage of total population,Bratislavský kraj,6.3,8.0,7.8,7.3,5.4,4.6,4.3,4.3,3.7,4.0,7.7,7.7
Annual,Percentage of total population,Západné Slovensko,11.9,11.5,10.4,10.1,10.7,10.0,8.6,7.4,7.1,8.0,9.5,10.1
Annual,Percentage of total population,Stredné Slovensko,14.1,13.3,15.3,14.9,14.7,14.0,15.2,15.6,14.8,15.6,13.5,14.4
Annual,Percentage of total population,Východné Slovensko,16.7,15.8,14.9,14.5,16.3,16.8,17.1,17.0,16.5,17.7,21.4,21.9
