Time frequency,Unit of measure,Sex,Age class,Activity and employment status,Frequency,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2023.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Slovakia,65.4,62.8 b,59.6,58.8,58.7,59.2,59.1,60.1,61.9,62.7,66.3,68.7 b,69.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,Türkiye,: u,: u,: u,: u,56.6 b,58.5,59.4,59.8,60.0,59.5,61.3,61.0 b,59.6
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Never,United Kingdom,58.8,58.4,62.6,63.0,62.4,62.7,63.2,62.7,64.6,62.8,:,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Austria,20.1,20.4,20.2,19.7,19.9,20.0,19.8,20.0,19.1,19.0,17.2,17.2 b,17.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,26.2 b,22.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Belgium,21.0,21.6 b,21.6,23.1,23.6,23.1,24.6,23.9 b,23.7,24.3,23.5,23.1 b,25.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Bulgaria,19.0 b,15.6 b,16.7,16.4,17.1,16.7,17.4,17.3,16.8,17.7 b,18.1,18.6 b,17.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Switzerland,23.4 b,23.4,23.3,23.6,24.1,24.7,24.8,24.2,24.1,23.5,23.8,22.2 b,21.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Cyprus,11.5,11.6,11.6,12.2,11.0,11.4,13.4,13.7,12.3,12.1,12.3,15.1 b,13.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Czechia,21.2,21.3 b,20.9,20.6,20.8,20.7,19.6,19.5,20.0,18.7,18.2,17.9 b,16.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Germany,20.2 b,19.0 b,19.0 b,18.4,18.1,17.8,17.7,15.6,15.7,16.1,14.4 b,14.2 b,11.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Denmark,29.2,27.0,28.7,27.7,28.0,27.4,30.0 b,28.0 b,28.0,27.7,25.4,26.6 b,27.8 b
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Euro area – 20 countries (from 2023),16.6,16.2,16.4,16.7,16.7,16.8,16.8,16.2,16.4,16.6,15.2,18.4 b,17.5
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Estonia,19.3,19.6,18.1,19.1,21.2,19.0,17.4,17.6,18.0,20.4,17.9,23.2 b,24.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Greece,22.4,22.1,20.5,21.1,21.5,21.3,21.3,20.5,19.2,19.8,19.1,21.0 b,26.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Spain,11.8,12.4,12.7,13.4,14.0,13.5,12.9,13.1,14.1,13.7,12.9,12.8 bd,13.8 d
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,European Union - 27 countries (from 2020),18.4,18.1,18.3,18.6,18.7,18.7,18.8,18.2,18.4,18.7,17.3,20.5 b,19.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Finland,23.4,23.7,25.2,25.8,24.5,25.5,25.0,25.5,26.4,26.6,25.4,29.0 b,31.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,France,19.1,18.9,18.7,20.6,20.6 b,21.4,22.0,22.1,22.7,23.1,20.2,22.0 bd,22.0 d
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Croatia,38.1,39.5,41.3 b,41.7,43.1,42.1,38.4,38.0,39.8,37.6,33.1,31.6 b,29.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Hungary,19.0,19.8,20.4,21.1,20.8,21.2,20.5,19.7,20.0 b,20.2,19.6,21.0 b,18.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Ireland,21.8,22.6,24.7,25.9,25.6,27.0,27.4,27.4 b,27.4,27.5,26.2,27.8 b,26.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Iceland,36.6,38.1,40.3,45.1,44.5,46.0,44.7,43.5,42.3,42.2,41.9 b,:,46.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Italy,5.3,5.1,5.2,4.8,4.5,4.6,5.1,4.8,4.7 b,4.8,4.3,7.6 b,8.6
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Lithuania,18.5,16.6,16.3,16.6,15.4,14.3,14.6,14.7,16.1,15.4,14.7,15.0 b,17.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Luxembourg,15.9,15.9,17.3,17.3,17.9,23.3 b,24.4,24.4,22.0,23.2,22.5,20.4 b,19.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Latvia,26.0,22.9,23.7,23.5,23.2,23.5,23.5,22.0,20.2,18.1,16.1,16.0 b,16.6
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Montenegro,:,21.6,22.8,25.3,19.6,15.0,13.5,14.0,13.4,12.1,10.4,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,North Macedonia,14.9,14.9,16.9,26.0,25.3,19.8,16.9,16.3,23.3,25.0,21.3,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Malta,8.9,10.3,10.6,11.4,11.4,11.4,11.8,11.1,11.6,12.3,12.2,12.9 b,12.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Netherlands,18.7,20.3,20.2,19.3 b,19.4,20.1,19.8,19.9,19.4,20.2,19.8,46.8 b,46.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Norway,26.3,24.8,24.0,23.6,22.7,23.7,24.0,23.7,23.2,24.8,23.0,: bu,45.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Poland,34.8 b,35.2,35.7,36.3,36.2,36.5,36.3,35.6,36.4,36.7 b,34.8,33.8 b,32.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Portugal,: u,11.4 b,13.1,14.6,15.4,15.5,15.8,15.7,16.6,16.5,14.8,13.1 b,11.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Romania,14.7 b,15.5,15.1,15.4,15.5,15.2,16.4,17.1,17.7,19.5,18.6,29.1 b,29.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Serbia,24.1,25.9,25.8,25.1,25.1 b,25.9,26.1,24.3,22.7,21.5,19.4,24.4 b,21.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Sweden,15.2,15.2,15.6,16.2,16.2,15.8,15.1,14.5,14.1 b,14.1,13.6,14.0 b,16.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Slovenia,24.2,23.2,21.9,23.5,23.4,21.8,21.4,22.1,22.7,21.9,21.8,22.2 b,20.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Slovakia,11.3,12.0 b,15.2,15.8,16.1,15.1,15.0,15.2,14.5,14.2,14.6,14.2 b,13.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,Türkiye,: u,: u,: u,: u,25.5 b,23.6,23.5,24.3,24.5,24.8,20.9,26.8 b,27.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Sometimes,United Kingdom,16.0,15.2,26.8,26.5,26.8,26.5,25.8,26.6,25.0,26.1,:,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Austria,12.5,12.4,12.2,11.8,11.9,11.9,11.7,11.4,11.5,11.2,9.4,9.5 b,9.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,29.0 b,32.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Belgium,14.0,12.8 b,12.1,11.2,10.9,11.1,10.2,10.3 b,9.9,10.9,9.9,13.7 b,11.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Bulgaria,12.0 b,11.8 b,12.1,12.6,12.0,12.7,11.3,12.4,11.1,11.8 b,11.3,10.4 b,8.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Switzerland,16.7 b,16.4,16.4,16.5,16.6,16.4,16.1,16.1,16.4,16.1,15.1,15.8 b,16.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Cyprus,7.0,8.3,8.6,10.4,11.4,11.7,11.8,11.9,11.4,12.1,10.2,8.4 b,8.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Czechia,10.0,10.6 b,9.8,9.8,9.2,10.8,10.2,10.1,9.6,10.1,8.6,8.2 b,10.2
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Germany,26.5 b,27.2 b,26.5 b,26.0,25.8,25.8,25.3,19.9,18.6,18.2,16.0 b,15.5 b,15.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Denmark,16.8,18.4,17.8,19.0,18.5,18.2,16.8 b,16.8 b,16.0,15.1,15.5,16.4 b,14.6 b
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Euro area – 20 countries (from 2023),20.6,20.4,20.3,18.5,18.2,18.2,18.1,16.5,16.2,16.0,14.1,13.3 b,13.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Estonia,21.1,20.4,21.3,20.9,20.2,19.6,19.0,19.5,20.9,19.8,17.2,18.9 b,15.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Greece,35.3,35.0,35.6,36.9,36.7,38.0,38.6,38.7,38.8,38.5,37.7,39.0 b,35.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Spain,20.1,19.6,20.3,20.7,20.3,19.4,19.4,18.9,19.9,19.9,16.6,17.5 bd,17.1 d
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,European Union - 27 countries (from 2020),18.7,18.6,18.6,17.2,16.9,16.8,16.6,15.3,15.0,14.7,13.0,12.4 b,12.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Finland,21.9,21.8,21.1,21.0,22.5,22.2,23.2,22.3,22.2,21.6,20.8,22.6 b,19.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,France,16.9,17.1,17.0,6.6,5.5 b,5.7,5.3,4.9,4.7,4.4,4.2,5.9 bd,7.6 d
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Croatia,5.2,5.2,4.2 b,3.8,3.8,5.3,5.6,4.5,4.1,5.6,5.8,8.3 b,10.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Hungary,10.1,11.2,11.6,12.7,12.4,12.5,12.8,11.9,11.7 b,10.8,9.0,8.9 b,8.5
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Ireland,13.4,13.4,16.2,15.8,13.9,12.8,12.1,12.9 b,14.3,14.5,11.9,14.4 b,15.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Iceland,18.9,18.0,17.3,16.6,17.2,17.1,17.2,16.9,16.3,15.3,15.9 b,:,13.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Italy,13.5,13.7,14.3,14.8,15.3,15.8,16.2,16.8,16.3 b,16.2,13.3,12.2 b,12.5
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Lithuania,13.5,15.4,15.5,16.3,17.1,11.2,12.3,11.1,9.8,9.5,8.9,8.8 b,5.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Luxembourg,14.3,14.0,13.3,13.0,14.1,15.6 b,14.4,14.3,14.1,13.8,12.5,17.3 b,15.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Latvia,7.4,8.0,7.7,7.0,7.5,7.7,6.7,6.0,8.0,9.7,8.8,8.5 b,8.4
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Montenegro,:,26.2,27.6,29.3,28.9,37.8,38.4,39.6,38.3,38.6,36.2,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,North Macedonia,26.7,26.7,23.5,16.7,21.5,25.5,20.9,24.5,22.2,21.4,19.2,:,:
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Malta,15.0,15.4,15.7,16.5,15.8,12.7,11.9,11.4,11.9,13.8,14.1,14.0 b,15.1
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Netherlands,31.1,30.5,30.1,31.8 b,31.4,31.4,31.8,32.2,31.4,30.5,29.0,15.6 b,14.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Norway,13.3,13.6,15.0,15.0,14.3,14.0,13.4,13.9,14.8,14.5,14.9,: bu,13.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Poland,8.9 b,8.4,9.0,9.4,9.3,8.2,8.1,7.8,7.3,7.2 b,6.2,6.0 b,5.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Portugal,: u,9.7 b,10.1,9.8,9.4,9.2,9.5,9.3,9.3,9.4,7.7,10.3 b,12.6
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Romania,20.6 b,19.5,19.2,18.5,17.9,16.0,15.1,14.7,14.6,13.4,11.7,15.1 b,15.7
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Serbia,19.8,20.3,21.5,20.3,20.4 b,23.0,24.8,27.8,30.2,28.3,24.8,25.1 b,27.8
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Sweden,15.7,15.7,15.6,15.6,15.7,15.1,14.7,14.4,13.7 b,14.0,12.9,11.8 b,12.0
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Slovenia,24.1,22.8,20.5,19.3,19.8,21.0,20.3,20.0,20.5,20.2,18.1,12.8 b,15.3
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Slovakia,23.3,25.2 b,25.3,25.4,25.2,25.7,25.9,24.7,23.5,23.1,19.2,17.2 b,16.9
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,Türkiye,: u,: u,: u,: u,17.8 b,17.9,17.1,15.8,15.5,15.7,17.8,12.2 b,12.6
Annual,Percentage,Total,From 15 to 74 years,Employed persons,Usually,United Kingdom,25.2,26.4,10.6,10.6,10.8,10.8,11.0,10.7,10.4,11.0,:,:,:
