Annual,Total,European Union - 28 countries (2013-2020),:,:,4.80 e,4.90 e,4.60 e,4.40 e,4.00 e,4.00 e,3.90 e,3.70 e,3.60 e,3.39 d,3.33 d,3.11 d,2.97,2.91,2.59,2.37,:,:,:,:
Annual,Total,Finland,3.8,3.0,2.8,2.3,2.1,2.2,1.7,1.7,1.6,1.6,1.2,1.47,1.15,0.8,1.01,:,0.73,0.73,0.79,0.65,0.54,0.47
Annual,Total,France,:,5.8,5.4,5.0,4.7,4.5,4.0,3.7,3.6,3.0,2.9,2.73,2.56,2.54,2.18,2.14,1.97,2.06,1.47,1.38,1.19,1.12
Annual,Total,Croatia,:,:,5.8,4.9,5.4,4.4,5.0,3.9,3.6,4.0,3.3,2.59,2.71 d,2.38 d,2.19,2.74,3.2,2.76,2.28,2.09,1.55,1.25
Annual,Total,Hungary,4.8,4.9,4.1,3.6,3.5,3.1,2.0,2.6,2.2,2.4,2.1,1.87 d,3.23 d,3.20 d,3.06,3.27,2.55,2.22,2.14,1.91,1.72,1.72
Annual,Total,Ireland,3.2,2.0,2.5,2.3,2.4,1.7,2.3,2.7,2.1,2.2,2.4,1.78,1.72,1.69,1.55,1.31,1.23,1.16,1.13,0.55,0.91,0.62
Annual,Total,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.3,0.6,0.59,0.68
Annual,Total,Italy,5.2,5.1,5.8,7.1,:,:,6.2,6.5,6.4,6.2,6.2,6.43,6.46,5.75,5.46,5.5,4.8,4.3,3.71,3.35,3.11,2.67
Annual,Total,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.32,0.0,0.0,0.0,0.0
Annual,Total,Lithuania,12.9,12.4,12.2,12.3,11.1,12.3,12.8,12.2,12.1,9.5,8.8,9.04,10.19,9.11,9.47,7.84,8.2,7.44,5.7,5.36,5.24,4.99
Annual,Total,Luxembourg,1.9,3.0,2.4,2.8,:,0.9,1.7,2.1,:,:,1.6,2.1,:,:,2.34,1.49,1.07,2.47,0.82,0.42,1.44,0.64
Annual,Total,Latvia,14.2,13.7,10.5,11.5,10.1,10.4,10.7,10.0,10.1,10.3,8.4,8.84,8.92,13.12,10.66,11.59,10.54,10.83,9.48,10.53,7.87,8.21
Annual,Total,North Macedonia,:,8.1,:,:,:,:,4.7,4.5,4.1,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Malta,:,:,3.2,1.9,1.5,1.4,2.1,3.2,:,:,:,3.03,1.23,1.82,1.66,:,2.35,0.72,0.47,0.97,0.43,0.45
Annual,Total,Netherlands,2.0,1.9,1.5,1.5,1.5,1.4,1.3,1.1,1.1,1.2,1.1,0.9,0.89,0.84,0.66,0.78,0.7,0.48,0.5,0.49,0.51,0.38
Annual,Total,Norway,2.1,2.0,1.4,2.1,2.0,2.1,1.4,1.3,1.4,1.6,1.1,1.24,0.86,0.75,0.87,0.86,0.91,0.63,0.75,0.62,0.46,0.5
Annual,Total,Poland,5.4,5.0,4.5,4.5,4.0,3.9,3.6,3.5,3.8,3.3,2.8,3.1,3.01,2.57,2.78,2.79,2.56,2.22,2.15,1.85,1.84,1.81
Annual,Total,Portugal,13.9,14.0,14.1,14.2,12.5,12.2,9.9,11.4,9.9,9.7,9.0,8.16,7.73,7.43,7.22,6.76,5.96,5.21,5.78,4.59,4.4,3.6
Annual,Total,Romania,12.6,14.3,13.5,12.6,11.8,10.1,9.5,9.0,9.1,8.6,8.3,7.79,7.63,6.96,7.17,6.8,6.57,6.41,6.35,6.15,5.35,5.44
Annual,Total,Serbia,:,:,:,:,:,:,:,:,:,:,:,2.76,3.04,2.87,2.23,2.07,1.93,1.73,2.07,1.29,1.38,1.22
Annual,Total,Sweden,1.5,1.8,2.1,1.5,1.3,1.9,1.7,1.8,1.6,1.8,1.1,1.36,1.15,1.47,1.05,1.22,0.97,0.82,0.91,0.63,0.52,0.53
Annual,Total,Slovenia,1.9,2.6,1.9,2.3,0.8,2.2,:,2.6,3.0,1.7,:,1.02,0.92,0.91,1.69,0.84,:,0.65,0.56,0.74,1.12,0.76
Annual,Total,Slovakia,2.1,2.0,2.1,:,1.8,:,1.5,1.3,1.1,1.2,1.3,0.83,0.84,0.86,1.34,0.93,1.15,1.03,0.88,0.52,0.64,0.65
Annual,Total,Türkiye,:,:,:,:,:,:,:,:,:,:,:,4.63 d,4.07 d,4.36 d,3.68 d,3.32 d,2.99 d,2.49 d,2.20 d,1.88 d,1.47 d,1.34 d
Annual,Total,United Kingdom,1.7,1.7,1.8,1.8,1.6,1.7,1.7,1.5,1.6,1.6,1.5,1.37 d,1.35,1.38,1.32,1.37,1.17,0.99,0.9,:,:,:
