Time frequency,Unit of measure,Type of schedule,Transport coverage,Traffic and transport measurement,Geopolitical entity (reporting)\Time,Août 2023,Septembre 2023,Octobre 2023,Novembre 2023,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Passenger,Total,National transport,Passengers carried,Slovakia,69.0,79.0,123.0,59.0,70.0,57.0,77.0,72.0,102.0,149.0,237.0,157.0,33.0,264.0,82.0,:
Monthly,Passenger,Total,National transport,Passengers carried,Türkiye,4657707.0,4243163.0,3885081.0,3504111.0,3327382.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Austria,3418149.0,3219301.0,2958716.0,2275931.0,2494272.0,2216720.0,2312433.0,2671992.0,2815001.0,3079828.0,3292459.0,3617430.0,3646998.0,3355915.0,3160102.0,:
Monthly,Passenger,Total,Total transport,Passengers carried,Belgium,3299022.0,3074571.0,2988789.0,2312050.0,2331879.0,2112992.0,2230248.0,2515464.0,2940235.0,3188173.0,3129493.0,3569596.0,3538225.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Bulgaria,1477463.0,1132130.0,781808.0,580925.0,648739.0,608487.0,581925.0,690644.0,737474.0,856276.0,1160123.0,1466492.0,1508901.0,1177579.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Switzerland,5185964.0,4885515.0,4964693.0,3490859.0,4129863.0,3669976.0,3962593.0,4519763.0,4804277.0,4979241.0,4977385.0,5558576.0,5563958.0,5194619.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Cyprus,1515527.0,1311331.0,1244085.0,665822.0,590695.0,515273.0,494240.0,666851.0,956258.0,1134425.0,1298453.0,1495756.0,1597094.0,1405449.0,1333541.0,:
Monthly,Passenger,Total,Total transport,Passengers carried,Czechia,1841938.0,1653377.0,1339677.0,1017097.0,1100653.0,855539.0,964241.0,1186379.0,1271040.0,1437192.0,1851961.0,2121749.0,2093925.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Germany,19569977.0,19120022.0,19078985.0,13227488.0,12721282.0,11442379.0,11416098.0,14117366.0,16339726.0,18639891.0,18843555.0,20105842.0,20659487.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Denmark,3139316.0,3051788.0,3069243.0,2223263.0,2214176.0,1958286.0,2113580.0,2550396.0,2831630.0,3219701.0,3360610.0,3806660.0,3495860.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Estonia,283432.0,272644.0,283152.0,218853.0,224102.0,208981.0,200411.0,243520.0,296711.0,328544.0,328186.0,341139.0,349002.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Greece,10277399.0,8746891.0,6091912.0,2458812.0,2217437.0,1901689.0,1882933.0,2431383.0,4005472.0,6940782.0,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Spain,25207915.0,23229822.0,22438987.0,16272078.0,16524327.0,15411791.0,15848445.0,18926483.0,21578483.0,23952130.0,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,European Union - 27 countries (from 2020),106014992.0,97464407.0,91194818.0,66113382.0,68237665.0,61811141.0,62557571.0,73976065.0,84428309.0,95933542.0,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Finland,1416275.0,1391094.0,1414311.0,1238629.0,1566565.0,1295894.0,1290353.0,1436993.0,1337176.0,1475057.0,1612127.0,1652874.0,1553951.0,1509650.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,France,16668316.0,14855547.0,14522085.0,10969786.0,12107602.0,10525953.0,10681975.0,12294554.0,14188668.0,15460720.0,15561032.0,16884787.0,17440361.0,15313371.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Croatia,1896025.0,1483425.0,924576.0,325619.0,307740.0,268520.0,265235.0,363460.0,869990.0,1315498.0,1711465.0,2146013.0,2136871.0,1691905.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Hungary,1489599.0,1399005.0,1377824.0,1162746.0,1231979.0,1114906.0,1085016.0,1302746.0,1409391.0,1484293.0,1584462.0,1773761.0,1799402.0,1688280.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Ireland,4077724.0,3623914.0,3504897.0,2679902.0,2798686.0,2519907.0,2526195.0,3150950.0,3369574.0,3845999.0,3971167.0,4177623.0,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Iceland,978198.0,778879.0,710287.0,551343.0,544136.0,474882.0,522585.0,637666.0,586830.0,713678.0,907835.0,1060887.0,1052297.0,821778.0,748070.0,:
Monthly,Passenger,Total,Total transport,Passengers carried,Italy,17821783.0,16565606.0,15349900.0,10828053.0,11202380.0,10373626.0,10397901.0,12515189.0,15432214.0,16826865.0,17881230.0,19512597.0,19822692.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Lithuania,600253.0,573434.0,595008.0,418488.0,416281.0,396587.0,371772.0,446216.0,539011.0,635425.0,650585.0,644016.0,662256.0,631058.0,645177.0,:
Monthly,Passenger,Total,Total transport,Passengers carried,Luxembourg,490568.0,467393.0,455218.0,339443.0,349030.0,288352.0,310118.0,381379.0,448747.0,507056.0,475740.0,507711.0,526207.0,492404.0,474970.0,358558.0
Monthly,Passenger,Total,Total transport,Passengers carried,Latvia,683545.0,610762.0,624627.0,469843.0,488776.0,419349.0,397313.0,505632.0,546734.0,616363.0,663789.0,747587.0,739054.0,663658.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Montenegro,396892.0,316688.0,211379.0,110626.0,110278.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,North Macedonia,357005.0,307893.0,289270.0,243949.0,256637.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Malta,879503.0,812968.0,772233.0,529892.0,529564.0,466111.0,475010.0,634460.0,775374.0,859475.0,859865.0,953075.0,984244.0,897450.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Netherlands,7062820.0,6732580.0,6730980.0,5316334.0,5418965.0,5127019.0,5233899.0,5893528.0,6275349.0,6931788.0,6886025.0,7253677.0,7377128.0,6967653.0,6929186.0,5658185.0
Monthly,Passenger,Total,Total transport,Passengers carried,Norway,3553505.0,3349899.0,3364378.0,2679920.0,2549196.0,2357996.0,5127680.0,2926713.0,3011268.0,3367598.0,3674400.0,4027133.0,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Poland,5556462.0,5226599.0,4550091.0,3462925.0,3552210.0,3407402.0,3373904.0,3773075.0,4210899.0,5121804.0,5705877.0,6092733.0,6175948.0,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Portugal,6488620.0,6084558.0,5806934.0,4061691.0,4074646.0,3621831.0,3929642.0,4784165.0,5458224.0,5946040.0,:,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Romania,2388184.0,2173713.0,2014214.0,1714523.0,1739378.0,1649279.0,1507115.0,1765417.0,1901298.0,2118742.0,2300588.0,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Serbia,981330.0,874764.0,743594.0,612656.0,639061.0,596789.0,500653.0,585137.0,644511.0,746712.0,808294.0,951330.0,974161.0,891355.0,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Sweden,2871751.0,2735335.0,2616706.0,2100212.0,2032938.0,1879258.0,1917328.0,2226029.0,2403870.0,2797962.0,2938936.0,:,:,:,:,:
Monthly,Passenger,Total,Total transport,Passengers carried,Slovenia,146282.0,140005.0,118796.0,91786.0,87378.0,75175.0,86181.0,96331.0,111414.0,133456.0,147940.0,161751.0,166505.0,155938.0,127361.0,:
Monthly,Passenger,Total,Total transport,Passengers carried,Slovakia,412452.0,287860.0,170955.0,114046.0,129598.0,108226.0,101817.0,126192.0,156902.0,170787.0,335905.0,458064.0,445215.0,307504.0,177124.0,:
Monthly,Passenger,Total,Total transport,Passengers carried,Türkiye,20023973.0,17739706.0,16179027.0,11196666.0,11054398.0,:,:,:,:,:,:,:,:,:,:,:
