Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,Janvier-Mars 2004,Avril-Juin 2004,Jullet-Septembre 2004,Octobre-Décembre 2004,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,Million tonne-kilometre (TKM),Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,708.0,692.0,699.0,693.0,524.0,555.0,526.0,519.0,624.0,588.0,484.0
Quarterly,Million tonne-kilometre (TKM),Sweden,5258.0,5334.0,4894.0,5370.0,5384.0,5690.0,5210.0,5390.0,5623.0,5648.0,5363.0,5636.0,5812.0,5897.0,5488.0,6053.0,6062.0,6138.0,5667.0,5058.0,4538.0,4973.0,4963.0,5915.0,5636.0,6078.0,5755.0,5995.0,5885.0,6001.0,5455.0,5523.0,5770.0,5521.0,5377.0,5375.0,5228.0,5162.0,5111.0,5470.0,5365.0,5397.0,5027.0,5508.0,5238.0,5181.0,4891.0,5390.0,5165.0,5362.0,5197.0,5682.0,5445.0,5297.0,5302.0,5794.0,5686.0,5627.0,5578.0,5904.0,5510.0,5642.0,5486.0,5584.0,5651.0,5500.0,5396.0,5547.0,5476.0,6122.0,5997.0,5854.0,: @C,: @C,: @C,: @C,5682.0,5474.0,5351.0,5446.0,4914.0,: @C,: @C
Quarterly,Million tonne-kilometre (TKM),Slovenia,734.0,809.0,753.0,853.0,726.0,841.0,784.0,894.0,799.0,815.0,817.0,942.0,918.0,913.0,865.0,908.0,869.0,887.0,889.0,875.0,659.0,656.0,616.0,736.0,749.0,845.0,780.0,910.0,923.0,926.0,850.0,885.0,833.0,833.0,769.0,792.0,805.0,836.0,885.0,1008.0,931.0,969.0,919.0,1028.0,953.0,981.0,903.0,1017.0,954.0,957.0,931.0,1121.0,1085.0,1174.0,1067.0,1121.0,1063.0,1116.0,1019.0,1192.0,1205.0,1103.0,1076.0,1030.0,1017.0,943.0,946.0,1083.0,1029.0,1056.0,971.0,1006.0,1058.0,1055.0,990.0,981.0,989.0,943.0,880.0,983.0,910.0,977.0,912.0
Quarterly,Million tonne-kilometre (TKM),Slovakia,2374.0,2479.0,2407.0,2417.0,2379.0,2436.0,2120.0,2438.0,2241.0,2551.0,2616.0,2654.0,2362.0,2388.0,2380.0,2413.0,2428.0,2474.0,2311.0,2067.0,1243.0,1461.0,1872.0,1999.0,1809.0,2015.0,2098.0,2010.0,1924.0,1909.0,1918.0,1848.0,1703.0,1964.0,1839.0,1757.0,1607.0,1829.0,1758.0,1973.0,1786.0,1836.0,1822.0,1875.0,1805.0,1808.0,1796.0,1770.0,1697.0,1848.0,1972.0,1972.0,1740.0,1946.0,1933.0,1951.0,1910.0,1853.0,1878.0,1958.0,1870.0,1837.0,1706.0,1685.0,1598.0,1555.0,1638.0,1926.0,1810.0,2027.0,1888.0,1889.0,1825.0,1991.0,1710.0,1728.0,1810.0,1768.0,1708.0,1657.0,1867.0,1727.0,1762.0
Quarterly,Million tonne-kilometre (TKM),Türkiye,2266.0,2334.0,2361.0,2371.0,2032.0,2225.0,2510.0,2309.0,2134.0,2464.0,2379.0,2567.0,2324.0,2259.0,2586.0,2586.0,2269.0,2832.0,2989.0,2462.0,2087.0,2616.0,2678.0,2782.0,2569.0,2788.0,2897.0,3046.0,2732.0,2745.0,2850.0,2975.0,2750.0,2871.0,2838.0,2764.0,2374.0,2633.0,2813.0,2930.0,2824.0,2943.0,2886.0,2949.0,2318.0,2471.0,2658.0,2732.0,2484.0,2664.0,2902.0,3374.0,2792.0,3203.0,3203.0,3476.0,2851.0,3213.0,3312.0,3261.0,3013.0,3527.0,3984.0,4056.0,3516.0,3594.0,3987.0,4204.0,3864.0,4011.0,3772.0,4100.0,3561.0,4056.0,4144.0,4319.0,3082.0,3021.0,3502.0,3395.0,3337.0,3241.0,3201.0
Quarterly,Million tonne-kilometre (TKM),United Kingdom,4881.0,4995.0,5196.0,5065.0,5091.0,5243.0,5674.0,5418.0,5368.0,5654.0,5400.0,5497.0,5333.0,5480.0,5228.0,5225.0,5249.0,5415.0,5415.0,4998.0,4800.0,4855.0,4890.0,4626.0,4687.0,4516.0,4752.0,4577.0,5341.0,5137.0,5259.0,5238.0,5426.0,5488.0,5267.0,5285.0,5423.0,5694.0,5737.0,5548.0,5728.0,5564.0,5304.0,5547.0,5792.0,4578.0,4426.0,4546.0,4206.0,4195.0,4234.0,4418.0,4401.0,4196.0,4307.0,4263.0,4184.0,4318.0,4372.0,4332.0,4373.0,4275.0,4249.0,3987.0,4091.0,3162.0,3887.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Quarterly,Thousand tonnes,Austria,19823.0,21669.0,21276.0,22821.0,17770.0,21467.0,20293.0,22238.0,18537.0,21822.0,22031.0,23770.0,21547.0,22740.0,21687.0,23547.0,21198.0,23946.0,23389.0,23164.0,17184.0,19491.0,20232.0,21964.0,19534.0,23354.0,23096.0,23745.0,21130.0,23471.0,22241.0,22930.0,20037.0,21912.0,20360.0,20800.0,21348.0,21870.0,23493.0,23912.0,21935.0,24907.0,24092.0,25022.0,23429.0,24322.0,24118.0,24641.0,23924.0,25032.0,24872.0,25956.0,26137.0,27036.0,26896.0,27510.0,25759.0,27281.0,25228.0,27004.0,25264.0,25967.0,25515.0,25830.0,25915.0,20934.0,23772.0,26890.0,24756.0,26899.0,26087.0,27512.0,25980.0,26654.0,25418.0,25817.0,23560.0,23614.0,22341.0,22975.0,23340.0,24481.0,22735.0
Quarterly,Thousand tonnes,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2799.0,3208.0,3231.0,3067.0,2763.0,3338.0,3294.0,3355.0,2845.0,2962.0,3036.0,3643.0,2627.0,2654.0,2651.0
Quarterly,Thousand tonnes,Belgium,12579.0,14647.0,13995.0,17156.0,13329.0,15947.0,16139.0,14943.0,15118.0,18318.0,17539.0,17239.0,13749.0,17212.0,17508.0,16346.0,16703.0,16963.0,16951.0,12090.0,9901.0,8731.0,10112.0,11088.0,10013.0,10317.0,9514.0,9152.0,11935.0,12180.0,11846.0,11291.0,11000.0,12000.0,11000.0,11000.0,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Quarterly,Thousand tonnes,Bulgaria,:,:,:,:,:,:,:,:,4918.0,5372.0,5489.0,5404.0,5112.0,5155.0,5127.0,4782.0,4710.0,5018.0,4995.0,4510.0,3565.0,3058.0,2982.0,3318.0,2940.0,3045.0,3227.0,3415.0,3200.0,3614.0,3368.0,3496.0,2675.0,2978.0,3079.0,3086.0,2486.0,2638.0,2974.0,3231.0,2802.0,2747.0,2724.0,2690.0,3001.0,3377.0,3434.0,3152.0,2521.0,2468.0,2668.0,2852.0,2545.0,2839.0,2780.0,2810.0,3355.0,3609.0,3612.0,3560.0,3311.0,3264.0,3526.0,3460.0,3733.0,3878.0,4282.0,4209.0,4168.0,4579.0,4395.0,4674.0,4470.0,4795.0,4876.0,4763.0,4271.0,3853.0,4012.0,4119.0,3680.0,3745.0,3628.0
Quarterly,Thousand tonnes,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15594.0,16575.0,15595.0,15572.0,13327.0,14233.0,14188.0,14891.0,14739.0,15173.0,14904.0,15602.0,14986.0,15283.0,14906.0,14994.0,13743.0,13993.0,14254.0,15401.0,13402.0,14556.0,13963.0,14778.0,14111.0,14736.0,14631.0,15035.0,14655.0,15433.0,14967.0,15449.0,14797.0,16010.0,14781.0,15463.0,14839.0,15040.0,13408.0,15461.0,15119.0,16174.0,15355.0,15158.0,15416.0,15517.0,15099.0,14438.0,14615.0,13086.0,14012.0,14240.0,14364.0,15514.0,14420.0,14748.0,14748.0,14699.0,13715.0,13487.0,13593.0,13938.0,13107.0,12660.0,13231.0,13708.0,12063.0
Quarterly,Thousand tonnes,Czechia,21068.0,22706.0,22592.0,22477.0,19605.0,21606.0,21503.0,22900.0,21554.0,23674.0,25534.0,26729.0,23803.0,25247.0,25306.0,25421.0,24554.0,23921.0,24096.0,22503.0,18089.0,17033.0,19653.0,21940.0,18768.0,20293.0,21917.0,21921.0,21440.0,22018.0,22086.0,21552.0,20087.0,21157.0,20567.0,21157.0,20123.0,20417.0,21097.0,22320.0,21743.0,22859.0,23266.0,23696.0,23156.0,24183.0,24295.0,25646.0,23481.0,24665.0,24354.0,25490.0,23826.0,23644.0,23855.0,24272.0,23912.0,24086.0,25030.0,25638.0,25285.0,25155.0,23833.0,24046.0,23192.0,20869.0,21896.0,24863.0,23967.0,24456.0,23520.0,25088.0,23655.0,23094.0,22420.0,23294.0,21922.0,21964.0,21358.0,21565.0,21020.0,21508.0,20404.0
Quarterly,Thousand tonnes,Germany,77968.0,75688.0,76344.0,80260.0,76088.0,79077.0,77415.0,82996.0,84477.0,84391.0,86336.0,89065.0,89803.0,89373.0,90433.0,89690.0,94338.0,94485.0,93855.0,89049.0,74288.0,72183.0,78669.0,84970.0,83068.0,90177.0,89994.0,91090.0,91927.0,95523.0,94535.0,91741.0,89505.0,91960.0,90784.0,92787.0,87939.0,92664.0,92689.0,94241.0,91911.0,91542.0,92247.0,88275.0,87910.0,89950.0,91925.0,90350.0,85552.0,89299.0,86410.0,85480.0,86194.0,83141.0,82830.0,81106.0,84979.0,86910.0,84208.0,84529.0,88032.0,84906.0,84464.0,81660.0,85197.0,71536.0,78442.0,85131.0,87078.0,91094.0,88639.0,91066.0,90631.0,91300.0,91189.0,85906.0,87028.0,85378.0,84334.0,80371.0,82509.0,86393.0,84700.0
Quarterly,Thousand tonnes,Denmark,1990.0,2008.0,1921.0,1992.0,1829.0,1971.0,1787.0,1938.0,1878.0,1835.0,1739.0,1848.0,1709.0,1830.0,1631.0,1656.0,1857.0,1952.0,1755.0,1634.0,1445.0,1467.0,1563.0,1688.0,1790.0,2077.0,2096.0,2157.0,2287.0,2440.0,2312.0,2237.0,2127.0,2169.0,1968.0,1678.0,1989.0,2093.0,1936.0,1916.0,2191.0,2083.0,1834.0,1975.0,2280.0,2246.0,2094.0,2032.0,2368.0,2302.0,2253.0,2330.0,2448.0,2463.0,2198.0,2221.0,2338.0,2303.0,2201.0,2255.0,2281.0,2049.0,2074.0,2128.0,2355.0,2210.0,2001.0,2055.0,1726.0,1678.0,1650.0,1840.0,1973.0,2099.0,1832.0,1855.0,1912.0,1660.0,1538.0,1630.0,1662.0,1771.0,1434.0
Quarterly,Thousand tonnes,Estonia,17417.0,15263.0,15567.0,17401.0,17919.0,16880.0,17023.0,17801.0,15660.0,15102.0,14470.0,16052.0,18821.0,17220.0,14331.0,15704.0,15357.0,12123.0,11996.0,13277.0,12497.0,10599.0,11269.0,11590.0,11885.0,10394.0,11475.0,12951.0,13459.0,11364.0,11457.0,12048.0,12502.0,10835.0,9894.0,11499.0,12948.0,10636.0,9645.0,10451.0,10348.0,7872.0,8265.0,9806.0,8477.0,6600.0,6011.0,6926.0,6622.0,5083.0,6334.0,7324.0,7420.0,6137.0,6233.0,7466.0,7717.0,6755.0,6635.0,6708.0,6615.0,5086.0,4620.0,5020.0,3619.0,3765.0,4114.0,4300.0,6146.0,6200.0,5169.0,5795.0,5425.0,3841.0,3868.0,4579.0,2958.0,2570.0,2090.0,2492.0,2173.0,1667.0,1558.0
Quarterly,Thousand tonnes,Greece,680.0,566.0,647.0,894.0,692.0,810.0,693.0,863.0,879.0,855.0,810.0,989.0,1136.0,1221.0,1123.0,1377.0,1114.0,1159.0,975.0,1005.0,716.0,761.0,919.0,981.0,1227.0,1304.0,715.0,736.0,811.0,618.0,591.0,682.0,565.0,626.0,559.0,521.0,482.0,470.0,521.0,507.0,402.0,461.0,636.0,608.0,406.0,328.0,321.0,350.0,297.0,224.0,266.0,186.0,254.0,363.0,391.0,319.0,320.0,379.0,359.0,299.0,303.0,343.0,332.0,336.0,312.0,301.0,321.0,340.0,332.0,380.0,390.0,320.0,293.0,274.0,285.0,289.0,141.0,169.0,158.0,60.0,141.0,131.0,131.0
Quarterly,Thousand tonnes,Spain,7107.0,6872.0,6216.0,6611.0,6064.0,6664.0,6126.0,6666.0,6484.0,6307.0,5993.0,6134.0,6437.0,6254.0,5896.0,6149.0,6036.0,5928.0,5435.0,4613.0,4277.0,3924.0,4055.0,4307.0,4122.0,4272.0,4058.0,4197.0,4629.0,4881.0,4904.0,4428.0,4818.0,5131.0,4775.0,4819.0,5459.0,5469.0,5600.0,6249.0,6397.0,6580.0,7038.0,7201.0,6619.0,6768.0,6811.0,6497.0,6145.0,5912.0,6080.0,6190.0,7073.0,6488.0,6652.0,6769.0,6562.0,6499.0,6628.0,6422.0,6906.0,6561.0,6312.0,5516.0,5608.0,4467.0,5217.0,5521.0,5653.0,5860.0,5681.0,5502.0,5760.0,5958.0,5464.0,5129.0,5609.0,6727.0,5198.0,5168.0,5402.0,5801.0,5213.0
Quarterly,Thousand tonnes,Finland,11080.0,10675.0,10087.0,10821.0,11385.0,8888.0,9524.0,10924.0,11019.0,10857.0,10612.0,11072.0,10409.0,10105.0,9842.0,9932.0,10573.0,10743.0,10995.0,9626.0,7593.0,7586.0,8110.0,9571.0,7883.0,9242.0,9231.0,9439.0,8160.0,8960.0,8937.0,8771.0,8274.0,8869.0,8671.0,9453.0,8996.0,8838.0,8849.0,9750.0,9544.0,9336.0,8912.0,9216.0,8396.0,8095.0,7872.0,9029.0,8721.0,9012.0,8794.0,9624.0,9665.0,9129.0,9330.0,10283.0,9564.0,10046.0,9600.0,10219.0,9053.0,9464.0,9041.0,9348.0,9251.0,9940.0,9258.0,10076.0,9412.0,10450.0,10059.0,10283.0,8384.0,7224.0,7644.0,8109.0,6841.0,7044.0,6142.0,7103.0,5625.0,6767.0,7259.0
Quarterly,Thousand tonnes,France,30821.0,30153.0,27790.0,28652.0,26998.0,27648.0,25665.0,25497.0,28108.0,27422.0,26172.0,27500.0,28311.0,28984.0,28271.0,25648.0,29664.0,28330.0,26949.0,23593.0,21025.0,20890.0,21931.0,22280.0,22182.0,23886.0,21257.0,17720.0,22999.0,23178.0,23034.0,22578.0,21980.0,22616.0,21901.0,21041.0,22987.0,24177.0,22661.0,22888.0,23198.0,22263.0,22853.0,22512.0,26103.0,26149.0,25167.0,25324.0,25183.0,23092.0,24064.0,23573.0,25444.0,24698.0,23997.0,23685.0,23544.0,19551.0,22316.0,22444.0,24414.0,23872.0,23393.0,18531.0,21325.0,18410.0,20996.0,21489.0,23278.0,23740.0,23392.0,23464.0,23672.0,23631.0,21501.0,19847.0,18221.0,19646.0,19388.0,18594.0,20117.0,20196.0,20436.0
Quarterly,Thousand tonnes,Croatia,2489.0,3148.0,2996.0,3602.0,2942.0,3813.0,3550.0,4028.0,3222.0,3859.0,4015.0,4299.0,3656.0,3933.0,4137.0,4037.0,3402.0,3851.0,3892.0,3706.0,2570.0,2669.0,3085.0,3327.0,2573.0,3069.0,3295.0,3266.0,2761.0,2988.0,3018.0,3028.0,2416.0,2787.0,2861.0,3024.0,2477.0,2707.0,2592.0,2884.0,2398.0,2559.0,2642.0,2791.0,2302.0,2415.0,2630.0,2592.0,1827.0,1909.0,2178.0,2609.0,2483.0,3024.0,3028.0,2947.0,2497.0,3052.0,3057.0,3274.0,3440.0,3553.0,3588.0,3868.0,3671.0,3690.0,3558.0,4073.0,3538.0,3679.0,3783.0,4175.0,3995.0,4184.0,4172.0,3907.0,3548.0,3843.0,3756.0,3923.0,4542.0,4048.0,3784.0
Quarterly,Thousand tonnes,Hungary,8434.0,10770.0,11950.0,14413.0,8595.0,11296.0,10958.0,13318.0,9810.0,11683.0,11384.0,13900.0,11606.0,12302.0,12166.0,12714.0,11049.0,12585.0,12382.0,12031.0,8339.0,8811.0,9280.0,10245.0,8911.0,10324.0,10487.0,10765.0,9159.0,10092.0,10116.0,11149.0,9166.0,9798.0,9318.0,9841.0,8569.0,9040.0,8959.0,10161.0,11859.0,12603.0,12664.0,13467.0,11797.0,12115.0,12845.0,13576.0,11357.0,11922.0,12740.0,14027.0,12376.0,12995.0,13086.0,14108.0,12278.0,12647.0,13124.0,14422.0,13628.0,12898.0,12565.0,13179.0,12645.0,12481.0,12864.0,13903.0,12289.0,12451.0,12889.0,13400.0,12230.0,13493.0,12904.0,13069.0,11512.0,11338.0,11101.0,11811.0,11365.0,11124.0,10302.0
Quarterly,Thousand tonnes,Ireland,441.0,639.0,456.0,604.0,370.0,477.0,265.0,708.0,271.0,365.0,238.0,186.0,215.0,248.0,203.0,159.0,154.0,248.0,161.0,154.0,132.0,152.0,149.0,199.0,152.0,141.0,141.0,132.0,158.0,152.0,159.0,142.0,153.0,157.0,144.0,113.0,142.0,151.0,147.0,148.0,144.0,157.0,144.0,133.0,122.0,139.0,138.0,141.0,148.0,182.0,146.0,106.0,145.0,172.0,129.0,100.0,134.0,189.0,106.0,87.0,111.0,106.0,58.0,71.0,99.0,140.0,115.0,96.0,115.0,130.0,96.0,74.0,87.0,146.0,105.0,81.0,114.0,137.0,55.0,38.0,49.0,69.0,53.0
Quarterly,Thousand tonnes,Italy,19044.0,19962.0,17861.0,18612.0,16458.0,17864.0,16624.0,17730.0,17623.0,18464.0,16497.0,18020.0,18772.0,18511.0,16568.0,16910.0,17271.0,18002.0,15966.0,14649.0,11573.0,11257.0,10354.0,11288.0,16449.0,17372.0,15874.0,16630.0,16916.0,17355.0,15336.0,15085.0,19171.0,20090.0,18310.0,18136.0,16933.0,17773.0,16701.0,17321.0,20767.0,20765.0,19525.0,18690.0,19361.0,20778.0,19105.0,20150.0,20592.0,21258.0,19239.0,20148.0,23916.0,24274.0,22030.0,23168.0,24200.0,24899.0,22891.0,24099.0,24262.0,24173.0,22035.0,22471.0,23625.0,19551.0,20889.0,23599.0,21599.0,26440.0,24222.0,24941.0,27005.0,27700.0,24346.0,24654.0,24918.0,24461.0,22244.0,22665.0,25861.0,26498.0,22445.0
Quarterly,Thousand tonnes,Lithuania,11541.0,10348.0,11382.0,12284.0,11659.0,10867.0,12794.0,13968.0,12514.0,12697.0,12378.0,12636.0,12285.0,13760.0,13761.0,13697.0,14597.0,14051.0,13655.0,12668.0,9850.0,9896.0,11083.0,11840.0,11843.0,11191.0,11796.0,13231.0,13049.0,13189.0,13486.0,12606.0,11549.0,11982.0,13138.0,12708.0,12192.0,11257.0,12014.0,12566.0,11524.0,12064.0,12474.0,12939.0,11248.0,11752.0,12260.0,12794.0,11505.0,11873.0,12005.0,12268.0,11738.0,12714.0,13868.0,14318.0,13254.0,13922.0,14407.0,15193.0,13618.0,13283.0,14311.0,13997.0,12024.0,12254.0,14507.0,14644.0,11787.0,12227.0,13388.0,13678.0,9684.0,6438.0,7487.0,7368.0,6133.0,6938.0,7179.0,6974.0,5954.0,6211.0,7078.0
Quarterly,Thousand tonnes,Luxembourg,3979.0,4059.0,3762.0,3957.0,2479.0,2629.0,2721.0,2909.0,2957.0,3011.0,2935.0,3229.0,2258.0,2125.0,1839.0,2044.0,2202.0,2492.0,2331.0,1562.0,1362.0,1499.0,1695.0,1890.0,1828.0,2119.0,1949.0,1906.0,1958.0,1720.0,1608.0,1365.0,1512.0,1615.0,1381.0,1350.0,1242.0,1442.0,1181.0,1233.0,1117.0,1169.0,1137.0,1151.0,1072.0,1222.0,1127.0,1127.0,1068.0,1189.0,1094.0,1145.0,1163.0,1075.0,1127.0,1047.0,1172.0,1140.0,1140.0,1134.0,1176.0,1100.0,1082.0,1046.0,1036.0,856.0,881.0,854.0,869.0,981.0,907.0,956.0,847.0,961.0,823.0,832.0,799.0,965.0,815.0,933.0,755.0,870.0,679.0
Quarterly,Thousand tonnes,Latvia,12837.0,13378.0,12463.0,12381.0,13687.0,13591.0,13521.0,14061.0,12622.0,12862.0,11922.0,11325.0,12124.0,13343.0,12998.0,13699.0,14374.0,13461.0,13047.0,15179.0,14214.0,13965.0,12713.0,12787.0,13282.0,12007.0,11646.0,12229.0,14831.0,15054.0,13303.0,16197.0,17199.0,16509.0,13550.0,13343.0,15834.0,13589.0,12218.0,14190.0,17039.0,13771.0,11855.0,14374.0,16380.0,13664.0,12544.0,13057.0,13004.0,11083.0,10173.0,13559.0,14062.0,10303.0,8944.0,10476.0,11898.0,11905.0,12304.0,13154.0,11660.0,10254.0,9729.0,9847.0,5983.0,5580.0,5868.0,6518.0,6010.0,4224.0,4951.0,6588.0,6749.0,5303.0,4560.0,4693.0,4374.0,3368.0,3825.0,3879.0,3142.0,2795.0,2463.0
Quarterly,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,427.0,452.0,427.0,455.0,409.0,460.0,428.0,443.0,226.0,169.0,215.0,244.0,237.0,330.0,305.0,341.0,294.0,258.0,271.0,227.0,154.0,185.0,198.0,146.0,165.0,246.0,269.0,369.0,246.0,223.0,209.0,225.0,241.0,326.0,264.0,157.0,209.0,293.0,339.0,554.0,387.0,413.0,364.0,439.0,304.0,236.0,181.0,246.0,229.0,323.0,245.0,335.0,319.0,249.0,301.0,285.0,189.0,182.0,258.0,314.0,341.0,359.0,366.0,280.0,226.0,208.0,365.0,315.0,:,:,:
Quarterly,Thousand tonnes,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,655.0,657.0,773.0,845.0,701.0,822.0,817.0,756.0,687.0,635.0,701.0,748.0,613.0,747.0,594.0,585.0,583.0,580.0,539.0,581.0,587.0,566.0,655.0,568.0,473.0,361.0,345.0,386.0,372.0,249.0,358.0,379.0,303.0,459.0,363.0,432.0,433.0,483.0,439.0,320.0,438.0,497.0,425.0,480.0,441.0,421.0,444.0,438.0,470.0,514.0,529.0,450.0,390.0,374.0,324.0,330.0,223.0,246.0,214.0,134.0,237.0,195.0,194.0
Quarterly,Thousand tonnes,Netherlands,: @C,: @C,: @C,7563.0,7182.0,7081.0,7354.0,7552.0,7750.0,7580.0,7615.0,7586.0,8248.0,8502.0,8430.0,8861.0,10327.0,10512.0,10384.0,9346.0,8967.0,7419.0,7797.0,9411.0,8524.0,8194.0,7284.0,8024.0,8613.0,8959.0,8238.0,8223.0,9202.0,9410.0,9534.0,9481.0,9998.0,9354.0,9744.0,9831.0,10259.0,9531.0,9893.0,9952.0,10438.0,9510.0,10438.0,11009.0,10958.0,10564.0,9748.0,10801.0,11595.0,10161.0,10334.0,9989.0,10566.0,9761.0,10423.0,11084.0,11426.0,10780.0,10447.0,10000.0,10747.0,8676.0,9585.0,11009.0,10593.0,11044.0,10510.0,10474.0,10811.0,11397.0,11157.0,10721.0,11119.0,9465.0,9564.0,9192.0,9610.0,9376.0,9325.0
Quarterly,Thousand tonnes,Norway,5257.0,5546.0,5765.0,6077.0,5881.0,5862.0,6058.0,6354.0,6021.0,5951.0,6233.0,5940.0,5932.0,5885.0,6063.0,6504.0,5466.0,5578.0,6329.0,5585.0,3579.0,4546.0,5630.0,6541.0,5390.0,5735.0,6131.0,6049.0,5359.0,5583.0,6135.0,6269.0,7239.0,6388.0,7696.0,8471.0,7630.0,7389.0,8066.0,8138.0,8540.0,8853.0,8861.0,8404.0,7887.0,8178.0,7893.0,8454.0,8456.0,8365.0,8436.0,8638.0,8842.0,9029.0,8692.0,9299.0,8964.0,8752.0,9104.0,9982.0,9071.0,9651.0,9017.0,9086.0,9238.0,9094.0,9128.0,9185.0,9789.0,9439.0,10179.0,9648.0,8655.0,8852.0,9027.0,8955.0,8764.0,8446.0,8201.0,6808.0,4584.0,8340.0,8329.0
Quarterly,Thousand tonnes,Poland,36845.0,42271.0,42252.0,42259.0,34494.0,37272.0,37576.0,40592.0,33750.0,38634.0,42003.0,42012.0,53667.0,54029.0,54536.0,54132.0,50133.0,53378.0,62351.0,51570.0,38683.0,38937.0,48305.0,50224.0,35394.0,42874.0,47505.0,47516.0,54574.0,57098.0,57240.0,55982.0,50020.0,50981.0,53731.0,55135.0,47365.0,50530.0,54050.0,55419.0,47526.0,48545.0,52693.0,53770.0,43841.0,48553.0,51240.0,52188.0,45454.0,48277.0,52368.0,54530.0,53384.0,58540.0,60798.0,61258.0,60280.0,60048.0,60781.0,60931.0,58432.0,56679.0,57909.0,56607.0,52166.0,48319.0,54866.0,58861.0,54209.0,57262.0,59912.0,61747.0,59250.0,59292.0,58676.0,57972.0,58996.0,53249.0,56228.0,57124.0,52543.0,54030.0,53171.0
Quarterly,Thousand tonnes,Portugal,2732.0,2819.0,2792.0,2805.0,2417.0,2485.0,2391.0,2293.0,2454.0,2561.0,2355.0,2382.0,2581.0,2750.0,2563.0,2663.0,2724.0,2750.0,2708.0,2243.0,1999.0,2058.0,2279.0,2212.0,2170.0,2289.0,2692.0,2466.0,2540.0,2452.0,2364.0,2199.0,2426.0,2280.0,2239.0,1983.0,1892.0,2184.0,2541.0,2301.0,2464.0,2498.0,2762.0,2566.0,2738.0,2856.0,2770.0,2730.0,2538.0,2739.0,2491.0,2610.0,2554.0,2584.0,2668.0,2826.0,2517.0,2795.0,2734.0,2589.0,2442.0,2343.0,2299.0,2271.0,2264.0,2008.0,2178.0,2196.0,2211.0,2491.0,2537.0,2361.0,2327.0,2440.0,2265.0,2289.0,2366.0,2433.0,2317.0,2236.0,2212.0,2350.0,2613.0
