Time frequency,Age class,Unit of measure,Country of citizenship,Sex,Type of withdrawal,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,European Union - 27 countries (from 2020),:,:,14845.0,45070.0,43895.0,:,:,:,:,19590.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Finland,75.0,35.0,35.0,215.0,480.0,60.0,50.0,45.0,10.0,25.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,France,5.0,0.0,5.0,5.0,15.0,20.0,30.0,125.0,85.0,230.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Croatia,:,70.0,10.0,5.0,240.0,15.0,125.0,325.0,630.0,970.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Hungary,15.0,30.0,4925.0,24445.0,12625.0,1480.0,50.0,50.0,40.0,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Ireland,50.0,115.0,305.0,255.0,135.0,:,55.0,75.0,35.0,50.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Iceland,5.0,0.0,0.0,15.0,40.0,80.0,25.0,30.0,15.0,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Italy,5.0,0.0,40.0,240.0,230.0,515.0,470 b,455.0,1520.0,665.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Liechtenstein,0.0,0.0,5.0,15.0,10.0,0.0,5.0,5.0,0.0,5.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Lithuania,30.0,15.0,20.0,50.0,20.0,:,25.0,45.0,125.0,205.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Luxembourg,390.0,85.0,40.0,65.0,85.0,40.0,30.0,20.0,5.0,25.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Latvia,20.0,10.0,30.0,30.0,40.0,40.0,15.0,20.0,20.0,80.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Montenegro,:,:,:,:,:,:,265.0,175.0,30.0,55.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Malta,15.0,25.0,105.0,10.0,5.0,30.0,25.0,25.0,25.0,75.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Netherlands,55.0,65.0,75.0,170.0,400.0,120.0,170.0,260.0,115.0,395.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Norway,40.0,25.0,20.0,45.0,95.0,25.0,20.0,20.0,10.0,5.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Poland,480.0,8115.0,2535.0,4775.0,5210.0,1320.0,940.0,915.0,445.0,335.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Portugal,0.0,0.0,10.0,5.0,5.0,25.0,110.0,95.0,80.0,155.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Romania,0.0,10.0,10.0,10.0,35.0,505.0,375.0,215.0,440.0,1870.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Sweden,1395.0,1145.0,1195.0,2460.0,3675.0,1360.0,1165.0,1025.0,850.0,855.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Slovenia,35.0,55.0,65.0,35.0,260.0,390.0,650.0,730.0,580.0,1210.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,Slovakia,20.0,40.0,30.0,35.0,5.0,:,15.0,30.0,10.0,20.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Total,United Kingdom,180.0,160.0,240.0,345.0,340.0,360.0,405.0,415.0,:,:
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Austria,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Belgium,:,:,:,:,:,:,:,:,:,: m
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Bulgaria,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Switzerland,:,:,:,:,:,:,:,:,:,30.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Cyprus,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Czechia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Germany,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Denmark,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Estonia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Greece,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Spain,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,: m
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Finland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,France,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Croatia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Hungary,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Ireland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Iceland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Italy,:,:,:,:,:,:,:,:,:,665.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Liechtenstein,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Lithuania,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Luxembourg,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Latvia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Montenegro,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Malta,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Netherlands,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Norway,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Poland,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Portugal,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Romania,:,:,:,:,:,:,:,:,:,1870.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Sweden,:,:,:,:,:,:,0.0,0.0,0.0,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Slovenia,:,:,:,:,:,:,:,:,:,0.0
Annual,Less than 18 years,Person,Extra-EU27 (from 2020),Total,Unknown,Slovakia,:,:,:,:,:,:,:,:,:,0.0
