Time frequency,Unit of measure,Sex,Age class,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Estonia,0.8,0.7,0.6,0.8,0.8,0.8,0.8,0.7,0.7,0.8
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Greece,0.5,0.4 d,0.5,0.7,0.6,0.5,0.6,0.5,0.6,0.8
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Spain,0.9,1.0,1.1,1.2,1.2,1.5,1.1,1.1,1.2,1.2
Annual,Per thousand inhabitants,Total,From 25 to 34 years,European Union - 27 countries (from 2020),:,:,1.3 d,1.3 d,1.3 d,1.3 d,1.2 d,1.1,1.3,1.3 d
Annual,Per thousand inhabitants,Total,From 25 to 34 years,European Union - 28 countries (2013-2020),1.4,1.3,1.4 d,1.4 d,1.4 d,1.4 d,1.4 d,:,:,:
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Finland,1.2,1.3,1.3,1.3,1.1,1.2,1.1,1.1,0.9,0.9
Annual,Per thousand inhabitants,Total,From 25 to 34 years,France,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.1,1.3,1.5
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Croatia,0.8,0.8,0.8,0.5,0.6,0.5,0.5,0.5,0.6,0.9
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Hungary,0.5,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.9
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Ireland,1.5,1.8,1.4,1.6,1.4,1.4 d,1.5 d,1.4 d,1.5 d,1.5 d
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Iceland,0.6,0.9,0.6,0.8,0.6,0.5,0.9,0.7,0.7,0.7
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Italy,1.2,1.1,1.2,1.1,1.1,1.0,1.0,0.9 p,1.0,1.1
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Liechtenstein,1.5,1.5,1.5,2.6,2.6,1.5,2.1,1.5,1.5,:
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Lithuania,0.8,0.8,0.8,0.6,0.7,0.7,0.6,0.7,0.7,0.7
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Luxembourg,0.7,0.8,1.1,1.0,1.3,1.2,1.1,1.1,1.3,1.6
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Latvia,0.5,0.5,0.5,0.4,0.2,0.2,0.3,0.2,0.3,0.3
Annual,Per thousand inhabitants,Total,From 25 to 34 years,North Macedonia,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Malta,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.3,0.3,0.3
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Netherlands,1.8,1.9,1.9,2.0,1.9,1.8,:,1.7 e,1.9 e,:
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Norway,1.2,1.1,0.9,1.0,1.0,1.0,1.1,1.1,1.1,:
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Poland,0.5,0.4,0.5 d,0.5 e,0.4 d,0.5 e,0.5 e,0.3 de,0.4,0.5
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Portugal,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.7,0.8,0.9
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Romania,1.1,: d,: d,: d,: d,0.4 d,0.4 d,0.5 d,0.6 d,0.5
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Serbia,:,0.3,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.4
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Sweden,1.6,1.7,1.7,1.6,1.5,1.3,1.3,1.2,1.1,1.3
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Slovenia,2.7,2.0,2.0,4.0,1.2,1.1,1.0,1.1,0.9,1.2
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Slovakia,1.8,1.8,1.7,1.6,1.5,1.3,1.3,1.2,1.3,1.3
Annual,Per thousand inhabitants,Total,From 25 to 34 years,Türkiye,:,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Annual,Per thousand inhabitants,Total,From 25 to 34 years,United Kingdom,1.9,1.8,1.9,1.9,2.0,2.0,2.0,:,:,:
