Time frequency,Unit of measure,Hazard class,Statistical classification of economic activities in the European Community (NACE Rev. 2),Waste categories,Geopolitical entity (reporting)\Time,2004.0,2006.0,2008.0,2010.0,2012.0,2014.0,2016.0,2018.0,2020.0,2022.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Luxembourg,59488.0,62538.0,71298.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Latvia,0.0,10466.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",North Macedonia,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Malta,1876.0,2283.0,1697.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Netherlands,1803333.0,1703416.0,1718126.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Norway,242612.0,271681.0,312000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Poland,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Portugal,0.0,0.0,721.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Romania,0.0,0.0,36720.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Sweden,353300.0,386011.0,490144.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Slovenia,12928.0,25227.0,42190.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Slovakia,0.0,78546.0,88442.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",Türkiye,0.0,0.0,428162.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Animal and vegetal wastes (subtotal, W091+W092+W093)",United Kingdom,2279043.0,3244433.0,4035243.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Austria,1631194.0,1688157.0,1643285.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Belgium,1807896.0,1541481.0,1681410.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Bulgaria,2633592.0,2928981.0,2907121.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Cyprus,180738.0,171276.0,98259.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Czechia,2497793.0,2645958.0,2665624.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Germany,24060010.0,18878223.0,18525137.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Denmark,1481559.0,1544669.0,1556991.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Estonia,176259.0,164789.0,176151.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Greece,4212962.0,4088124.0,3954486.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Spain,20121000.0,20401721.0,20912109.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",European Union - 27 countries (from 2020),129970000.0,129340000.0,128590000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Finland,779609.0,772587.0,1063591.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",France,19818000.0,20441500.0,19468000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Croatia,0.0,19.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Hungary,3764130.0,2847370.0,3020031.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Ireland,362993.0,383785.0,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Iceland,110000.0,:,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Italy,24376698.0,24464573.0,22838700.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Liechtenstein,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Lithuania,532435.0,878686.0,823888.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Luxembourg,133805.0,104566.0,146120.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Latvia,543490.0,760355.0,570285.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",North Macedonia,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Malta,122905.0,120119.0,129680.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Netherlands,4687584.0,4749681.0,4695644.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Norway,988175.0,1154546.0,1038106.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Poland,6640830.0,6683819.0,6557769.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Portugal,4368010.0,4641103.0,5077433.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Romania,2219666.0,4111365.0,5531405.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Sweden,2258951.0,2330532.0,2435894.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Slovenia,558926.0,563777.0,577303.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Slovakia,0.0,1437106.0,1533083.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",Türkiye,29224710.0,30081820.0,25273644.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,"Mixed ordinary wastes (subtotal, W101+W102+W103)",United Kingdom,24461265.0,23087586.0,21166593.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Austria,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Bosnia and Herzegovina,:,:,:,:,0.0,:,:,2105.0,2237.0,1813.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Belgium,0.0,1275.0,0.0,0.0,11499.0,13678.0,0.0,0.0,0.0,311.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Bulgaria,0.0,0.0,0.0,0.0,0.0,3711.0,0.0,16321.0,29540.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Czechia,18006.0,10209.0,1394.0,1208.0,2165.0,1319.0,2686.0,5183 b,5483.0,: @C
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Denmark,456.0,346.0,894.0,15451.0,213.0,247.0,204.0,136.0,149.0,675.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Estonia,1449.0,1906.0,1532.0,767.0,71.0,381.0,215.0,646.0,161.0,211.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Greece,0.0,0.0,0.0,0.0,:,:,0.0,11.0,53.0,649 p
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Spain,46556.0,62891.0,30511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,European Union - 27 countries (from 2020),160000.0,170000.0,130000.0,250000.0,120000 i,120000 i,110000.0,130000.0,230000.0,90000.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Finland,0.0,0.0,0.0,130309.0,0.0,0.0,0.0,2633.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100203.0,735.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Ireland,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Iceland,0.0,:,:,0.0,0.0,37 b,44.0,40.0,45.0,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Liechtenstein,:,:,0.0,0.0,8289.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Lithuania,2197.0,273.0,865.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Luxembourg,967.0,834.0,815.0,733.0,346.0,677.0,699.0,589.0,581.0,1.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Latvia,0.0,407.0,0.0,3533.0,13992.0,0.0,0.0,286.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Montenegro,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,North Macedonia,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Malta,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Netherlands,7.0,0.0,0.0,0.0,:,:,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 b,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Serbia,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Sweden,83546.0,87897.0,85026.0,85026.0,83097.0,82662.0,87958.0,87853.0,88926.0,88008.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Slovenia,11559.0,3891.0,1967.0,5658.0,2437.0,5.0,12110.0,14721.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Slovakia,0.0,499.0,3926.0,3714.0,2373.0,14904.0,3371.0,1208.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Türkiye,0.0,0.0,5696.0,36384.0,98068.0,25358.0,:,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Common sludges,Kosovo*,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Austria,3.0,10.0,1718.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Belgium,870084.0,557372.0,101746.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Bulgaria,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Cyprus,0.0,0.0,37179.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Czechia,7267.0,302919.0,25174.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Germany,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Denmark,78244.0,63409.0,132906.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Estonia,30550.0,28327.0,25608.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Greece,0.0,1111.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Spain,2520971.0,1854334.0,974931.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),European Union - 27 countries (from 2020),4420000.0,4200000.0,4730000.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Finland,0.0,290.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),France,0.0,0.0,2597900.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Croatia,0.0,57427.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Hungary,48030.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Ireland,0.0,0.0,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Iceland,0.0,:,:,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Italy,0.0,0.0,517.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Liechtenstein,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Lithuania,4941.0,13690.0,26721.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Luxembourg,6022.0,6363.0,5667.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Latvia,0.0,27015.0,3257.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),North Macedonia,:,:,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Malta,0.0,998.0,820.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Netherlands,611983.0,596518.0,570633.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Norway,0.0,344.0,1164.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Poland,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Portugal,0.0,0.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Romania,220839.0,250289.0,196013.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Sweden,0.0,1760.0,0.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Slovenia,22023.0,411734.0,13841.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Slovakia,0.0,22670.0,15704.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),Türkiye,0.0,0.0,638179.0,:,:,:,:,:,:,:
Annual,Tonne,Hazardous and non-hazardous - total,Households,Mineral and solidified wastes (subtotal),United Kingdom,70953.0,644534.0,921015.0,:,:,:,:,:,:,:
