Time frequency,Unit of measure,Country of citizenship,Sex,Age class,Decision,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Luxembourg,670.0,740.0,470.0,320.0,315.0,255.0,170.0,110.0,165.0,185.0,145.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Latvia,55.0,35.0,70.0,45.0,45.0,40.0,75.0,55.0,65.0,65.0,45.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Montenegro,:,:,:,:,:,145.0,25.0,20.0,50.0,55.0,410.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Malta,140.0,260.0,370.0,325.0,390.0,670.0,495.0,505.0,605.0,420.0,450.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Netherlands,1895.0,1445.0,1085.0,1760.0,2180.0,1955.0,2080.0,2320.0,3645.0,3100.0,2935.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Norway,10430.0,8430.0,4830.0,4965.0,4730.0,2130.0,1120.0,950.0,685.0,625.0,550.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Poland,1050.0,1380.0,1875.0,1285.0,1770.0,1495.0,840.0,1940.0,1895.0,1575.0,1510.0,1210.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Portugal,100.0,95.0,85.0,185.0,0.0,465.0,550.0,790.0,460.0,325.0,335.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Romania,1550.0,170.0,110.0,115.0,185.0,245.0,215.0,240.0,315.0,325.0,260.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Sweden,12955.0,13130.0,9680.0,12130.0,18660.0,23380.0,22315.0,17020.0,14275.0,10525.0,11315.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Slovenia,60.0,70.0,35.0,35.0,40.0,85.0,110.0,135.0,55.0,50.0,95.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Slovakia,115.0,60.0,25.0,20.0,10.0,25.0,30.0,20.0,30.0,10.0,10.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,United Kingdom,13685.0,12310.0,12430.0,13740.0,12470.0,12160.0,13475.0,:,:,:,:,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Austria,1425.0,2860.0,2705.0,1380.0,3925.0,5680.0,6305.0,6145.0,6740.0,4715.0,3645.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Belgium,430.0,470.0,425.0,350.0,310.0,570.0,410.0,320.0,650.0,285.0,655.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Bulgaria,40.0,20.0,5.0,15.0,10.0,20.0,45.0,15.0,15.0,25.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Switzerland,215.0,165.0,135.0,145.0,175.0,320.0,255.0,320.0,240.0,170.0,95.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Cyprus,90.0,225.0,285.0,120.0,55.0,15.0,15.0,0.0,15.0,10.0,20.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Czechia,20.0,35.0,0.0,10.0,0.0,10.0,20.0,10.0,60.0,90.0,100.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Germany,5955.0,6995.0,7305.0,11305.0,63750.0,63615.0,45910.0,35565.0,29580.0,30905.0,16230.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Denmark,550.0,290.0,285.0,280.0,385.0,335.0,210.0,150.0,65.0,130.0,145.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Greece,910.0,1880.0,1845.0,5830.0,1560.0,595.0,1245.0,1415.0,1860.0,1060.0,875.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Spain,20.0,15.0,10.0,20.0,30.0,70.0,105.0,135.0,110.0,640.0,320.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,European Union - 27 countries (from 2020),19765.0,22200.0,21720.0,35495.0,86395.0,103365.0,87600.0,67560.0,71880.0,71645.0,51250.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Finland,225.0,225.0,130.0,305.0,955.0,1555.0,1215.0,890.0,1035.0,485.0,310.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,France,5450.0,5825.0,5385.0,6415.0,8005.0,8715.0,13980.0,10255.0,15110.0,14450.0,13605.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Croatia,0.0,0.0,0.0,0.0,20.0,20.0,5.0,40.0,70.0,20.0,50.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Hungary,60.0,40.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Ireland,55.0,95.0,225.0,305.0,80.0,270.0,575.0,585.0,935.0,1365.0,930.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Iceland,5.0,5.0,35.0,20.0,105.0,90.0,75.0,195.0,55.0,15.0,20.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Italy,75.0,45.0,20.0,4770.0,3335.0,17215.0,12635.0,9690.0,11860.0,13980.0,11315.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Liechtenstein,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Lithuania,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,450.0,335.0,400.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Luxembourg,10.0,10.0,25.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Latvia,10.0,0.0,10.0,15.0,5.0,0.0,20.0,0.0,15.0,15.0,10.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Montenegro,:,:,:,:,:,15.0,20.0,15.0,45.0,40.0,315.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Malta,0.0,35.0,70.0,65.0,50.0,5.0,25.0,10.0,0.0,5.0,10.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Netherlands,1075.0,700.0,595.0,1015.0,1280.0,1175.0,1000.0,1080.0,2040.0,2070.0,1660.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Norway,1005.0,960.0,900.0,415.0,500.0,280.0,210.0,170.0,195.0,190.0,150.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Poland,50.0,20.0,55.0,85.0,50.0,60.0,10.0,20.0,10.0,5.0,35.0,15.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Romania,925.0,35.0,45.0,15.0,85.0,70.0,50.0,75.0,75.0,85.0,60.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Sweden,2380.0,2375.0,2245.0,3175.0,2495.0,3355.0,3805.0,1135.0,1160.0,950.0,845.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Slovenia,0.0,0.0,5.0,5.0,0.0,0.0,15.0,5.0,5.0,5.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,Slovakia,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,15.0,5.0,10.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total positive decisions,United Kingdom,4955.0,4055.0,4695.0,7145.0,7085.0,9040.0,10915.0,:,:,:,:,:
