Time frequency,Unit of measure,Severity (days lost),sizeclas,nace_r1,geo\TIME_PERIOD,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0
Annual,Number,Fatal,GE250,D,EU15_NO,125.0,126.0,121.0,102.0,99.0,114.0,105.0,68.0,78.0,88.0,83.0,106 p
Annual,Number,Fatal,GE250,D,EU27_2007,:,:,:,:,:,:,:,:,:,88.0,83.0,82.0
Annual,Number,Fatal,GE250,E,EU15_NO,31.0,23.0,24.0,27.0,24.0,22.0,23.0,23.0,21.0,4.0,5.0,6 p
Annual,Number,Fatal,GE250,E,EU27_2007,:,:,:,:,:,:,:,:,:,4.0,5.0,12.0
Annual,Number,Fatal,GE250,F,EU15_NO,33.0,27.0,28.0,49.0,38.0,36.0,16.0,25.0,20.0,52.0,59.0,37 p
Annual,Number,Fatal,GE250,F,EU27_2007,:,:,:,:,:,:,:,:,:,52.0,59.0,65.0
Annual,Number,Fatal,GE250,G,EU15_NO,26.0,22.0,26.0,17.0,24.0,15.0,15.0,10.0,8.0,14.0,20.0,27 p
Annual,Number,Fatal,GE250,G,EU27_2007,:,:,:,:,:,:,:,:,:,14.0,20.0,19.0
Annual,Number,Fatal,GE250,H,EU15_NO,2.0,4.0,6.0,2.0,1.0,3.0,2.0,: p,4.0,:,:,6 p
Annual,Number,Fatal,GE250,H,EU27_2007,:,:,:,:,:,:,:,:,:,1.0,4.0,3.0
Annual,Number,Fatal,GE250,I,EU15_NO,49.0,53.0,43.0,51.0,65.0,47.0,29.0,36.0,47.0,32.0,30.0,44 p
Annual,Number,Fatal,GE250,I,EU27_2007,:,:,:,:,:,:,:,:,:,32.0,30.0,35.0
Annual,Number,Fatal,GE250,J_K,EU15_NO,39.0,41.0,50.0,50.0,51.0,34.0,34.0,31.0,31.0,21.0,26.0,48 p
Annual,Number,Fatal,GE250,J_K,EU27_2007,:,:,:,:,:,:,:,:,:,21.0,26.0,27.0
Annual,Number,Fatal,GE250,TOTAL,EU15_NO,373.0,367.0,375.0,355.0,364.0,339.0,274.0,238.0,242.0,337.0,362.0,321 p
Annual,Number,Fatal,GE500,A,EU15_NO,2.0,1.0,3.0,4.0,1.0,0.0,1.0,: p,: p,:,:,: p
Annual,Number,Fatal,GE500,A,EU27_2007,:,:,:,:,:,:,:,:,:,8.0,3.0,10.0
Annual,Number,Fatal,GE500,A_D-K,EU15_NO,199.0,190.0,177.0,192.0,193.0,152.0,137.0,120.0,123.0,408.0,406.0,156 p
Annual,Number,Fatal,GE500,A_D-K,EU27_2007,:,:,:,:,:,:,:,:,:,408.0,406.0,400.0
Annual,Number,Fatal,GE500,D,EU15_NO,71.0,75.0,64.0,56.0,58.0,55.0,60.0,36.0,42.0,145.0,168.0,61 p
Annual,Number,Fatal,GE500,D,EU27_2007,:,:,:,:,:,:,:,:,:,145.0,168.0,144.0
Annual,Number,Fatal,GE500,E,EU15_NO,28.0,23.0,21.0,23.0,22.0,21.0,20.0,20.0,20.0,52.0,45.0,: p
Annual,Number,Fatal,GE500,E,EU27_2007,:,:,:,:,:,:,:,:,:,52.0,45.0,42.0
Annual,Number,Fatal,GE500,F,EU15_NO,17.0,14.0,11.0,26.0,17.0,12.0,7.0,14.0,8.0,43.0,39.0,15 p
Annual,Number,Fatal,GE500,F,EU27_2007,:,:,:,:,:,:,:,:,:,43.0,39.0,57.0
Annual,Number,Fatal,GE500,G,EU15_NO,17.0,12.0,13.0,10.0,14.0,9.0,8.0,4.0,4.0,22.0,22.0,13 p
Annual,Number,Fatal,GE500,G,EU27_2007,:,:,:,:,:,:,:,:,:,22.0,22.0,19.0
Annual,Number,Fatal,GE500,H,EU15_NO,0.0,4.0,4.0,2.0,1.0,3.0,1.0,: p,: p,:,:,: p
Annual,Number,Fatal,GE500,H,EU27_2007,:,:,:,:,:,:,:,:,:,2.0,:,3.0
Annual,Number,Fatal,GE500,I,EU15_NO,36.0,33.0,28.0,38.0,47.0,32.0,21.0,25.0,28.0,85.0,79.0,28 p
Annual,Number,Fatal,GE500,I,EU27_2007,:,:,:,:,:,:,:,:,:,85.0,79.0,72.0
Annual,Number,Fatal,GE500,J_K,EU15_NO,28.0,28.0,33.0,33.0,33.0,20.0,19.0,17.0,19.0,51.0,50.0,32 p
Annual,Number,Fatal,GE500,J_K,EU27_2007,:,:,:,:,:,:,:,:,:,51.0,50.0,53.0
Annual,Number,Fatal,GE500,TOTAL,EU15_NO,249.0,246.0,234.0,225.0,234.0,197.0,174.0,150.0,146.0,206.0,228.0,191 p
Annual,Number,Fatal,TOTAL,A,EU15_NO,676.0,667.0,640.0,687.0,665.0,618.0,615.0,558.0,627.0,528.0,443.0,421 p
Annual,Number,Fatal,TOTAL,A_D-K,EU15_NO,4858.0,4971.0,4895.0,4757.0,4679.0,4424.0,4320.0,4147.0,3964.0,3685.0,3519.0,3234 p
Annual,Number,Fatal,TOTAL,D,EU15_NO,1128.0,1169.0,1112.0,1015.0,984.0,942.0,879.0,818.0,800.0,729.0,682.0,628 p
Annual,Number,Fatal,TOTAL,E,EU15_NO,67.0,44.0,39.0,37.0,43.0,48.0,48.0,50.0,51.0,39.0,46.0,22 p
Annual,Number,Fatal,TOTAL,F,EU15_NO,1349.0,1363.0,1341.0,1272.0,1285.0,1223.0,1198.0,1248.0,1119.0,1065.0,1068.0,1019 p
Annual,Number,Fatal,TOTAL,G,EU15_NO,486.0,480.0,518.0,492.0,462.0,387.0,411.0,381.0,341.0,323.0,328.0,266 p
Annual,Number,Fatal,TOTAL,H,EU15_NO,53.0,67.0,67.0,75.0,73.0,49.0,51.0,62.0,61.0,62.0,56.0,58 p
Annual,Number,Fatal,TOTAL,I,EU15_NO,841.0,900.0,888.0,893.0,895.0,888.0,796.0,705.0,710.0,662.0,637.0,575 p
Annual,Number,Fatal,TOTAL,J_K,EU15_NO,258.0,281.0,290.0,286.0,272.0,269.0,322.0,325.0,255.0,277.0,259.0,245 p
Annual,Number,Fatal,TOTAL,TOTAL,EU15_NO,5549.0,5608.0,5519.0,5305.0,5285.0,4968.0,4828.0,4666.0,4409.0,4056.0,3927.0,3616 p
Annual,Number,Fatal,UNK,A,EU15_NO,520.0,531.0,491.0,516.0,534.0,484.0,485.0,428.0,489.0,367.0,390.0,336 p
Annual,Number,Fatal,UNK,A,EU27_2007,:,:,:,:,:,:,:,:,:,367.0,390.0,337.0
Annual,Number,Fatal,UNK,A_D-K,EU15_NO,2205.0,2137.0,1992.0,1934.0,2006.0,1843.0,1805.0,1731.0,1627.0,759.0,812.0,740 p
Annual,Number,Fatal,UNK,A_D-K,EU27_2007,:,:,:,:,:,:,:,:,:,759.0,812.0,751.0
Annual,Number,Fatal,UNK,D,EU15_NO,445.0,421.0,388.0,360.0,376.0,315.0,335.0,297.0,263.0,91.0,77.0,73 p
Annual,Number,Fatal,UNK,D,EU27_2007,:,:,:,:,:,:,:,:,:,91.0,77.0,76.0
Annual,Number,Fatal,UNK,E,EU15_NO,22.0,11.0,8.0,4.0,9.0,11.0,12.0,14.0,15.0,:,:,4 p
Annual,Number,Fatal,UNK,E,EU27_2007,:,:,:,:,:,:,:,:,:,1.0,3.0,4.0
Annual,Number,Fatal,UNK,F,EU15_NO,538.0,529.0,491.0,466.0,487.0,439.0,431.0,429.0,373.0,145.0,177.0,169 p
Annual,Number,Fatal,UNK,F,EU27_2007,:,:,:,:,:,:,:,:,:,145.0,177.0,173.0
Annual,Number,Fatal,UNK,G,EU15_NO,184.0,170.0,165.0,141.0,148.0,131.0,132.0,145.0,117.0,32.0,23.0,33 p
Annual,Number,Fatal,UNK,G,EU27_2007,:,:,:,:,:,:,:,:,:,32.0,23.0,35.0
Annual,Number,Fatal,UNK,H,EU15_NO,16.0,26.0,21.0,25.0,24.0,14.0,22.0,25.0,21.0,8.0,6.0,: p
Annual,Number,Fatal,UNK,H,EU27_2007,:,:,:,:,:,:,:,:,:,8.0,6.0,3.0
Annual,Number,Fatal,UNK,I,EU15_NO,405.0,386.0,376.0,384.0,381.0,391.0,294.0,284.0,262.0,77.0,101.0,93 p
Annual,Number,Fatal,UNK,I,EU27_2007,:,:,:,:,:,:,:,:,:,77.0,101.0,93.0
Annual,Number,Fatal,UNK,J_K,EU15_NO,75.0,63.0,52.0,38.0,47.0,58.0,94.0,109.0,87.0,38.0,35.0,29 p
Annual,Number,Fatal,UNK,J_K,EU27_2007,:,:,:,:,:,:,:,:,:,38.0,35.0,30.0
Annual,Number,Fatal,UNK,TOTAL,EU15_NO,2561.0,2447.0,2271.0,2194.0,2292.0,2076.0,2066.0,2004.0,1841.0,1152.0,932.0,871 p
