Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Economical indicator for structural business statistics,Geopolitical entity (reporting)\Time,2021.0,2022.0
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,North Macedonia,106.04,85.9
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Malta,73.51,56.38
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Netherlands,1606.6,1638.32
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Norway,775.72,834.63
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Poland,877.33,4182.58
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Portugal,504.13 b,898.53
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Romania,1291.2,1550.27
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Serbia,:,2392.45
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Sweden,0.88,1349.2
Annual,"Retail trade, except of motor vehicles and motorcycles",Change in stock of goods for resale - million euro,Slovakia,269.29,328.34
