Time frequency,Type of consignment,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Unknown,Thousand tonnes,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,: @C,0.0
Annual,Unknown,Thousand tonnes,Slovenia,:,0.0,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Thousand tonnes,Slovakia,:,0.0,0.0,0.0,0.0,2096.0,1125.0,2718.0,4480.0,5087.0,10033.0,10663.0,7953.0,6266.0,7510.0,7130.0,1651.0,1837.0,9916.0,9948.0,10693.0
Annual,Unknown,Thousand tonnes,Türkiye,:,0.0,0.0,0.0,0.0,0.0,21270.0,23816.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,0.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Full wagon load,Million tonne-kilometre (TKM),Switzerland,:,:,:,:,:,3975.0,3021.0,3137.0,3022.0,3078.0,3293.0,3000.0,2925.0,2905.0,2857.0,2795.0,2701.0,2471.0,2512.0,2526.0,2210.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Germany,:,34030.0,32818.0,33452.0,33626.0,31650.0,:,27619.0,29392.0,24663.0,28269.0,27129.0,:,29539.0,35789.0,27446.0,27178.0,:,:,:,:
Annual,Full wagon load,Million tonne-kilometre (TKM),Finland,:,10105.0,9706.0,11060.0,10434.0,10777.0,8872.0,9750.0,9395.0,9275.0,9470.0,9597.0,8468.0,9445.0,10319.0,11030.0,10088.0,9914.0,10275.0,0.0,7869.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Croatia,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Ireland,:,:,67.0,32.0,0.0,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,0.0,0.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Italy,:,4089.0,3662.0,3473.0,3242.0,2873.0,1789.0,955.0,580.0,681.0,650.0,522.0,: @C,785.0,795.0,: @C,1094.0,1212.0,: @C,1579.0,1369.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Lithuania,:,11637.0,12457.0,12896.0,14373.0,14748.0,11888.0,13431.0,15088.0,14172.0,13344.0,14307.0,14036.0,13790.0,15414.0,16885.0,16181.0,15865.0,14566.0,7375.0,6307.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Full wagon load,Million tonne-kilometre (TKM),Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,3.0,4.0,4.0,:,0.0,:
Annual,Full wagon load,Million tonne-kilometre (TKM),North Macedonia,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Poland,:,18203.0,15493.0,17206.0,16183.0,15258.0,31437.0,11169.0,11884.0,8073.0,7643.0,6794.0,5965.0,6678.0,7350.0,7756.0,7182.0,6211.0,6780.0,7045.0,6514.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Romania,:,16061.0,15214.0,14431.0,14332.0,14152.0,9832.0,11587.0,13924.0,12662.0,12567.0,12085.0,11761.0,12285.0,13782.0,13020.0,13285.0,12235.0,13564.0,13085.0,12654.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Sweden,10403.0,10481.0,10348.0,10116.0,11388.0,11281.0,10896.0,12168.0,12619.0,12125.0,11872.0,12581.0,12645.0,12492.0,12322.0,14023.0,13703.0,13574.0,14400.0,: @C,13389.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Slovenia,:,2011.0,1650.0,1748.0,:,1642.0,1045.0,1281.0,1392.0,1156.0,1099.0,986.0,948.0,943.0,955.0,945.0,870.0,789.0,789.0,811.0,719.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Slovakia,:,3502.0,3589.0,3206.0,3489.0,3012.0,1800.0,2098.0,2028.0,1659.0,1757.0,1725.0,1424.0,1222.0,1443.0,1511.0,1539.0,1469.0,1580.0,1439.0,1084.0
Annual,Full wagon load,Million tonne-kilometre (TKM),Türkiye,:,9138.0,1498.0,1432.0,1463.0,1583.0,1423.0,1243.0,1356.0,1347.0,1290.0,1392.0,1194.0,1371.0,:,:,:,:,:,0.0,0.0
Annual,Full wagon load,Thousand tonnes,Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Full wagon load,Thousand tonnes,Switzerland,:,:,:,:,:,25631.0,20875.0,21293.0,20766.0,21593.0,23104.0,22149.0,21357.0,21108.0,14638.0,20404.0,19577.0,18526.0,18292.0,18089.0,16131.0
Annual,Full wagon load,Thousand tonnes,Germany,:,94089.0,89048.0,91894.0,96386.0,104164.0,:,92984.0,105581.0,95560.0,105337.0,107810.0,:,106359.0,124033.0,107325.0,99868.0,:,:,:,:
Annual,Full wagon load,Thousand tonnes,Finland,:,42663.0,40722.0,43560.0,40288.0,41937.0,32860.0,35795.0,34827.0,35267.0,36433.0,37008.0,33392.0,36147.0,38406.0,39430.0,36907.0,36589.0,37352.0,:,27066.0
Annual,Full wagon load,Thousand tonnes,Croatia,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full wagon load,Thousand tonnes,Ireland,:,:,372.0,200.0,0.0,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,0.0,0.0
Annual,Full wagon load,Thousand tonnes,Italy,:,12762.0,10774.0,10702.0,9948.0,9912.0,6308.0,4986.0,3624.0,3980.0,3586.0,3564.0,: @C,5352.0,5675.0,: @C,6028.0,6660.0,: @C,8321.0,7512.0
Annual,Full wagon load,Thousand tonnes,Lithuania,:,45555.0,49287.0,50225.0,53503.0,54970.0,42669.0,48061.0,52330.0,49377.0,48028.0,49000.0,48053.0,47651.0,52638.0,56776.0,55209.0,53430.0,51080.0,30977.0,27224.0
Annual,Full wagon load,Thousand tonnes,Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Full wagon load,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,35.0,29.0,34.0,35.0,:,0.0,:
Annual,Full wagon load,Thousand tonnes,North Macedonia,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full wagon load,Thousand tonnes,Poland,:,63445.0,54865.0,59072.0,69004.0,71682.0,126860.0,42225.0,60911.0,47209.0,43550.0,41383.0,34349.0,36204.0,43790.0,43658.0,40730.0,35276.0,38679.0,38383.0,31894.0
Annual,Full wagon load,Thousand tonnes,Romania,:,68485.0,63471.0,64218.0,65294.0,63212.0,46910.0,49441.0,57247.0,50433.0,47337.0,49273.0,49700.0,47875.0,56076.0,55002.0,58495.0,49184.0,56808.0,53883.0,47298.0
Annual,Full wagon load,Thousand tonnes,Sweden,19636.0,19451.0,19586.0,18588.0,21470.0,20766.0,19860.0,22876.0,25314.0,23904.0,28964.0,30348.0,29070.0,28419.0,28825.0,32621.0,32358.0,32487.0,32834.0,: @C,31600.0
Annual,Full wagon load,Thousand tonnes,Slovenia,:,11633.0,9206.0,9470.0,:,8605.0,5484.0,6494.0,6515.0,5442.0,5216.0,4930.0,4797.0,4715.0,4662.0,4609.0,4333.0,3959.0,4003.0,3905.0,3433.0
Annual,Full wagon load,Thousand tonnes,Slovakia,:,17178.0,16394.0,15768.0,17294.0,15009.0,8851.0,10074.0,10172.0,8353.0,9259.0,8259.0,8136.0,6247.0,7622.0,6827.0,7126.0,5974.0,6411.0,6066.0,4769.0
Annual,Full wagon load,Thousand tonnes,Türkiye,:,17218.0,3126.0,2962.0,3127.0,3430.0,2978.0,2620.0,2970.0,5626.0,3006.0,3212.0,2914.0,2946.0,:,:,:,:,:,:,0.0
