Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Rate,Nord-Est,0.9,0.9,0.9,0.9,0.9,0.9,0.9 b,0.9,0.9,0.9
Annual,Rate,Provincia Autonoma di Bolzano/Bozen,0.2,0.2,0.2,0.3,0.3,0.3,0.3 b,0.3,0.3,0.3
Annual,Rate,Provincia Autonoma di Trento,1.1,1.1,1.1,1.1,1.1,1.2,1.0 b,1.0,1.0,0.9
Annual,Rate,Veneto,0.7,0.8,0.8,0.8,0.8,0.8,0.8 b,0.7,0.7,0.8
Annual,Rate,Friuli-Venezia Giulia,0.9,0.9,0.9,0.9,0.9,0.9,0.8 b,0.8,0.8,0.8
Annual,Rate,Emilia-Romagna,1.1,1.1,1.1,1.2,1.2,1.2,1.2 b,1.2,1.2,1.2
Annual,Rate,Centro (IT),1.3,1.3,1.3,1.3,1.3,1.3,1.3 b,1.3,1.3,1.4
Annual,Rate,Toscana,1.1,1.1,1.1,1.1,1.1,1.1,1.1 b,1.0,1.0,1.0
Annual,Rate,Umbria,1.0,1.0,1.0,1.0,1.0,1.0,1.0 b,0.9,1.0,1.0
Annual,Rate,Marche,1.0,1.1,1.0,1.1,1.1,1.2,1.1 b,1.0,1.1,0.9
Annual,Rate,Lazio,1.6,1.6,1.5,1.6,1.5,1.5,1.6 b,1.6,1.6,1.7
Annual,Rate,Liechtenstein,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Liechtenstein,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Liechtenstein,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Lithuania,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Lietuva,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Sostinės regionas,:,:,:,:,:,1.7,1.6,1.7,1.6,1.8
Annual,Rate,Vidurio ir vakarų Lietuvos regionas,:,:,:,:,:,0.7,0.7,0.7,0.7,0.7
Annual,Rate,Luxembourg,:,:,1.0,1.0,1.0 b,1.0,1.0,1.0 d,1.0 d,1.0 d
Annual,Rate,Luxembourg,:,:,1.0,1.0,1.0 b,1.0,1.0,1.0 d,1.0 d,1.0 d
Annual,Rate,Luxembourg,:,:,1.0,1.0,1.0 b,1.0,1.0,1.0 d,1.0 d,1.0 d
Annual,Rate,Latvia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Latvija,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Latvija,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Montenegro,:,:,:,:,:,1.0,1.0,:,1.0,:
Annual,Rate,Crna Gora,:,:,:,:,:,1.0,1.0,:,1.0,:
Annual,Rate,Crna Gora,:,:,:,:,:,1.0,1.0,:,1.0,:
Annual,Rate,North Macedonia,1.0,1.0,1.0,1.0,:,1.0,:,1.0,1.0,1.0
Annual,Rate,Severna Makedonija,1.0,1.0,1.0,1.0,:,1.0,:,1.0,1.0,1.0
Annual,Rate,Severna Makedonija,1.0,1.0,1.0,1.0,:,1.0,:,1.0,1.0,1.0
Annual,Rate,Malta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 p
Annual,Rate,Malta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 p
Annual,Rate,Malta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 p
Annual,Rate,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0 e,1.0 e,1.0 e,:
Annual,Rate,Noord-Nederland,1.1,1.1,1.0,1.0,1.0,1.0,1.0 e,1.0 e,1.0 e,:
Annual,Rate,Groningen,1.9,1.8,1.7,1.7,1.6,1.6,1.7 e,1.6 e,1.6 e,:
Annual,Rate,Friesland (NL),0.8,0.8,0.8,0.7,0.8,0.8,0.8 e,0.8 e,0.8 e,:
Annual,Rate,Drenthe,0.5,0.5,0.5,0.5,0.5,0.6,0.6 e,0.7 e,0.7 e,:
Annual,Rate,Oost-Nederland,0.9,0.9,0.9,0.9,0.9,0.9,0.9 e,0.9 e,0.9 e,:
Annual,Rate,Overijssel,0.9,0.9,0.8,0.9,0.9,0.8,0.9 e,0.9 e,0.9 e,:
Annual,Rate,Gelderland,0.9,0.9,0.9,0.9,0.9,0.9,0.9 e,0.9 e,0.9 e,:
Annual,Rate,Flevoland,0.8,0.7,0.7,0.7,0.7,0.8,0.7 e,0.8 e,0.8 e,:
Annual,Rate,West-Nederland,1.0,1.0,1.0,1.0,1.0,1.0,1.0 e,1.0 e,1.0 e,:
Annual,Rate,Utrecht (NUTS 2021),1.2,1.2,1.2,1.2,1.2,1.2,1.2 e,1.2 e,1.1 e,:
Annual,Rate,Noord-Holland,1.0,1.0,1.1,1.0,1.0,1.0,1.0 e,1.0 e,1.0 e,:
Annual,Rate,Zuid-Holland (NUTS 2021),1.0,1.0,1.0,1.0,1.0,1.0,1.0 e,1.0 e,1.0 e,:
Annual,Rate,Zeeland,0.5,0.5,0.6,0.5,0.6,0.5,0.5 e,0.6 e,0.6 e,:
Annual,Rate,Zuid-Nederland,0.9,0.9,0.9,0.9,0.9,0.9,0.9 e,0.9 e,0.9 e,:
Annual,Rate,Noord-Brabant,0.9,0.9,0.9,0.9,0.9,0.9,0.9 e,0.9 e,0.9 e,:
Annual,Rate,Limburg (NL),0.9,0.8,0.9,0.8,0.8,0.8,0.8 e,0.8 e,0.8 e,:
Annual,Rate,Norway,1.0,1.0,1.0,1.0,1.0,1.0,1.0,:,1.0,1.0
Annual,Rate,Norge,0.5,1.0,1.0,1.0,1.0,1.0,1.0,:,1.0,1.0
Annual,Rate,Oslo og Akershus (statistical region 2016),0.7,1.4,1.3,1.3,1.3,1.3,1.3,:,:,:
Annual,Rate,Innlandet,0.4,0.9,0.8,0.9,0.9,0.9,0.9,:,1.0,0.9
Annual,Rate,Sør-Østlandet (statistical region 2016),0.2,0.5,0.5,0.5,0.5,0.5,0.5,:,:,:
Annual,Rate,Agder og Rogaland (statistical region 2016),0.3,0.7,0.7,0.7,0.7,0.7,0.7,:,:,:
Annual,Rate,Vestlandet (statistical region 2016),0.5,1.0,1.0,1.0,1.0,1.0,1.1,:,:,:
Annual,Rate,Trøndelag,0.9,1.7,1.8,1.8,1.8,1.7,1.8,:,1.7,1.7
Annual,Rate,Nord-Norge,0.5,0.9,0.9,1.0,0.9,0.9,0.9,:,0.9,0.9
Annual,Rate,Oslo og Viken,:,:,:,:,:,:,:,:,:,1.0
Annual,Rate,Agder og Sør-Østlandet,:,:,:,:,:,:,:,:,:,0.7
Annual,Rate,Vestlandet,:,:,:,:,:,:,:,:,:,0.9
Annual,Rate,Poland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 de,1.0 p,1.0 p
Annual,Rate,Makroregion południowy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 de,1.0 p,1.0 p
Annual,Rate,Małopolskie,1.3,1.4,1.4,1.4,1.4,1.3,1.3,1.3 de,1.3 p,1.3 p
Annual,Rate,Śląskie,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7 de,0.8 p,0.8 p
Annual,Rate,Makroregion północno-zachodni,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.8 de,0.8 p,0.8 p
Annual,Rate,Wielkopolskie,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1 de,1.0 p,1.0 p
Annual,Rate,Zachodniopomorskie,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6 de,0.7 p,0.6 p
Annual,Rate,Lubuskie,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4 de,0.4 p,0.3 p
Annual,Rate,Makroregion południowo-zachodni,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1 de,1.1 p,1.1 p
Annual,Rate,Dolnośląskie,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.2 de,1.2 p,1.2 p
Annual,Rate,Opolskie,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7 de,0.8 p,0.7 p
Annual,Rate,Makroregion północny,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9 de,0.9 p,0.8 p
Annual,Rate,Kujawsko-pomorskie,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9 de,0.8 p,0.8 p
Annual,Rate,Warmińsko-mazurskie,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5 de,0.5 p,0.5 p
Annual,Rate,Pomorskie,1.0,1.0,1.1,1.1,1.1,1.0,1.1,1.1 de,1.1 p,1.1 p
Annual,Rate,Makroregion centralny,:,0.9,0.9,0.8,0.9,0.9,0.9,0.8 de,0.7 p,0.8 p
Annual,Rate,Łódzkie,:,1.0,1.0,0.9,1.0,1.0,1.0,1.0 de,0.9 p,0.9 p
Annual,Rate,Świętokrzyskie,:,0.7,0.7,0.6,0.6,0.6,0.6,0.6 de,0.5 p,0.5 p
Annual,Rate,Makroregion wschodni,:,0.8,0.8,0.8,0.8,0.8,0.8,0.8 de,0.8 p,0.8 p
Annual,Rate,Lubelskie,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0 de,1.0 p,1.1 p
Annual,Rate,Podkarpackie,:,0.7,0.7,0.7,0.6,0.6,0.6,0.6 de,0.6 p,0.6 p
Annual,Rate,Podlaskie,:,0.8,0.8,0.8,0.8,0.8,0.8,0.8 de,0.7 p,0.7 p
Annual,Rate,Makroregion województwo mazowieckie,:,1.5,1.5,1.6,1.6,1.6,1.6,1.6 de,1.7 p,1.7 p
Annual,Rate,Warszawski stołeczny,:,2.5,2.5,2.5,2.6,2.5,2.6,2.6 de,2.7 p,2.7 p
Annual,Rate,Mazowiecki regionalny,:,0.4,0.4,0.3,0.3,0.3,0.3,0.3 de,0.3 p,0.3 p
Annual,Rate,Extra-Regio NUTS 1,:,:,:,: m,: m,:,:,:,:,:
Annual,Rate,Extra-Regio NUTS 2,:,:,:,: m,: m,:,:,:,:,:
Annual,Rate,Portugal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 p
Annual,Rate,Continente,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 p
Annual,Rate,Norte,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0 p
Annual,Rate,Algarve,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 p
Annual,Rate,Centro (PT) (NUTS 2021),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 p
Annual,Rate,Área Metropolitana de Lisboa (NUTS 2021),1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3 p
Annual,Rate,Alentejo (NUTS 2021),0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6 p
Annual,Rate,Região Autónoma dos Açores,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3 p
Annual,Rate,Região Autónoma dos Açores,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3 p
Annual,Rate,Região Autónoma da Madeira,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4 p
Annual,Rate,Região Autónoma da Madeira,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4 p
Annual,Rate,Romania,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,:,1.0
Annual,Rate,Macroregiunea Unu,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,:,1.1
Annual,Rate,Nord-Vest,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,:,1.3
Annual,Rate,Centru,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,:,0.9
Annual,Rate,Macroregiunea Doi,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,:,0.7
Annual,Rate,Nord-Est,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,:,0.8
Annual,Rate,Sud-Est,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,:,0.6
Annual,Rate,Macroregiunea Trei,1.3,1.3,1.3,1.3,1.4,1.4,1.3,1.3,:,1.3
Annual,Rate,Sud-Muntenia,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,:,0.2
Annual,Rate,Bucureşti-Ilfov,2.6,2.7,2.7,2.8,2.8,2.8,2.7,2.7,:,2.7
Annual,Rate,Macroregiunea Patru,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.8,:,0.9
Annual,Rate,Sud-Vest Oltenia,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,:,0.6
Annual,Rate,Vest,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,:,1.2
Annual,Rate,Serbia,:,:,:,:,:,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Srbija - sever,:,:,:,:,:,1.6,1.5,1.6,1.5,1.5
Annual,Rate,Beogradski region,:,:,:,:,:,2.3,2.3,2.3,2.3,2.3
Annual,Rate,Region Vojvodine,:,:,:,:,:,0.8,0.8,0.8,0.8,0.8
Annual,Rate,Srbija - jug,:,:,:,:,:,0.4,0.4,0.4,0.4,0.4
Annual,Rate,Region Sumadije i Zapadne Srbije,:,:,:,:,:,0.4,0.4,0.4,0.4,0.4
Annual,Rate,Region Juzne i Istocne Srbije,:,:,:,:,:,0.5,0.5,0.5,0.5,0.5
Annual,Rate,Sweden,1.0,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Östra Sverige,1.0,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0
Annual,Rate,Stockholm,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Annual,Rate,Östra Mellansverige,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Annual,Rate,Södra Sverige,1.0,0.9,0.9,0.9,0.9,0.9,1.0,1.0,0.9,0.9
Annual,Rate,Småland med öarna,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9
Annual,Rate,Sydsverige,1.1,1.0,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Västsverige,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,0.9
Annual,Rate,Norra Sverige,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0
Annual,Rate,Norra Mellansverige,0.8,0.8,0.8,0.9,0.9,0.8,0.9,0.9,0.9,0.9
Annual,Rate,Mellersta Norrland,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.8,0.8,0.8
Annual,Rate,Övre Norrland,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6
Annual,Rate,Slovenia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Slovenija,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,Vzhodna Slovenija,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5
Annual,Rate,Zahodna Slovenija,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Annual,Rate,Slovakia,:,:,1.0,1.0,1.0,1.0,1.0,:,1.0,1.0
Annual,Rate,Slovensko,1.0,1.0,1.0,1.0,1.0,1.0,1.0,:,1.0,1.0
Annual,Rate,Bratislavský kraj,3.3,3.3,3.3,3.2,3.2,3.1,3.1,:,3.0,2.8
Annual,Rate,Západné Slovensko,0.7,0.7,0.7,0.7,0.7,0.7,0.7,:,0.7,0.7
Annual,Rate,Stredné Slovensko,0.7,0.7,0.7,0.7,0.7,0.7,0.7,:,0.7,0.7
Annual,Rate,Východné Slovensko,0.7,0.6,0.6,0.7,0.7,0.7,0.7,:,0.7,0.7
Annual,Rate,Türkiye,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Rate,İstanbul,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8
Annual,Rate,İstanbul,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8
Annual,Rate,Batı Marmara,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5
Annual,Rate,"Tekirdağ, Edirne, Kırklareli",0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5
Annual,Rate,"Balıkesir, Çanakkale",0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5
Annual,Rate,Ege,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4
Annual,Rate,İzmir,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4
Annual,Rate,"Aydın, Denizli, Muğla",0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.4
Annual,Rate,"Manisa, Afyonkarahisar, Kütahya, Uşak",0.7,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5
Annual,Rate,Doğu Marmara,5.4,5.4,5.2 d,5.1 d,4.9 d,4.9 d,4.9 d,4.9 d,4.8,4.7
Annual,Rate,"Bursa, Eskişehir, Bilecik",9.7,9.7,9.4 d,9.1 d,8.8 d,8.9 d,9.1 d,9.1 d,8.7,8.8
Annual,Rate,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6
Annual,Rate,Batı Anadolu,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6
Annual,Rate,Ankara,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Annual,Rate,"Konya, Karaman",0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Annual,Rate,Akdeniz,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
Annual,Rate,"Antalya, Isparta, Burdur",0.7,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.5
Annual,Rate,"Adana, Mersin",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Annual,Rate,"Hatay, Kahramanmaraş, Osmaniye",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Annual,Rate,Orta Anadolu,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6
Annual,Rate,"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir",0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8
Annual,Rate,"Kayseri, Sivas, Yozgat",0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5
Annual,Rate,Batı Karadeniz,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6
Annual,Rate,"Zonguldak, Karabük, Bartın",0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
Annual,Rate,"Kastamonu, Çankırı, Sinop",0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Annual,Rate,"Samsun, Tokat, Çorum, Amasya",0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
Annual,Rate,Doğu Karadeniz,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5
Annual,Rate,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5
Annual,Rate,Kuzeydoğu Anadolu,0.8,1.0,1.3 d,1.5 d,1.8 d,2.0 d,2.3 d,2.5 d,2.7,3.0
Annual,Rate,"Erzurum, Erzincan, Bayburt",1.3,1.8,2.2 d,2.6 d,3.2 d,3.7 d,4.2 d,4.6 d,5.1,5.6
Annual,Rate,"Ağrı, Kars, Iğdır, Ardahan",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Annual,Rate,Ortadoğu Anadolu,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Annual,Rate,"Malatya, Elazığ, Bingöl, Tunceli",0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Annual,Rate,"Van, Muş, Bitlis, Hakkari",0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Annual,Rate,Güneydoğu Anadolu,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Annual,Rate,"Gaziantep, Adıyaman, Kilis",0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3
Annual,Rate,"Şanlıurfa, Diyarbakır",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
Annual,Rate,"Mardin, Batman, Şırnak, Siirt",0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Annual,Rate,Extra-Regio level 1,: m,: m,:,: m,:,:,:,:,:,:
Annual,Rate,Extra-Regio level 2,: m,: m,:,: m,:,:,:,:,:,:
Annual,Rate,United Kingdom,1.0,1.0,1.0,1.0,1.0 d,1.0 d,1.0 d,:,:,:
Annual,Rate,North East (UK) (NUTS 2021),1.0,1.1,1.1,1.1,1.1 d,1.1 d,1.1 d,:,:,:
Annual,Rate,North West (UK) (NUTS 2021),0.9,0.9,0.9,0.9,0.9 d,0.9 d,0.9 d,:,:,:
Annual,Rate,Yorkshire and The Humber (NUTS 2021),1.0,1.0,1.0,1.0,1.0 d,1.0 d,1.0 d,:,:,:
Annual,Rate,East Midlands (UK) (NUTS 2021),1.0,0.9,1.0,1.0,1.0 d,1.0 d,1.0 d,:,:,:
Annual,Rate,West Midlands (UK) (NUTS 2021),0.9,0.9,0.9,0.9,0.9 d,1.0 d,1.0 d,:,:,:
Annual,Rate,East of England (NUTS 2021),0.6,0.6,0.6,0.6,0.6 d,0.6 d,0.6 d,:,:,:
Annual,Rate,London (NUTS 2021),1.2,1.2,1.2,1.1,1.1 d,1.1 d,1.2 d,:,:,:
Annual,Rate,South East (UK) (NUTS 2021),1.3,1.2,1.2,1.1,1.1 d,1.1 d,1.1 d,:,:,:
Annual,Rate,South West (UK) (NUTS 2021),0.8,0.8,0.8,0.8,0.8 d,0.8 d,0.8 d,:,:,:
Annual,Rate,Wales (NUTS 2021),1.1,1.1,1.1,1.1,1.1 d,1.1 d,1.0 d,:,:,:
Annual,Rate,Scotland (NUTS 2021),1.3,1.3,1.3,1.4,1.4 d,1.4 d,1.3 d,:,:,:
Annual,Rate,Northern Ireland (UK) (NUTS 2021),0.8,0.9,0.9,0.8,0.8 d,0.8 d,:,:,:,:
Annual,Rate,Extra-Regio NUTS 1 (NUTS 2021),:,:,:,:,: d,:,:,:,:,:
