tree_id,parent_tree_id,split_from_path,root_path,n_measures
673,,,inland,7
674,,,innovating,3
675,,,innovation,16
676,,,innovations,1
677,,,innovative,6
678,,,inpatient,1
679,,,input,1
680,,,integration,6
681,,,intellectual,1
682,,,intentional,4
683,,,interest,1
684,,,interests,2
685,,,intermediate,3
686,685.0,intermediate,intermediate > consumption > of > environmental > protection > services > by > institutional > sector > and > nace > rev > 2 > activity,1
687,,,international,39
688,687.0,international,international > investment > position,3
689,,,internet,16
690,689.0,internet,internet > access > by,3
691,689.0,internet,internet > of > things,4
692,689.0,internet,internet > purchases,8
693,,,intra,12
694,693.0,intra,intra > and > extra > eu > trade,5
695,693.0,intra,intra > corporate,5
696,695.0,intra > corporate,intra > corporate > notifications > received > by,2
697,695.0,intra > corporate,intra > corporate > transferee > permits > issued,3
698,693.0,intra,intra > mural > business > enterprise > r > d > expenditures > in > foreign > controlled > enterprises,1
699,,,intramural,3
700,,,investment,5
701,700.0,investment,investment > and > maintenance > in > oil > pipeline > infrastructure,1
702,700.0,investment,investment > expenditure > and > purchases > of > enterprises > by > nace > rev > 2 > activity,1
703,,,involuntary,3
704,,,inward,1
705,,,irrigation,3
706,,,job,17
707,706.0,job,job > loss > and > creation > as > a > result > of > international > sourcing > activity > by > economic > activity > collection > round > experimental > statistics,1
708,706.0,job,job > mismatches > and > their > labour > market > effects > among > school > leavers > in > europe,1
709,,,jobless,2
710,,,jobs,5
711,,,joint,1
712,,,key,17
713,712.0,key,key > indicators,3
714,713.0,key > indicators,key > indicators > of > physical > energy > flow > accounts > by > nace > rev > 2 > activity,1
715,,,kind,2
716,,,labour,72
717,716.0,labour > force,labour > force > participation > rate,2
718,716.0,labour > market,labour > market > demand > for > ict > specialists > in > online > job > advertisements > by,3
719,716.0,labour,labour > status > distribution > of > the > population > by > sex > age > migration > status > and > educational > attainment > level,1
720,,,land,12
721,,,landfill,1
722,,,landings,25
723,,,language,1
724,,,late,1
725,,,laying,3
726,,,legal,2
727,,,legally,2
728,,,length,16
729,728.0,length > of,length > of > navigable > inland > waterways > by > waterway > type,1
730,728.0,length > of,length > of > pipelines > operated,1
731,,,level,22
732,731.0,level,level > crossings > by > type,1
733,731.0,level,level > of,21
734,733.0,level > of,level > of > disability > activity > limitation > by > sex > age > and,5
735,733.0,level > of,level > of > expected > impact > on > employment > of > international > sourcing > by > enterprises > currently > engaged > or > planning > to > engage > in > international > sourcing > by > sourcing > status > and > economic > activity > figures > and > collection > round > experimental > statistics,1
736,733.0,level > of,level > of > internet > access > households,1
737,733.0,level > of,level > of > the,12
738,733.0,level > of,level > of > trust > by,2
739,,,liabilities,2
740,,,licensed,1
741,,,life,9
742,741.0,life,life > satisfaction > by,2
743,,,limitations,2
744,,,liquid,1
745,,,literacy,1
746,,,live,18
747,,,livestock,12
748,,,living,3
749,748.0,living,living > conditions,2
750,748.0,living,living > quarters > by > type > of > housing,1
751,,,load,4
752,,,loan,1
753,,,loans,2
754,,,local,2
755,754.0,local,local > government > debt,1
756,754.0,local,local > pollution,1
757,,,location,2
758,,,locomotives,1
759,,,long,20
760,759.0,long,long > term,18
761,760.0,long > term,long > term > government > bond > yields,1
762,760.0,long > term,long > term > care,2
763,760.0,long > term,long > term > residence > permits > issued > during > the > year,2
764,760.0,long > term,long > term > residents,3
765,760.0,long > term,long > term > unemployment,10
766,759.0,long,long > time > series > covering > enterprises > with > 20 > persons > employed > and > more > main > indicators > nace > rev > 1 > 1 > c > f,1
767,759.0,long,long > working > hours > in > main > job > by > sex > age > professional > status > and > occupation,1
768,,,lorries,6
769,,,loss,1
770,,,low,7
771,770.0,low,low > achieving > 15 > year > olds > in > reading > mathematics > or > science,2
772,770.0,low,low > wage > earners > as > a > proportion > of > all > employees > excluding > apprentices > by,5
773,,,macro,1
774,,,macroeconomic,1
775,,,main,29
776,775.0,main,main > balance > of > payments > and > international > investment > position > items > as > share > of > gdp > bpm6,1
777,775.0,main,main > gdp > aggregates > per > capita,1
778,775.0,main,main > care > related > reasons > for > not > working > or > working > part > time > 1 > 000,1
779,775.0,main,main > childcare > related > reasons,3
780,775.0,main,main > crops > by > nuts > 2 > regions,1
781,775.0,main,main > farm,2
782,775.0,main,main > financial > incentives > for > employed > persons > who > are > entitled > to > receive > an > individual > retirement > pension > to > stay > at > work > by > sex > and > occupation > 1 > 000,1
783,775.0,main,main > flows,1
784,775.0,main,main > national > accounts > tax > aggregates,1
785,775.0,main,main > permanent > crops > farm,1
786,775.0,main,main > providers > used > for > external > cvt > courses > by > type > of > provider > and,2
787,775.0,main > reasons,main > reasons > linked > with > care > of > other > people > in > need > of > care > given > by > employed > persons > between > 15 > and > 64 > years > old > for > not > working > or > not > working > more > by,2
788,775.0,main > reasons,main > reasons > for > retirement > or > early > retirement > by > sex > and > main > labour > status > just > after > leaving > last > job > 1 > 000,1
789,775.0,main,main > skills,4
790,775.0,main,main > type > of > childcare > used > by > employed > persons > between > 15 > and > 64 > years > old > for > own > spouse > s > children > up > to > 14 > while > working,1
791,775.0,main,main > vine > varieties > by > age > group,1
792,,,management,4
793,,,manufacturing,4
794,,,manure,1
795,,,marine,1
796,,,maritime,17
797,796.0,maritime,maritime > accident > victims > by > sea > basin > of > occurrence,3
798,796.0,maritime,maritime > equipment,4
799,,,market,5
800,799.0,market,market > production,3
801,799.0,market,market > share > of > the > largest > generator > in > the > electricity > market,1
802,799.0,market,market > value > of > general > government > gross > debt,1
803,,,marriage,1
804,,,marriages,4
805,,,material,28
806,805.0,material,material > flow > accounts,4
807,805.0,material,material > flows > for > circular > economy > sankey > diagram > data,1
808,805.0,material,material > footprint,1
809,805.0,material,material > footprints,2
810,805.0,material,material > import > dependency,1
811,,,mean,151
812,811.0,mean,mean > age,2
813,811.0,mean,mean > duration > of > commuting > time > one > way > between > work > and > home > by > sex > and > age,1
814,811.0,mean,mean > instruction > hours,11
815,811.0,mean,mean > number > of > deprivation > items > among > the,2
816,,,meat,3
817,,,median,25
818,817.0,median,median > age,3
819,817.0,median,median > hourly > earnings > all > employees > excluding > apprentices > by,5
820,817.0,median,median > number > of > weekly > hours > of,2
821,,,medical,3
822,821.0,medical,medical > intervention > for > an > accident > resulting > in > injury > by > sex > age > and > educational > attainment > level,1
823,821.0,medical,medical > technologies > examinations > by > medical > imaging > techniques > ct > mri > and > pet,1
824,821.0,medical,medical > technology > historical > data,1
825,,,meetings,2
826,,,member,1
827,,,methane,1
828,,,methods,4
829,828.0,methods,methods > for > maintaining > or > increasing > the > competitiveness > in > the > enterprises > as > highly > important > and > not > used > by > nace > rev > 2 > activity > and > size > class,1
830,828.0,methods,methods > stimulating > new > ideas > or > creativity,1
831,828.0,methods,methods > to > find > current > job > by > migration > status > educational > attainment > level > and > type > of > contract,1
832,828.0,methods,methods > used > for > seeking > work > percentage > of > unemployed > who > declared > having > used > a > given > method > by > sex,1
833,,,milk,4
834,,,minimum,1
835,,,mining,1
836,,,mobile,3
837,836.0,mobile,mobile > and > fixed > broadband > internet > prices > by > type > of > offer > least > expensive,1
838,836.0,mobile,mobile > students > from > abroad > enrolled > by > education > level > sex > and,2
839,,,modal,6
840,,,monetary,3
841,840.0,monetary,monetary > supply > and > use > of > wood > in > the > rough,1
842,840.0,monetary,monetary > value > of > e > commerce > sales > by,2
843,,,money,5
844,843.0,money,money > market > interest > rates,4
845,843.0,money,money > supply > and > official > reserves,1
846,,,monthly,8
847,,,mopeds,1
848,,,motivation,3
849,848.0,motivation,motivation > factors > for,2
850,848.0,motivation,motivation > to > introduce > an > environmental > innovation,1
851,,,motor,3
852,,,motorcycles,1
853,,,motorways,1
854,,,multi,6
855,854.0,multi > yearly,multi > yearly > statistics > by > nuts > 2 > regions > nuts,1
856,854.0,multi > yearly,multi > yearly > enterprise > statistics,5
857,,,multiannual,7
858,,,multinational,3
859,,,municipal,4
860,,,mushrooms,1
861,,,national,32
862,861.0,national,national > accounts,2
863,861.0,national,national > civil > servants > in > central > public > administration,1
864,861.0,national,national > expenditure > on > environmental > protection,2
865,861.0,national,national > public > funding > to > transnationally > coordinated > r > d,1
866,861.0,national > road,national > road > traffic > performance > by > type > of > vehicle > and > type > of > road,2
867,,,natura,1
868,,,natural,1
869,,,navigable,1
870,,,need,9
871,,,net,22
872,871.0,net,net > electricity > generation > by > type > of > fuel > monthly > data,1
873,871.0,net,net > enrolment > rates > by > sex > and > education > level,1
874,871.0,net,net > greenhouse > gas > emissions,2
875,871.0,net,net > migration > by > age > and > sex,1
876,871.0,net,net > occupancy > rate > of > bed > places > and > bedrooms > in > hotels > and > similar,5
877,871.0,net,net > social,2
878,871.0,net,net > trade > balance > of > energy > products > of > gdp,1
879,,,new,27
880,879.0,new,new > entrants,3
881,880.0,new > entrants,new > entrants > by > education > level > programme > orientation > sex > and,2
882,880.0,new > entrants,new > entrants > to > isced > 3 > to > 6 > by > age > and > sex,1
883,879.0,new,new > motorcycles > by > engine > size,1
884,879.0,new,new > special > purpose > road > vehicles,1
885,879.0,new,new > trams,1
886,879.0,new,new > zero > emission > vehicles > by > type > of > vehicle > and > type > of > motor > energy,1
887,,,newly,3
888,,,nights,39
889,,,nitrate,1
890,,,nitrogen,2
891,890.0,nitrogen,nitrogen > dioxide > concentrations > in > european > capital > cities > monthly > averages > experimental > statistics,1
892,890.0,nitrogen,nitrogen > trifluoride > and > sulphur > hexafluoride > emission > footprints > nf3 > sf6 > in > co2 > equivalent > figaro > application,1
893,,,nitrous,1
894,,,noise,3
895,,,nominal,9
896,895.0,nominal,nominal > effective > exchange > rate,2
897,,,non,15
898,897.0,non,non > national > workers > by > citizenship > sex > and > economic > activity,1
899,897.0,non,non > innovative > enterprises > by > barrier > against > innovation > activities > level > of > importance > of > the > barrier > nace > rev > 2 > activity > and > size > class,1
900,897.0,non,non > autonomous > pension > funds,1
901,897.0,non,non > fatal > accidents > at > work > by > nace > rev > 2 > activity > and,2
902,897.0,non,non > financial,6
903,902.0,non > financial,non > financial > accounts > for > eu > institutions,1
904,902.0,non > financial,non > financial > corporations > debt > consolidated > of > gdp,1
905,897.0,non,non > household > consumption > volumes > of,2
906,897.0,non,non > performing > loans > of > government,1
907,897.0,non,non > residents > among > all > hospital > discharges,1
908,,,not,5
909,,,notifications,1
910,,,nuclear,1
911,,,nurses,1
912,,,nursing,1
913,,,oats,1
914,,,obesity,1
915,,,obstacles,5
916,915.0,obstacles,obstacles > for > web > sales > by,2
917,915.0,obstacles,obstacles > of > innovative > and > non > innovative > enterprises > as > highly > important > and > not > relevant > by > nace > rev > 2 > activity > and > size > class,1
918,915.0,obstacles,obstacles > to > getting > a > suitable > job > by > migration > status > labour > status > and,2
919,,,occupants,1
920,,,occupied,6
921,,,official,1
922,,,oil,8
923,922.0,oil,oil > and > petroleum > products > import > dependency > by > country > of > origin,1
924,922.0,oil,oil > pipeline,2
925,924.0,oil > pipeline,oil > pipeline > enterprises,1
926,924.0,oil > pipeline,oil > pipeline > transport > measurements > within > the > national > territory > by > transport > coverage > and > energy > products,1
927,922.0,oil,oil > stocks,5
928,,,oilseed,1
929,,,old,1
930,,,olive,6
931,,,olives,1
932,,,orange,3
933,,,organic,16
934,933.0,organic,organic > operators > by > status > of > the > registration > process,2
935,,,organisational,3
936,,,other,22
937,936.0,other,other > changes > in > volume,2
938,936.0,other,other > expenditure > on > social > protection,1
939,936.0,other,other > important > strategic > and > organizational > changes,1
940,936.0,other,other > investment,3
941,936.0,other,other > methods > of > contacting > public > authorities > or > services,1
942,936.0,other,other > types > of > childcare > by > age > group > and > duration > over > the > population > of > each > age > group > eu > silc > survey,1
943,,,out,4
944,943.0,out > of,out > of > pocket > expenditure > on > healthcare,1
945,943.0,out > of,out > of > school > rate,3
946,,,outgoing,5
947,,,output,2
948,947.0,output > of,output > of > forestry > by > type,1
949,947.0,output > of,output > of > the > agricultural > industry > basic > and > producer > prices,1
950,,,outward,5
951,950.0,outward,outward > fats,4
952,950.0,outward,outward > fdi > stocks > in > of > gdp,1
953,,,over,3
954,,,overall,10
955,954.0,overall,overall > employment > growth,1
956,954.0,overall,overall > perceived > social > support > by,5
957,,,overcrowding,19
958,,,owner,5
959,958.0,owner > occupied,owner > occupied > dwellings > by > type > and > year > of > construction > of > the > building,1
960,958.0,owner > occupied,owner > occupied > housing > price > index,4
961,,,ownership,1
962,,,package,1
963,,,packaging,1
964,,,parents,2
965,964.0,parents,parents > educational > attainment > level,1
966,964.0,parents,parents > spending > enough > time > with > children > living > with > them,1
967,,,part,10
968,,,participants,16
969,968.0,participants,participants > in > cvt > courses > by,12
970,968.0,participants,participants > studying,4
971,,,participation,96
972,971.0,participation > in,participation > in > activities > of > churches > or > other > religious > organisations > by > level > of > disability > activity > limitation > sex > and > age,1
973,971.0,participation > in,participation > in > tourism > for > personal > purposes > of > total > population,1
974,971.0,participation > of,participation > of > employed > persons > in > non > formal > education > and > training,4
975,971.0,participation > of,participation > of > foreign > students > in > tertiary > education > isced > by > field > of > education,1
976,,,passenger,15
977,976.0,passenger,passenger > air > transport > over > national > territory > including > territorial > sea > million > passenger > km,1
978,,,passengers,31
979,978.0,passengers,passengers > in > accompanied > passenger > car > railway > transport > by > type > of > transport,1
980,978.0,passengers > transported,passengers > transported > detailed > reporting > only > quarterly > data,1
981,978.0,passengers > transported,passengers > transported > by > type > of > train > speed,1
982,,,patent,13
983,,,patents,2
984,983.0,patents,patents > and > other > protection > methods,1
985,983.0,patents,patents > related > to > recycling > and > secondary > raw > materials,1
986,,,peach,3
987,,,pending,4
988,,,pensions,1
989,,,people,28
990,989.0,people,people > declaring > physical > pain > or > physical > discomfort > by > sex > age > and > educational > attainment > level,1
991,,,perceived,2
992,991.0,perceived,perceived > barriers > to > buying > ordering > over > the > internet > until,1
993,991.0,perceived,perceived > independence > of > the > justice > system,1
994,,,percentage,42
995,994.0,percentage,percentage > change,2
996,995.0,percentage > change,percentage > change > compared > to > corresponding > period > of > the > previous > year > in > nights > spent > at > tourist > accommodation > establishments > by > residents > non > residents > monthly > data,1
997,995.0,percentage > change,percentage > change > of > value > added > by > ict > sector > at > current > prices,1
998,994.0,percentage > of,percentage > of > households > having > internet > access > at > home,1
999,994.0,percentage > of,percentage > of > threatened > species,1
1000,,,perception,5
1001,1000.0,perception,perception > of,4
1002,1001.0,perception > of,perception > of > discrimination > in > cities,1
1003,1001.0,perception > of,perception > of > ever > working > women > as > victims > non > victims > of > sexual > harassment > at > work > by > commonness > of > harassment,1
1004,1001.0,perception > of,perception > of > the > changes > between > and > by > type > of > enterprise > and > nace > rev > 2,1
1005,1001.0,perception > of,perception > of > women > as > victims > non > victims > of > intimate > partner > violence > by > commonness > of > this > violence > against > women,1
1006,1000.0,perception,perception > survey > results,1
1007,,,perfluorocarbon,1
1008,,,performing,9
1009,,,peri,2
1010,,,permanency,2
1011,,,permanent,9
1012,,,permits,1
1013,,,persistent,6
1014,,,person,1
1015,,,personal,1
1016,,,personnel,1
1017,,,persons,363
1018,1017.0,persons,persons > attending > live > sport > events > in > the > last > 12 > months > by > sex > and,2
1019,1017.0,persons,persons > brought > before > criminal > courts > by > legal > status > of > the > court > process,1
1020,1017.0,persons > by,persons > by > risk > of > poverty > material > deprivation > work > intensity > of > the > household,9
1021,1017.0,persons > by,persons > by > sex > age > household > type > income > group > degree > of > urbanisation > and > main > reason > for > not > meeting > needs > for > formal > education,1
1022,1017.0,persons > by,persons > by > type > of > building > and > nuts > 3 > regions,1
1023,1017.0,persons,persons > communicating > via > social > media > by,2
1024,1017.0,persons,persons > eating > fruit > vegetables > or > salad > by > educational > attainment > level > risk > of > poverty > threshold > most > frequent > activity > status > and > sex,1
1025,1017.0,persons,persons > eligible > to > vote > in > the > european > parliament > elections > by > category > of > voters > dedicated > data > collection,1
1026,1017.0,persons > employed,persons > employed > in,8
1027,1017.0,persons > employed,persons > employed > part > time > total,1
1028,1017.0,persons > having,persons > having > no > issue > when > using > a > website > or > app > of > public > authorities > by > level > of > disability > activity > limitation,1
1029,1017.0,persons > in,persons > in > employment,30
1030,1017.0,persons > in,persons > in > formal > education > by > sex > age > income > group > and > contributor,1
1031,1017.0,persons,persons > involved > in,2
1032,1017.0,persons,persons > killed > in > road > accidents,4
1033,1017.0,persons,persons > making > weekly > use > of > childcare > services > for > their > youngest > child > 1 > 000,1
1034,1017.0,persons > not,persons > not > having > indoor > flushing > toilet > for > the > sole > use > of > their > household > by > level > of > disability > activity > limitation > sex > and > age,1
1035,1017.0,persons,persons > owning > real > estate > other > than > main > residence > by,2
1036,1017.0,persons > paying,persons > paying > professional > homecare > services > by > household > type > income > group > and > level > of > difficulty > to > pay > professional > homecare > services,1
1037,1017.0,persons > paying,persons > paying > tuition > fees > by > sex > age > income > group > and > cost > of > tuition,1
1038,1017.0,persons,persons > practicing > artistic > activities > by,2
1039,1017.0,persons,persons > reading,9
1040,1017.0,persons,persons > subject,3
1041,1040.0,persons > subject,persons > subject > of > asylum > applications > pending > at > the > end > of > the > month,2
1042,1040.0,persons > subject,persons > subject > to > immigration > law > enforcement > per > thousand > persons,1
1043,1017.0,persons,persons > taking > care > of > other > children > or > persons > in > need > of > care > 1 > 000,1
1044,1017.0,persons > using,persons > using > health > care > services > by > household > type > income > group > and > level > of > difficulty > to > afford > care > services,1
1045,1017.0,persons > using,persons > using > or > not > professional > homecare > services > by > household > type > income > group > degree > of > urbanisation > and > reason > for > not > using > professional > homecare > services,1
1046,1017.0,persons > using,persons > using > professional > homecare > services > by > household > type > income > group,2
1047,1017.0,persons > using,persons > using > the > internet,11
1048,1017.0,persons,persons > visiting > a > doctor > in > the > last > 12 > months > by,3
1049,1017.0,persons > who,persons > who > cannot > afford,18
1050,1017.0,persons > who,persons > who > receive > a > pension,2
1051,1017.0,persons > who,persons > who > stopped > work > to > care > for > their > youngest > child > aged > less > than > eight > by > duration > of > absence > 1 > 000,1
1052,1017.0,persons > who,persons > who > took > parental > leave > to > care > for > their > youngest > child > aged > less > than > eight > by > duration > of > parental > leave > 1 > 000,1
1053,1017.0,persons > with,persons > with > ict > education > by > labour > status,1
1054,1017.0,persons > with,persons > with > disabilities > by > sex,27
1055,1017.0,persons > with,persons > with > loans,5
1056,1017.0,persons > with,persons > with > low > level > of > expenditure > by > risk > of > income > poverty > material > deprivation > and > work > intensity > experimental > statistics,1
1057,1017.0,persons,persons > working > as > creative > and > performing > artists > authors > journalists > and > linguists,2
1058,,,pesticide,3
1059,,,phosphate,1
1060,,,physical,4
1061,1060.0,physical,physical > and,2
1062,1061.0,physical > and,physical > and > sensory > functional > limitations > by > sex > age > and > educational > attainment > level,1
1063,1061.0,physical > and,physical > and > sexual > violence > to > women > by > age > group > data,1
1064,1060.0,physical,physical > energy > flow > accounts > totals > bridging > to > energy > balances > totals,1
1065,1060.0,physical,physical > supply > and > use > of > wood > in > the > rough > over > bark,1
1066,,,physicians,4
1067,,,pig,2
1068,1067.0,pig,pig > population > annual > data,1
1069,1067.0,pig,pig > types > by > utilised > agricultural > area > size > classes > of > livestock > and > nuts > 2 > regions,1
1070,,,pigs,7
1071,,,plants,1
1072,,,police,3
1073,1072.0,police,police > officers,1
1074,1072.0,police,police > recorded > offences > by,2
1075,,,pollution,3
1076,,,population,221
1077,1076.0,population,population > as > a > percentage > of > eu27 > from > population,1
1078,1076.0,population > by,population > by > will > to > participate > in > education > and > training,1
1079,1076.0,population,population > connected > to,5
1080,1076.0,population,population > covered > by > the > covenant > of > mayors > for > climate > energy > signatories,1
1081,1076.0,population,population > having > neither > a > bath > nor > a > shower > nor > indoor > flushing > toilet > in > their > household > by > poverty > status,1
1082,1076.0,population > in,population > in > jobless > households,1
1083,1076.0,population > in,population > in > tertiary > education > by > sex > age > educational > attainment > level > and > work > experience > while > studying,1
1084,1076.0,population,population > living > in > households > considering > that > they > suffer > from > noise > by > poverty > status,1
1085,1076.0,population,population > reporting > occurrence > of > crime > violence > or > vandalism > in > their > area > by > poverty > status,1
1086,1076.0,population,population > served > by > municipal > waste,1
1087,1076.0,population,population > unable > to > keep > home > adequately > warm > by > poverty > status,1
1088,1076.0,population,population > wanting > to > participate > in > education > and > training > by,6
1089,1076.0,population > with,population > with > ukrainian > citizenship > by,7
1090,1076.0,population > with,population > with > childcare > responsibilities > by > use > of > childcare > services > and,7
1091,1076.0,population > with,population > with > confidence > in > eu > institutions > by > institution,1
1092,1076.0,population > with,population > with > medium > educational > attainment > not > in > formal > education > who,2
1093,1076.0,population > with,population > with > the > highest > level > of > education > obtained > abroad > by,3
1094,1076.0,population,population > without > the > citizenship > of > the > reporting > country,1
1095,,,portfolio,4
1096,,,positions,1
1097,,,positive,1
1098,,,potatoes,2
1099,,,potential,1
1100,,,poultry,8
1101,,,poverty,3
1102,,,powdered,1
1103,,,power,1
1104,,,practice,1
1105,,,practising,2
1106,1105.0,practising,practising > dentists,1
1107,1105.0,practising,practising > physicians,1
1108,,,precarious,2
1109,,,preliminary,4
1110,,,premature,1
1111,,,prevalence,8
1112,,,preventive,1
1113,,,previous,1
1114,,,price,8
1115,1114.0,price,price > and > volume > convergence > between > eu > member > states,1
1116,1114.0,price,price > indices > of,7
1117,,,prices,1
1118,,,primary,3
1119,1118.0,primary,primary > energy,2
1120,1118.0,primary,primary > income > of > private > households > by > nuts > 2 > regions,1
1121,,,prison,2
1122,,,prisoners,4
1123,,,privacy,2
1124,,,private,29
1125,1124.0,private,private > educational > expenditure > by > education > level > programme > orientation > type > of > source > and > expenditure > category,1
1126,1124.0,private,private > households > by,6
1127,1124.0,private,private > housholds > by > composition > and > type > of > housing,1
1128,1124.0,private,private > sector,20
1129,,,problems,2
1130,1129.0,problems,problems > encountered > by > individuals > when > buying > ordering > over > the > internet > until,1
1131,1129.0,problems,problems > experienced > when > using > e > government > websites,1
1132,,,processors,2
1133,,,producer,12
1134,,,product,10
1135,,,production,46
1136,1135.0,production > and,production > and > consumption > of > chemicals > by > hazard > class,1
1137,1135.0,production > and,production > and > utilization > of > milk > on > the > farm > annual > data,1
1138,1135.0,production,production > from > aquaculture > excluding > hatcheries > and > nurseries > from > onwards,1
1139,1135.0,production > of,production > of > butter,1
1140,1135.0,production > of,production > of > electricity > and,2
1141,1135.0,production > of,production > of > environmental > protection > services > of,3
1142,1135.0,production > of,production > of > fish > eggs > for > human > consumption > from > aquaculture > from > onwards,1
1143,1135.0,production > of,production > of > hatcheries > and > nurseries > at,2
1144,,,profit,1
1145,,,projected,6
1146,1145.0,projected,projected > old > age > dependency > ratio,1
1147,,,proportion,14
1148,1147.0,proportion > of,proportion > of > fish > stocks > sustainably > exploited,1
1149,1147.0,proportion > of,proportion > of > population,3
1150,,,protected,2
1151,,,protective,1
1152,,,psychological,2
1153,,,public,11
1154,1153.0,public,public > funding,3
1155,1153.0,public,public > sector > procurement > and > innovation > in > the > enterprises > by > nace > rev > 2 > activity > and > size > class,1
1156,,,pulp,1
1157,,,pupil,1
1158,,,pupils,39
1159,,,purchase,4
1160,,,purchases,1
1161,,,purchasing,5
1162,,,quality,1
1163,,,quarterly,4
1164,1163.0,quarterly,quarterly > population > by > sex > age > degree > of > urbanisation > and > labour > status > 1 > 000,1
1165,,,r,11
1166,,,rail,12
1167,,,railway,6
1168,1167.0,railway,railway > enterprises > by > type > of > enterprise,1
1169,1167.0,railway,railway > transport,3
1170,,,ranking,2
1171,,,rape,1
1172,,,ratio,5
1173,1172.0,ratio > of,ratio > of > pupils,2
1174,1172.0,ratio > of,ratio > of > young > people > in > the > total > population > on > 1 > january > by > sex > and > age,1
1175,,,raw,1
1176,,,real,9
1177,1176.0,real,real > gdp,2
1178,1176.0,real,real > labour > productivity,2
1179,1176.0,real,real > effective > exchange > rate,4
1180,1176.0,real,real > growth > rate > of > regional > gross > value > added > gva > at > basic > prices > by > nuts > 2 > regions,1
1181,,,realised,1
1182,,,reasons,4
1183,1182.0,reasons > for,reasons > for > not > submitting > completed > forms > to > public > authorities > websites,1
1184,,,receipts,2
1185,1184.0,receipts > by,receipts > by > sector > of > origin,1
1186,1184.0,receipts > by,receipts > by > type,1
1187,,,recent,4
1188,1187.0,recent,recent > immigrants > by > sex > age > and,2
1189,1187.0,recent,recent > job,2
1190,,,recognised,1
1191,,,recovery,1
1192,,,recycling,7
1193,1192.0,recycling,recycling > of > batteries > and > accumulators,1
1194,,,regional,10
1195,,,registered,4
1196,,,relative,21
1197,1196.0,relative,relative > incidence > rate > of > accidental > injuries > at > work > by,6
1198,1196.0,relative,relative > median,7
1199,1196.0,relative,relative > poverty,3
1200,,,remote,2
1201,,,remuneration,1
1202,,,renewable,4
1203,1202.0,renewable,renewable > cooling,2
1204,1202.0,renewable,renewable > freshwater > resources,2
1205,,,research,4
1206,,,researchers,4
1207,1206.0,researchers,researchers > by > sector > of > performance,2
1208,1206.0,researchers,researchers > in > the > higher > education > sector > by > seniority > category,1
1209,1206.0,researchers,researchers > all > sectors > by > nuts > 2 > regions,1
1210,,,resettled,5
1211,,,residential,1
1212,,,residents,1
1213,,,resource,1
1214,,,retail,14
1215,,,return,1
1216,,,returns,1
1217,,,revaluation,2
1218,,,revenues,2
1219,,,road,40
1220,1219.0,road,road > accidents,2
1221,1219.0,road,road > infrastructure > lenght > of > road > network,1
1222,1219.0,road,road > motor > vehicle > traffic > performance > by > traffic > and > registration > location > and > type > of > vehicle,1
1223,1219.0,road,road > tractors > by > type > of > motor > energy,2
1224,1219.0,road,road > rail > and > navigable > inland > waterways > networks > by > nuts > 2 > regions,1
1225,,,root,2
1226,,,roundwood,3
1227,,,rye,1
1228,,,sbs,6
1229,1228.0,sbs,sbs > data > by > nuts > 2 > regions,2
1230,1228.0,sbs,sbs > variables > by,4
1231,,,safety,1
1232,,,sales,3
1233,1232.0,sales,sales > and > collection > of > portable > batteries > and > accumulators,1
1234,1232.0,sales,sales > area > for > retail > stores > in > square > meters > nace > rev > 1 > 1 > g52,1
1235,1232.0,sales,sales > of > pesticides > by > type > of > pesticide,1
1236,,,same,2
1237,,,satisfaction,4
1238,,,savings,2
1239,,,sawnwood,2
1240,,,school,1
1241,,,sea,1
1242,,,search,3
1243,,,seat,3
1244,,,seats,2
1245,1244.0,seats,seats > berths > in > motor > coaches > buses > and > trolley > buses,1
1246,1244.0,seats,seats > held > by > women > in > national > parliaments > and > governments,1
1247,,,secondary,4
1248,1247.0,secondary,secondary > energy > production > transformation,1
1249,,,sector,1
1250,,,security,5
1251,1250.0,security,security > related > problems > experienced > when > using > the > internet,1
1252,,,self,110
1253,1252.0,self,self > defined > health > status > by > age > and > income > quantile > echp > survey,1
1254,1252.0,self,self > declared > over > qualified > employees > as > percentage > of > the > total > employees > by > sex > age > migration > status > and > educational > attainment > level,1
1255,1252.0,self,self > propelled > vessels,2
1256,1252.0,self > reported,self > reported > vaccination > against > influenza > by > sex > age > and,4
1257,1252.0,self,self > studying > with > printed > materials > participants > by,2
1258,,,selling,19
1259,,,semi,2
1260,,,sensitivity,1
1261,,,sentiment,1
1262,,,service,5
1263,,,services,9
1264,1263.0,services,services > monthly > data,1
1265,1263.0,services,services > quarterly > data,1
1266,1263.0,services,services > trade > by,4
1267,1263.0,services,services > turnover > index > calendar > adjusted,1
1268,,,settlement,2
1269,,,severe,31
1270,1269.0,severe,severe > difficulties > in > personal > care > activities > or > household > activities > by,2
1271,,,severely,1
1272,,,severity,10
1273,,,sewage,2
1274,,,share,65
1275,1274.0,share,share > for > transmission > and > distribution > in > the > network > cost > for > gas > and > electricity > annual > data,1
1276,1274.0,share,share > of,64
1277,1276.0,share > of,share > of > european,2
1278,1276.0,share > of,share > of > gbaord > allocated > to > defence > and > total > civil > socio > economic > objectives,1
1279,1276.0,share > of,share > of > gbard > in > total > general > government > expenditure,1
1280,1276.0,share > of,share > of > r > d > personnel > and > researchers > in > total > active > population > and > employment > by > sector > of > performance > and > sex,1
