code,domain
ilc_scp03$dv_552,Living Well
ilc_scp06$dv_2742,Living Well
ilc_scp07$dv_1064,Living Well
ilc_scp10$dv_2744,Living Well
ilc_scp12$dv_2746,Living Well
ilc_scp15$dv_433,Living Well
ilc_scp17$dv_434,Living Well
ilc_scp19$dv_312,Living Well
ilc_scp19$dv_313,Living Well
ilc_scp20$dv_2747,Living Well
ilc_scp21$dv_436,Living Well
ilc_scp22$dv_2441,Living Well
ilc_scp31$dv_2383,Living Well
ilc_scp33$dv_2541,Living Well
ilc_scp34$dv_2542,Living Well
ilc_scp37$dv_2543,Living Well
ilc_scp38$dv_2388,Living Well
ilc_scp38$dv_2544,Living Well
ilc_scp39$dv_2548,Living Well
ilc_scp40$dv_2549,Living Well
ipr_da_gdp,Tech & Innovation
ipr_da_pop,Tech & Innovation
ipr_da_tot,Tech & Innovation
ipr_da_typ,Tech & Innovation
ipr_dfa_tot,Tech & Innovation
ipr_dr_tot,Tech & Innovation
ipr_ta_gdp,Tech & Innovation
ipr_ta_ntr,Tech & Innovation
ipr_ta_pop,Tech & Innovation
ipr_ta_tot,Tech & Innovation
ipr_ta_typ,Tech & Innovation
irt_h_cgby_a,Money & Markets
irt_h_cgby_m,Money & Markets
irt_h_cgby_q,Money & Markets
irt_h_ddmr_a,Money & Markets
irt_h_ddmr_q,Money & Markets
irt_h_euryld_a,Money & Markets
irt_h_mr3_a,Money & Markets
irt_h_mr3_q,Money & Markets
irt_lt_gby10_a,Money & Markets
irt_lt_gby10_m,Money & Markets
irt_lt_mcby_a,Money & Markets
irt_lt_mcby_q,Money & Markets
irt_st_a,Money & Markets
isoc_bde15ag,Tech & Innovation
isoc_bde15ap,Tech & Innovation
isoc_cbs,Tech & Innovation
isoc_ci_ac_i$dv_1043,Tech & Innovation
isoc_ci_ac_i$dv_1122,Tech & Innovation
isoc_ci_cm_h$dv_507,Tech & Innovation
isoc_ci_in_h$dv_512,Tech & Innovation
isoc_cisci_f$dv_536,Tech & Innovation
isoc_r_cux_i,Tech & Innovation
isoc_sk_cskl_i$dv_266,Tech & Innovation
isoc_sk_dskl_i$dv_317,Tech & Innovation
isoc_sk_oja2,Tech & Innovation
isoc_ski_itsex,Tech & Innovation
isoc_sks_itspa,Tech & Innovation
isoc_sks_itspa$dv_1847,Tech & Innovation
isoc_sks_itsps,Tech & Innovation
isoc_sks_itsps$dv_1846,Tech & Innovation
isoc_sks_itspt,Tech & Innovation
iss_18bfbck,Money & Markets
iss_18bfmmag,Money & Markets
iss_18bfmove,Money & Markets
iss_18sojobn,Money & Markets
iss_21covt,Money & Markets
iss_21gvcba,Money & Markets
iss_21gvcms,Money & Markets
iss_21gvcsa,Money & Markets
iss_21sopref,Money & Markets
iss_stat,Money & Markets
iww_ac_nbac,Transports
iww_ec_employ,Transports
iww_ec_empsex,Transports
iww_ec_ent_c,Transports
iww_ec_ent_n,Transports
iww_ec_invest,Transports
iww_eq_age_loa,Transports
iww_eq_power_lo,Transports
iww_go_actygo07,Transports
iww_if_hordim,Transports
iww_if_infrastr,Transports
iww_tf_vetf,Transports
lan_lcv_arti,Environment & Natural Resources and Production
lan_settl,Environment & Natural Resources and Production
lc_lci_r1_cow,Money & Markets
lc_lci_r2_cow,Money & Markets
lfsa_eppgai$dv_577,"People, Work & Living Conditions"
lfsa_ergaed$dv_319,"People, Work & Living Conditions"
lfsa_ewpeve$dv_604,"People, Work & Living Conditions"
lfsa_ewpnig$dv_605,"People, Work & Living Conditions"
lfsa_ewpsat$dv_606,"People, Work & Living Conditions"
lfsa_ewpsun$dv_607,"People, Work & Living Conditions"
lfsa_ipga$dv_610,"People, Work & Living Conditions"
lfsa_qoe_3a2$dv_608,"People, Work & Living Conditions"
lfsa_urgaed$dv_611,"People, Work & Living Conditions"
lfsi_dwl_a,"People, Work & Living Conditions"
lfsi_jhh_a,"People, Work & Living Conditions"
lfsi_long_e08,"People, Work & Living Conditions"
lfsi_long_e09,"People, Work & Living Conditions"
lfso_06finiagps,"People, Work & Living Conditions"
lfso_10fvaredu$dv_609,"People, Work & Living Conditions"
lfso_12agepens,"People, Work & Living Conditions"
lfso_12earlyret,"People, Work & Living Conditions"
lfso_12penstyp,"People, Work & Living Conditions"
lfso_12reduchrs,"People, Work & Living Conditions"
lfso_12worklong,"People, Work & Living Conditions"
lfso_14loq$dv_615,"People, Work & Living Conditions"
lfso_17seworg,"People, Work & Living Conditions"
lfst_dpw_01,"People, Work & Living Conditions"
lfst_dpw_02,"People, Work & Living Conditions"
lfst_dpw_03,"People, Work & Living Conditions"
lfst_dpw_04,"People, Work & Living Conditions"
lfst_dpw_05,"People, Work & Living Conditions"
lfst_dpw_06,"People, Work & Living Conditions"
lfst_dpw_07,"People, Work & Living Conditions"
lfst_dpw_08,"People, Work & Living Conditions"
lfst_dpw_09,"People, Work & Living Conditions"
lfst_dpw_10,"People, Work & Living Conditions"
lfst_dpw_11,"People, Work & Living Conditions"
lfst_hheredch$dv_2683,"People, Work & Living Conditions"
lfst_hhwahchi$dv_1872,"People, Work & Living Conditions"
lfst_r_edatd_16,"People, Work & Living Conditions"
lfst_r_edatd_22,"People, Work & Living Conditions"
lfst_r_lmdgeg,"People, Work & Living Conditions"
lfst_r_lmdltu,"People, Work & Living Conditions"
mar_mg_aa_cwh,Transports
mar_mg_aa_pwhd,Transports
mar_mg_am_cvh,Transports
mar_mg_am_cwt,Transports
mar_mg_am_pvh,Transports
mar_mp_aa_cph,Transports
mar_mp_aa_pphd,Transports
mar_mp_am_cft,Transports
mar_pa_qm_me,Transports
mar_pa_qm_mt,Transports
mar_qg_qm_cwh,Transports
mar_qg_qm_ewhd,Transports
mar_qg_qm_ewhg,Transports
mar_qg_qm_ewhk,Transports
mar_qg_qm_ewht,Transports
mar_qg_qm_pvh,Transports
mar_qg_qm_pwh,Transports
mar_qg_qm_pwhc,Transports
mar_qg_qm_pwhl,Transports
mar_qg_qm_pwhr,Transports
mar_sg_am_cv,Transports
mar_sg_am_cwd,Transports
mar_sg_am_ewx,Transports
mar_sg_am_pwb,Transports
mar_sg_am_pwc,Transports
mar_sg_am_pwl,Transports
mar_sg_am_pwr,Transports
mar_tp_go,Transports
mar_tp_pa,Transports
mar_tp_sss,Transports
mar_v_est,Transports
med_ag1,Environment & Natural Resources and Production
med_ag2,Environment & Natural Resources and Production
med_ag31,Environment & Natural Resources and Production
med_ag32,Environment & Natural Resources and Production
med_ag33,Environment & Natural Resources and Production
med_ag34,Environment & Natural Resources and Production
med_ag41,Environment & Natural Resources and Production
med_ag42,Environment & Natural Resources and Production
med_ag50,Environment & Natural Resources and Production
med_ag51,Environment & Natural Resources and Production
med_air1,Transports
med_air2,Transports
med_air3,Transports
med_air4,Transports
med_air5,Transports
med_ec0,Money & Markets
med_ec1,Money & Markets
med_ec2,Money & Markets
med_ec3,Money & Markets
med_ec4,Money & Markets
med_ec5,Money & Markets
med_ec6,Money & Markets
med_ec7,Money & Markets
med_ec8,Money & Markets
med_ec9,Money & Markets
med_eg10,Environment & Natural Resources and Production
med_eg20,Environment & Natural Resources and Production
med_eg30,Environment & Natural Resources and Production
med_eg_all,Environment & Natural Resources and Production
med_en1,Environment & Natural Resources and Production
med_en2,Environment & Natural Resources and Production
med_en21,Environment & Natural Resources and Production
med_en22,Environment & Natural Resources and Production
med_en23,Environment & Natural Resources and Production
med_en24,Environment & Natural Resources and Production
med_en25,Environment & Natural Resources and Production
med_en3,Environment & Natural Resources and Production
med_en41,Environment & Natural Resources and Production
med_en42,Environment & Natural Resources and Production
med_en43,Environment & Natural Resources and Production
med_en44,Environment & Natural Resources and Production
med_en46,Environment & Natural Resources and Production
med_en47,Environment & Natural Resources and Production
med_en51,Environment & Natural Resources and Production
med_en52,Environment & Natural Resources and Production
med_en53,Environment & Natural Resources and Production
med_en61,Environment & Natural Resources and Production
med_en62,Environment & Natural Resources and Production
med_en63,Environment & Natural Resources and Production
med_ma1,Transports
med_ma2,Transports
med_ma3,Transports
med_ma4,Transports
med_ma5,Transports
med_ma6,Transports
med_ma7,Transports
med_ps111,"People, Work & Living Conditions"
med_ps112,"People, Work & Living Conditions"
med_ps115,"People, Work & Living Conditions"
med_ps12,"People, Work & Living Conditions"
med_ps21,"People, Work & Living Conditions"
med_ps22,"People, Work & Living Conditions"
med_ps23,"People, Work & Living Conditions"
med_ps24,"People, Work & Living Conditions"
med_ps25,"People, Work & Living Conditions"
med_ps26,"People, Work & Living Conditions"
med_ps311,"People, Work & Living Conditions"
med_ps312,"People, Work & Living Conditions"
med_ps313,"People, Work & Living Conditions"
med_ps32,"People, Work & Living Conditions"
med_ps33,"People, Work & Living Conditions"
med_ps411,"People, Work & Living Conditions"
med_ps412,"People, Work & Living Conditions"
med_ps413,"People, Work & Living Conditions"
med_ps414,"People, Work & Living Conditions"
med_ps421,"People, Work & Living Conditions"
med_ps422,"People, Work & Living Conditions"
med_ps423,"People, Work & Living Conditions"
med_ps43,"People, Work & Living Conditions"
med_ra1,Transports
med_ra2,Transports
med_ra3,Transports
med_ra4,Transports
med_ra5,Transports
med_rd1,Transports
med_rd2,Transports
med_rd3,Transports
med_rd4,Transports
med_rd5,Transports
med_rd6,Transports
med_rd7,Transports
med_to11,Living Well
med_to12,Living Well
med_to13,Living Well
med_to21,Living Well
med_to22,Living Well
met_d3dens,"People, Work & Living Conditions"
met_ipr_da,Tech & Innovation
met_ipr_dapop,Tech & Innovation
met_ipr_dfa,Tech & Innovation
met_ipr_dfapop,Tech & Innovation
met_ipr_dr,Tech & Innovation
migr_asyaccm$dv_961,"People, Work & Living Conditions"
migr_asyapp1mp,"People, Work & Living Conditions"
migr_asyapp1pc,"People, Work & Living Conditions"
migr_asyapp1up,"People, Work & Living Conditions"
migr_asyappctza$dv_618,"People, Work & Living Conditions"
migr_asydec1p,"People, Work & Living Conditions"
migr_asydec1pc,"People, Work & Living Conditions"
migr_asydecfp,"People, Work & Living Conditions"
migr_asymrca,"People, Work & Living Conditions"
migr_asypenctzm$dv_723,"People, Work & Living Conditions"
migr_asyresa$dv_629,"People, Work & Living Conditions"
migr_asytpfa$dv_1381,"People, Work & Living Conditions"
migr_asytpfm$dv_1383,"People, Work & Living Conditions"
migr_asytpfpop,"People, Work & Living Conditions"
migr_asytpfq$dv_1382,"People, Work & Living Conditions"
migr_asytpsm$dv_1384,"People, Work & Living Conditions"
migr_asytpspop,"People, Work & Living Conditions"
migr_asywitha$dv_1021,"People, Work & Living Conditions"
migr_eilpop,"People, Work & Living Conditions"
migr_eilretpc,"People, Work & Living Conditions"
migr_eiord$dv_1261,"People, Work & Living Conditions"
migr_eirtn$dv_1241,"People, Work & Living Conditions"
migr_emi5nxt,"People, Work & Living Conditions"
migr_imm12prv,"People, Work & Living Conditions"
migr_reschst$dv_1285,"People, Work & Living Conditions"
migr_resfpc,"People, Work & Living Conditions"
migr_reslas$dv_1283,"People, Work & Living Conditions"
migr_resltra$dv_1284,"People, Work & Living Conditions"
migr_respop,"People, Work & Living Conditions"
migr_resspc,"People, Work & Living Conditions"
nama_10_fte,"People, Work & Living Conditions"
nama_10_pp,"People, Work & Living Conditions"
nama_10r_3empers$dv_1564,"People, Work & Living Conditions"
nama_10r_3gdp$dv_1562,"People, Work & Living Conditions"
nama_10r_3gva$dv_1563,"People, Work & Living Conditions"
nrg_125m,Environment & Natural Resources and Production
nrg_135m,Environment & Natural Resources and Production
nrg_bal_s$dv_650,Environment & Natural Resources and Production
nrg_chdd_a,Environment & Natural Resources and Production
nrg_d_sercv,Environment & Natural Resources and Production
nrg_dhdc_c,Environment & Natural Resources and Production
nrg_dhdc_e,Environment & Natural Resources and Production
nrg_dhdc_n,Environment & Natural Resources and Production
nrg_ind_di,Environment & Natural Resources and Production
nrg_ind_ep,Environment & Natural Resources and Production
nrg_ind_esr,Environment & Natural Resources and Production
nrg_ind_ffgae,Environment & Natural Resources and Production
nrg_ind_id3cf,Environment & Natural Resources and Production
nrg_ind_idogas,Environment & Natural Resources and Production
nrg_ind_ren,Environment & Natural Resources and Production
nrg_inf_stcs,Environment & Natural Resources and Production
nrg_pc_202_v,Environment & Natural Resources and Production
nrg_pc_203_v,Environment & Natural Resources and Production
nrg_pc_204_v,Environment & Natural Resources and Production
nrg_pc_205_v,Environment & Natural Resources and Production
nrg_pc_206,Environment & Natural Resources and Production
orch_grapes3,Environment & Natural Resources and Production
orch_olives1,Environment & Natural Resources and Production
orch_olives2,Environment & Natural Resources and Production
orch_olives3,Environment & Natural Resources and Production
orch_total,Environment & Natural Resources and Production
org_aprod_h,Environment & Natural Resources and Production
org_aqtspec,Environment & Natural Resources and Production
org_cpreact_h,Environment & Natural Resources and Production
org_cropar_h2,Environment & Natural Resources and Production
pipe_ec_employ,Environment & Natural Resources and Production
pipe_ec_ent,Environment & Natural Resources and Production
pipe_ec_invest,Environment & Natural Resources and Production
pipe_if_capac,Environment & Natural Resources and Production
pipe_if_lenght,Environment & Natural Resources and Production
prc_colc_ext,Money & Markets
prc_colc_nat,Money & Markets
prc_colc_pppnat,Money & Markets
prc_colc_ppptot,Money & Markets
prc_colc_surf,Money & Markets
prc_colc_tot,Money & Markets
prc_hicp_cow,Money & Markets
prc_hpi_hsna,Money & Markets
prc_hpi_hsva,Money & Markets
prc_hpi_inw,Money & Markets
prc_ppp_conv,Money & Markets
prc_rem_avg,Money & Markets
prc_rem_cs,Money & Markets
prc_rem_gdp,Money & Markets
prc_rem_idx,Money & Markets
prc_rem_nr,Money & Markets
qoe_ewcs_1c3,"People, Work & Living Conditions"
qoe_ewcs_3c3,"People, Work & Living Conditions"
qoe_ewcs_4a5,"People, Work & Living Conditions"
qoe_ewcs_6_1,"People, Work & Living Conditions"
qoe_ewcs_6_3,"People, Work & Living Conditions"
qoe_ewcs_6_4,"People, Work & Living Conditions"
qoe_ewcs_6_5,"People, Work & Living Conditions"
qoe_ewcs_6_6,"People, Work & Living Conditions"
qoe_ewcs_7a1,"People, Work & Living Conditions"
qoe_ewcs_7a2,"People, Work & Living Conditions"
qoe_ewcs_7a3,"People, Work & Living Conditions"
qoe_ewcs_7b1,"People, Work & Living Conditions"
qoe_ewcs_7b2,"People, Work & Living Conditions"
qoe_ewcs_7b3,"People, Work & Living Conditions"
qoe_ewcs_7b4,"People, Work & Living Conditions"
qoe_ewcs_7b5,"People, Work & Living Conditions"
rail_ac_catnmbr,Transports
rail_ac_dnggood,Transports
rail_ec_emplo_s,Transports
rail_ec_ent,Transports
rail_ec_expend,Transports
rail_eq_pa_csb,Transports
rail_eq_pa_cty,Transports
rail_eq_pa_nca,Transports
rail_eq_pa_nty,Transports
rail_eq_trset,Transports
rail_eq_vans,Transports
rail_go_consgmt,Transports
rail_go_quartal,Transports
rail_go_total,Transports
rail_if_line_sp,Transports
rail_if_lvlcros,Transports
rail_if_tracks,Transports
rail_if_traff,Transports
rail_pa_nbcar,Transports
rail_pa_nbpass,Transports
rail_pa_speed,Transports
rail_pa_total,Transports
rail_tf_hauseat,Transports
rail_tf_hautkmo,Transports
rail_tf_ns10_at,Transports
rail_tf_ns10_be,Transports
rail_tf_ns10_bg,Transports
rail_tf_ns10_dk,Transports
rail_tf_ns10_ee,Transports
rail_tf_ns10_el,Transports
rail_tf_ns10_fi,Transports
rail_tf_ns10_hr,Transports
rail_tf_ns10_hu,Transports
rail_tf_ns10_ie,Transports
rail_tf_ns10_li,Transports
rail_tf_ns10_lt,Transports
rail_tf_ns10_lu,Transports
rail_tf_ns10_lv,Transports
rail_tf_ns10_mk,Transports
rail_tf_ns10_no,Transports
rail_tf_ns10_pt,Transports
rail_tf_ns10_ro,Transports
rail_tf_ns10_si,Transports
rail_tf_ns10_sk,Transports
rail_tf_ns10_tr,Transports
rail_tf_ns15_be,Transports
rail_tf_ns15_bg,Transports
rail_tf_ns15_cz,Transports
rail_tf_ns15_dk,Transports
rail_tf_ns15_ee,Transports
rail_tf_ns15_fi,Transports
rail_tf_ns15_hr,Transports
rail_tf_ns15_hu,Transports
rail_tf_ns15_ie,Transports
rail_tf_ns15_li,Transports
rail_tf_ns15_lt,Transports
rail_tf_ns15_lu,Transports
rail_tf_ns15_lv,Transports
rail_tf_ns15_mk,Transports
rail_tf_ns15_no,Transports
rail_tf_ns15_pt,Transports
rail_tf_ns15_ro,Transports
rail_tf_ns15_si,Transports
rail_tf_ns15_sk,Transports
rail_tf_ns15_tr,Transports
rail_tf_ns20_bg,Transports
rail_tf_ns20_cz,Transports
rail_tf_ns20_dk,Transports
rail_tf_ns20_ee,Transports
rail_tf_ns20_el,Transports
rail_tf_ns20_fi,Transports
rail_tf_ns20_hr,Transports
rail_tf_ns20_hu,Transports
rail_tf_ns20_ie,Transports
rail_tf_ns20_lt,Transports
rail_tf_ns20_lu,Transports
rail_tf_ns20_lv,Transports
rail_tf_ns20_mk,Transports
rail_tf_ns20_no,Transports
rail_tf_ns20_pt,Transports
rail_tf_ns20_ro,Transports
rail_tf_ns20_si,Transports
rail_tf_ns20_sk,Transports
rail_tf_ns20_tr,Transports
rail_tf_ns_at,Transports
rail_tf_ns_be,Transports
rail_tf_ns_dk,Transports
rail_tf_ns_ee,Transports
rail_tf_ns_el,Transports
rail_tf_ns_fi,Transports
rail_tf_ns_hu,Transports
rail_tf_ns_ie,Transports
rail_tf_ns_li,Transports
rail_tf_ns_lt,Transports
rail_tf_ns_lu,Transports
rail_tf_ns_lv,Transports
rail_tf_ns_no,Transports
rail_tf_ns_pt,Transports
rail_tf_ns_si,Transports
rail_tf_ns_sk,Transports
rail_tf_ns_tr,Transports
rail_tf_passmov,Transports
rail_tf_trainmv,Transports
rd_b_berdcon,Tech & Innovation
rd_p_con,Tech & Innovation
rd_p_sen,Tech & Innovation
road_ec_empl,Transports
road_ec_empl_s,Transports
road_ec_entemp,Transports
road_ec_entveh,Transports
road_ec_invest,Transports
road_eqr_bum,Transports
road_eqr_bussea,Transports
road_eqr_busveh,Transports
road_eqr_carbua,Transports
road_eqr_loralt,Transports
road_eqr_lsttt,Transports
road_eqr_mopeds,Transports
road_eqr_motors,Transports
road_eqr_semit,Transports
road_eqr_spurp,Transports
road_eqr_tracm,Transports
road_eqr_trail,Transports
road_eqr_trailn,Transports
road_eqr_trams,Transports
road_eqs_busmot_h,Transports
road_eqs_bussea,Transports
road_eqs_busveh,Transports
road_eqs_carage,Transports
road_eqs_caralt,Transports
road_eqs_carhab,Transports
road_eqs_motorc,Transports
road_eqs_roaene_h,Transports
road_eqs_semit,Transports
road_eqs_semitn,Transports
road_eqs_spurp,Transports
road_eqs_trail,Transports
road_eqs_trailn,Transports
road_eqs_trams,Transports
road_eqs_unlweig,Transports
road_go_ca_c,Transports
road_go_ca_d_c,Transports
road_go_ca_d_ha,Transports
road_go_na_rl3g$dv_1581,Transports
road_go_na_ru3g$dv_1582,Transports
road_if_barea,Transports
road_if_bsurfa,Transports
road_if_motorwa,Transports
road_pa_mov,Transports
road_tert_go,Transports
road_tf_buscoa,Transports
sbs_cre_gbneea,Money & Markets
sbs_cre_gneea,Money & Markets
sbs_cre_pacc,Money & Markets
sbs_cre_pcpay,Money & Markets
sbs_cre_pcrec,Money & Markets
sbs_cre_pintpay,Money & Markets
sbs_cre_pintrex,Money & Markets
sbs_cre_ploans,Money & Markets
sbs_part_wtstck,Money & Markets
sbs_pen_7b1,Money & Markets
sbs_pen_7b2,Money & Markets
sbs_pen_7c,Money & Markets
sbs_pen_7e,Money & Markets
sbs_pen_enteea,Money & Markets
sdg_01_10,"People, Work & Living Conditions"
sdg_01_10a,"People, Work & Living Conditions"
sdg_01_20,"People, Work & Living Conditions"
sdg_01_20a,"People, Work & Living Conditions"
sdg_01_31,"People, Work & Living Conditions"
sdg_01_40,"People, Work & Living Conditions"
sdg_01_41,"People, Work & Living Conditions"
sdg_01_50,"People, Work & Living Conditions"
sdg_02_10,Health & Safety
sdg_02_20,Environment & Natural Resources and Production
sdg_02_30,Environment & Natural Resources and Production
sdg_02_40,Environment & Natural Resources and Production
sdg_02_53,Environment & Natural Resources and Production
sdg_02_60,Environment & Natural Resources and Production
sdg_03_11,Health & Safety
sdg_03_20,Health & Safety
sdg_03_30,Health & Safety
sdg_03_41,Health & Safety
sdg_03_42,Health & Safety
sdg_03_60,Health & Safety
sdg_03_70,Health & Safety
sdg_04_10,Learning & Education
sdg_04_10a,Learning & Education
sdg_04_20,Learning & Education
sdg_04_40,Learning & Education
sdg_04_60,Learning & Education
sdg_05_10,"People, Work & Living Conditions"
sdg_05_20,"People, Work & Living Conditions"
sdg_05_30,"People, Work & Living Conditions"
sdg_05_40,"People, Work & Living Conditions"
sdg_05_50,"People, Work & Living Conditions"
sdg_05_60,"People, Work & Living Conditions"
sdg_06_10,"People, Work & Living Conditions"
sdg_06_20,Environment & Natural Resources and Production
sdg_06_30,Environment & Natural Resources and Production
sdg_06_40,Environment & Natural Resources and Production
sdg_06_50,Environment & Natural Resources and Production
sdg_06_60,Environment & Natural Resources and Production
sdg_07_10,Environment & Natural Resources and Production
sdg_07_11,Environment & Natural Resources and Production
sdg_07_20,Environment & Natural Resources and Production
sdg_07_30,Environment & Natural Resources and Production
sdg_07_40,Environment & Natural Resources and Production
sdg_07_50,Environment & Natural Resources and Production
sdg_07_60,"People, Work & Living Conditions"
sdg_08_10,Money & Markets
sdg_08_11,Money & Markets
sdg_08_20,"People, Work & Living Conditions"
sdg_08_20a,"People, Work & Living Conditions"
sdg_08_30,"People, Work & Living Conditions"
sdg_08_30a,"People, Work & Living Conditions"
sdg_08_40,"People, Work & Living Conditions"
sdg_08_60,"People, Work & Living Conditions"
sdg_09_40,Tech & Innovation
sdg_09_50,Transports
sdg_09_60,Transports
sdg_09_70,Environment & Natural Resources and Production
sdg_10_10,Money & Markets
sdg_10_20,"People, Work & Living Conditions"
sdg_10_30,"People, Work & Living Conditions"
sdg_10_41,"People, Work & Living Conditions"
sdg_10_50,"People, Work & Living Conditions"
sdg_10_60,"People, Work & Living Conditions"
sdg_11_11,"People, Work & Living Conditions"
sdg_11_20,"People, Work & Living Conditions"
sdg_11_31,Environment & Natural Resources and Production
sdg_11_32,Environment & Natural Resources and Production
sdg_11_52,Environment & Natural Resources and Production
sdg_11_60,Environment & Natural Resources and Production
sdg_12_10,Environment & Natural Resources and Production
sdg_12_21,Environment & Natural Resources and Production
sdg_12_31,Environment & Natural Resources and Production
sdg_12_51,Environment & Natural Resources and Production
sdg_12_61,Environment & Natural Resources and Production
sdg_13_31,Environment & Natural Resources and Production
sdg_13_40,Environment & Natural Resources and Production
sdg_13_50,Environment & Natural Resources and Production
sdg_13_60,Environment & Natural Resources and Production
sdg_13_70,Environment & Natural Resources and Production
sdg_13_70a,Environment & Natural Resources and Production
sdg_14_10,Environment & Natural Resources and Production
sdg_14_21,Environment & Natural Resources and Production
sdg_14_30,Environment & Natural Resources and Production
sdg_14_40,Environment & Natural Resources and Production
sdg_14_50,Environment & Natural Resources and Production
sdg_14_60,Environment & Natural Resources and Production
sdg_15_10,Environment & Natural Resources and Production
sdg_15_20,Environment & Natural Resources and Production
sdg_15_42,Environment & Natural Resources and Production
sdg_15_50,Environment & Natural Resources and Production
sdg_15_60,Environment & Natural Resources and Production
sdg_15_61,Environment & Natural Resources and Production
sdg_16_10,Health & Safety
sdg_16_20,Health & Safety
sdg_16_30,Health & Safety
sdg_16_40,Health & Safety
sdg_16_50,Health & Safety
sdg_16_60,Health & Safety
sdg_16_70,Health & Safety
sdg_17_10,Health & Safety
sdg_17_20,Money & Markets
sdg_17_40,Money & Markets
sdg_17_50,Money & Markets
sdg_17_60,Tech & Innovation
spr_net_ben$dv_1622,Health & Safety
sprt_emp_age,Living Well
sprt_emp_sex,Living Well
sprt_pcs_qnt,Living Well
sts_tot_prod_a,Money & Markets
tag00001,Environment & Natural Resources and Production
tag00007,Environment & Natural Resources and Production
tag00014,Environment & Natural Resources and Production
tag00016,Environment & Natural Resources and Production
tag00017,Environment & Natural Resources and Production
tag00018,Environment & Natural Resources and Production
tag00020,Environment & Natural Resources and Production
tag00027,Environment & Natural Resources and Production
tag00029,Environment & Natural Resources and Production
tag00037,Environment & Natural Resources and Production
tag00038,Environment & Natural Resources and Production
tag00039,Environment & Natural Resources and Production
tag00040,Environment & Natural Resources and Production
tag00041,Environment & Natural Resources and Production
tag00042,Environment & Natural Resources and Production
tag00043,Environment & Natural Resources and Production
tag00044,Environment & Natural Resources and Production
tag00045,Environment & Natural Resources and Production
tag00046,Environment & Natural Resources and Production
tag00047,Environment & Natural Resources and Production
tag00048,Environment & Natural Resources and Production
tag00049,Environment & Natural Resources and Production
tag00050,Environment & Natural Resources and Production
tag00051,Environment & Natural Resources and Production
tag00052,Environment & Natural Resources and Production
tag00053,Environment & Natural Resources and Production
tag00054,Environment & Natural Resources and Production
tag00055,Environment & Natural Resources and Production
tag00056,Environment & Natural Resources and Production
tag00057,Environment & Natural Resources and Production
tag00059,Environment & Natural Resources and Production
tag00060,Environment & Natural Resources and Production
tag00061,Environment & Natural Resources and Production
tag00062,Environment & Natural Resources and Production
tag00063,Environment & Natural Resources and Production
tag00064,Environment & Natural Resources and Production
tag00065,Environment & Natural Resources and Production
tag00066,Environment & Natural Resources and Production
tag00067,Environment & Natural Resources and Production
tag00068,Environment & Natural Resources and Production
tag00069,Environment & Natural Resources and Production
tag00070,Environment & Natural Resources and Production
tag00071,Environment & Natural Resources and Production
tag00075,Environment & Natural Resources and Production
tag00076,Environment & Natural Resources and Production
tag00083,Environment & Natural Resources and Production
tag00093,Environment & Natural Resources and Production
tag00094,Environment & Natural Resources and Production
tag00100,Environment & Natural Resources and Production
tag00101,Environment & Natural Resources and Production
tag00102,Environment & Natural Resources and Production
tag00103,Environment & Natural Resources and Production
tag00115,Environment & Natural Resources and Production
tag00116,Environment & Natural Resources and Production
tag00120,Environment & Natural Resources and Production
tag00121,Environment & Natural Resources and Production
tag00122,Environment & Natural Resources and Production
tag00123,Environment & Natural Resources and Production
tag00124,Environment & Natural Resources and Production
tag00125,Environment & Natural Resources and Production
tai04,Environment & Natural Resources and Production
tai07,Environment & Natural Resources and Production
tai08,Environment & Natural Resources and Production
tai09,Environment & Natural Resources and Production
tai10,Environment & Natural Resources and Production
tai11,Environment & Natural Resources and Production
tec00001,Money & Markets
tec00009,Money & Markets
tec00010,Money & Markets
tec00011,Money & Markets
tec00013,Money & Markets
tec00021,Money & Markets
tec00023,Money & Markets
tec00027,Money & Markets
tec00033,Money & Markets
tec00038,Money & Markets
tec00039,Money & Markets
tec00040,Money & Markets
tec00041,Money & Markets
tec00042,Money & Markets
tec00097,Money & Markets
tec00104,Money & Markets
tec00105,Money & Markets
tec00106,Money & Markets
tec00107,Money & Markets
tec00110,Money & Markets
tec00112,Money & Markets
tec00113,Money & Markets
tec00114,Money & Markets
tec00115,Money & Markets
tec00116,Money & Markets
tec00118,Money & Markets
tec00120,Money & Markets
tec00121,Money & Markets
tec00127,Money & Markets
tec00131,Money & Markets
tec00132,Money & Markets
teibp010,Money & Markets
teibp020,Money & Markets
teibp030,Money & Markets
teibp060,Money & Markets
teibp070,Money & Markets
teibs010,Money & Markets
teibs020,Money & Markets
teibs030,Money & Markets
teibs040,Money & Markets
teibs070,Money & Markets
teicp000,Money & Markets
teicp010,Money & Markets
teicp020,Money & Markets
teicp030,Money & Markets
teicp040,Money & Markets
teicp050,Money & Markets
teicp060,Money & Markets
teicp070,Money & Markets
teicp080,Money & Markets
teicp090,Money & Markets
teicp100,Money & Markets
teicp110,Money & Markets
teicp120,Money & Markets
teicp200,Money & Markets
teicp210,Money & Markets
teicp220,Money & Markets
teicp230,Money & Markets
teicp240,Money & Markets
teicp250,Money & Markets
teicp260,Money & Markets
teicp270,Money & Markets
teicp280,Money & Markets
teicp290,Money & Markets
teiet010,Money & Markets
