"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                    Immigration by age group, sex and country of birth"	"migr_imm3ctb"	"dataset"	"02.07.2026"	"11.02.2026"	"2008"	"2024"	10077044
"                        Young immigrants by sex, age and country of birth"	"yth_demo_070"	"table"	"02.07.2026"	"11.02.2026"	"2013"	"2024"	3037972
"                    Immigration by age, sex and group of citizenship"	"migr_imm2ctz"	"dataset"	"01.07.2026"	"11.02.2026"	"1998"	"2024"	965179
"                    Immigration by age, sex and group of country of birth"	"migr_imm4ctb"	"dataset"	"01.07.2026"	"11.02.2026"	"2008"	"2024"	908678
"                    Immigration by sex, citizenship and group of country of birth"	"migr_imm6ctz"	"dataset"	"01.07.2026"	"01.07.2026"	"2008"	"2024"	423362
"                    Immigration by sex, country of birth and group of citizenship"	"migr_imm7ctb"	"dataset"	"01.07.2026"	"01.07.2026"	"2008"	"2024"	432533
"                    Immigration by age group, sex and country of previous residence"	"migr_imm5prv"	"dataset"	"02.07.2026"	"11.02.2026"	"1998"	"2024"	9971243
"                    Immigration by age group, sex and level of human development of the country of citizenship"	"migr_imm9ctz"	"dataset"	"01.07.2026"	"11.02.2026"	"2013"	"2024"	631134
"                    Immigration by age group, sex and level of human development of the country of birth"	"migr_imm10ctb"	"dataset"	"01.07.2026"	"11.02.2026"	"2013"	"2024"	564451
"                    Immigration by age group, sex and level of human development of the country of previous residence"	"migr_imm11prv"	"dataset"	"02.07.2026"	"11.02.2026"	"2013"	"2024"	506624
"                    Immigration by broad group of country of previous residence"	"migr_imm12prv"	"dataset"	"01.07.2026"	"11.02.2026"	"2013"	"2024"	1574
"                    Immigration by age group, sex, group of citizenship and group of country of previous residence - ad hoc data collection (2015-2020)"	"migr_immctzprv"	"dataset"	"19.12.2022"	"14.11.2025"	"2015"	"2020"	33358
"                Emigration"	"migr_emi"	"folder"	" "	" "	" "	" "	
"                    Emigration by age and sex"	"migr_emi2"	"dataset"	"01.07.2026"	"11.02.2026"	"1990"	"2024"	287971
"                    Emigration by age group, sex and citizenship"	"migr_emi1ctz"	"dataset"	"01.07.2026"	"01.07.2026"	"1998"	"2024"	12025398
"                        Emigration"	"tps00177"	"table"	"01.07.2026"	"01.07.2026"	"2013"	"2024"	828
"                    Emigration by age group, sex and country of birth"	"migr_emi4ctb"	"dataset"	"02.07.2026"	"11.02.2026"	"2008"	"2024"	9155661
"                        Young emigrants by sex, age and country of birth"	"yth_demo_080"	"table"	"02.07.2026"	"11.02.2026"	"2013"	"2024"	2802178
"                    Emigration by age group, sex and country of next usual residence"	"migr_emi3nxt"	"dataset"	"02.07.2026"	"11.02.2026"	"1998"	"2024"	9398363
"                    Emigration by group of country of next usual residence"	"migr_emi5nxt"	"dataset"	"01.07.2026"	"11.02.2026"	"2013"	"2024"	1562
"                    Emigration by age group, sex, group of citizenship and group of country of next residence - ad hoc data collection (2015-2020)"	"migr_emictznxt"	"dataset"	"19.12.2022"	"14.11.2025"	"2015"	"2020"	30924
"                Acquisition and loss of citizenship"	"migr_acqn"	"folder"	" "	" "	" "	" "	
"                    Residents who acquired citizenship as a share of resident non-citizens by former citizenship and sex"	"migr_acqs"	"dataset"	"27.03.2026"	"11.03.2026"	"2009"	"2024"	4559
"                    Acquisition of citizenship by age group, sex and former citizenship"	"migr_acq"	"dataset"	"27.03.2026"	"19.03.2026"	"1998"	"2024"	13155955
"                        Acquisition of citizenship"	"tps00024"	"table"	"27.03.2026"	"19.03.2026"	"2013"	"2024"	790
"                    Acquisition of citizenship by age group, sex and level of human development of former citizenship"	"migr_acq1ctz"	"dataset"	"27.03.2026"	"19.03.2026"	"2013"	"2024"	559937
"                    Loss of citizenship by sex and new citizenship"	"migr_lct"	"dataset"	"22.04.2026"	"23.03.2026"	"2008"	"2024"	142748
"            Asylum"	"migr_asy"	"folder"	" "	" "	" "	" "	
"                Asylum and temporary protection indicators"	"migr_asyltpind"	"folder"	" "	" "	" "	" "	
"                    Asylum indicators"	"migr_asyind"	"folder"	" "	" "	" "	" "	
"                        First-time asylum applicants - per thousand persons"	"migr_asyapp1mp"	"dataset"	"13.07.2026"	"22.06.2026"	"2008"	"2025"	525
"                        First-time asylum applicants - per hundred thousand persons, monthly data"	"migr_asyapp1mpm"	"dataset"	"14.08.2026"	"04.08.2026"	"2008-01"	"2026-05"	12585
"                        First-time asylum applicants - % of total asylum applicants"	"migr_asyapp1pc"	"dataset"	"09.07.2026"	"22.06.2026"	"2008"	"2025"	525
"                        First-time asylum applications of unaccompanied minors - % of total first-time asylum applications of minors"	"migr_asyapp1up"	"dataset"	"09.07.2026"	"22.06.2026"	"2021"	"2025"	148
"                        Positive first instance decisions - per thousand persons"	"migr_asydec1p"	"dataset"	"13.07.2026"	"12.06.2026"	"2008"	"2025"	575
"                        Asylum decisions at first instance by type of decision - % of total decisions at first instance - annual data"	"migr_asydec1pc"	"dataset"	"15.06.2026"	"15.06.2026"	"2008"	"2025"	93917
"                        Asylum decisions at first instance by type of decision - % of total decisions at first instance - quarterly data"	"migr_asydec1pcq"	"dataset"	"16.06.2026"	"15.06.2026"	"2008-Q1"	"2026-Q1"	246172
"                        Asylum decisions at final instance by type of decision - % of total decisions at final instance"	"migr_asydecfp"	"dataset"	"15.06.2026"	"12.06.2026"	"2008"	"2025"	66141
"                    Temporary protection indicators"	"migr_asytpind"	"folder"	" "	" "	" "	" "	
"                        Beneficiaries of temporary protection by citizenship - per thousand persons"	"migr_asytpspop"	"dataset"	"11.08.2026"	"31.07.2026"	"2022-03"	"2026-06"	4917
"                        Decisions granting temporary protection by citizenship - per thousand persons"	"migr_asytpfpop"	"dataset"	"11.08.2026"	"31.07.2026"	"2022-03"	"2026-06"	4938
"                Temporary protection"	"migr_asytp"	"folder"	" "	" "	" "	" "	
"                    Temporary protection of unaccompanied minors"	"migr_asyumtp"	"folder"	" "	" "	" "	" "	
"                        Decisions granting temporary protection to unaccompanied minors by citizenship, age and sex - annual aggregated data"	"migr_asyumtpfa"	"dataset"	"30.07.2026"	"21.07.2026"	"2022"	"2025"	463944
"                        Decisions granting temporary protection to unaccompanied minors by citizenship, age and sex - quarterly data"	"migr_asyumtpfq"	"dataset"	"31.07.2026"	"20.07.2026"	"2022-Q1"	"2026-Q2"	2116096
"                        Decisions granting temporary protection to unaccompanied minors by citizenship, age and sex - monthly data"	"migr_asyumtpfm"	"dataset"	"30.07.2026"	"09.07.2026"	"2022-03"	"2026-06"	6053771
"                        Unaccompanied minors benefiting from temporary protection at the end of the month by citizenship, age and sex - monthly data"	"migr_asyumtpsm"	"dataset"	"30.07.2026"	"09.07.2026"	"2022-03"	"2026-06"	5634542
"                        Decisions withdrawing temporary protection to unaccompanied minors by citizenship and reason - quarterly data"	"migr_asyumtpwq"	"dataset"	"10.08.2026"	"07.07.2026"	"2022-Q1"	"2026-Q2"	554140
"                    Decisions granting temporary protection by citizenship, age and sex - annual aggregated data"	"migr_asytpfa"	"dataset"	"30.07.2026"	"12.01.2026"	"2022"	"2025"	807342
"                    Decisions granting temporary protection by citizenship, age and sex - quarterly data"	"migr_asytpfq"	"dataset"	"11.08.2026"	"20.07.2026"	"2022-Q1"	"2026-Q2"	3663326
"                    Decisions granting temporary protection by citizenship, age and sex - monthly data"	"migr_asytpfm"	"dataset"	"11.08.2026"	"09.07.2026"	"2022-03"	"2026-06"	10522684
"                    Beneficiaries of temporary protection at the end of the month by citizenship, age and sex - monthly data"	"migr_asytpsm"	"dataset"	"11.08.2026"	"09.07.2026"	"2022-03"	"2026-06"	10491004
"                    Decisions withdrawing temporary protection by citizenship and reason - quarterly data"	"migr_asytpwq"	"dataset"	"10.08.2026"	"07.07.2026"	"2022-Q1"	"2026-Q2"	575770
"                Applications"	"migr_asyapp"	"folder"	" "	" "	" "	" "	
"                    Applications of unaccompanied minors"	"migr_asyum"	"folder"	" "	" "	" "	" "	
"                        Asylum applicants considered to be unaccompanied minors by citizenship, age and sex - annual data"	"migr_asyunaa"	"dataset"	"22.05.2026"	"14.01.2026"	"2008"	"2025"	2416152
"                            Asylum applicants considered to be unaccompanied minors - annual data"	"tps00194"	"table"	"22.05.2026"	"14.01.2026"	"2014"	"2025"	398
"                        Unaccompanied minor asylum applicants by type, citizenship, age and sex - annual aggregated data"	"migr_asyumacta"	"dataset"	"09.07.2026"	"16.03.2026"	"2021"	"2025"	1472114
"                        Unaccompanied minor asylum applicants by type, citizenship, age and sex - monthly data"	"migr_asyumactm"	"dataset"	"14.08.2026"	"07.07.2026"	"2021-01"	"2026-06"	19675960
"                        Unaccompanied minors subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data"	"migr_asyumpctm"	"dataset"	"06.08.2026"	"07.07.2026"	"2021-01"	"2026-06"	6516413
"                        Asylum applications of unaccompanied minors withdrawn by citizenship, age, sex and type of withdrawal - annual aggregated data"	"migr_asyumwita"	"dataset"	"18.05.2026"	"16.03.2026"	"2021"	"2025"	1954831
"                        Asylum applications of unaccompanied minors withdrawn by citizenship, age, sex and type of withdrawal - monthly data"	"migr_asyumwitm"	"dataset"	"12.08.2026"	"07.07.2026"	"2021-01"	"2026-06"	25958100
"                        Unaccompanied minor asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - annual aggregated data"	"migr_asyumacca"	"dataset"	"18.05.2026"	"16.03.2026"	"2021"	"2025"	476272
"                        Unaccompanied minor asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - monthly data"	"migr_asyumaccm"	"dataset"	"12.08.2026"	"07.07.2026"	"2021-01"	"2026-06"	6300304
"                    Applications - historical data"	"migr_asyapp_h"	"folder"	" "	" "	" "	" "	
"                        Asylum applicants by citizenship - annual data (until 2007)"	"migr_asyctz"	"dataset"	"12.01.2026"	"12.01.2026"	"1985"	"2007"	61354
"                        First time asylum applicants by citizenship - monthly data (until December 2007)"	"migr_asyctzm"	"dataset"	"12.01.2026"	"12.01.2026"	"1999-01"	"2007-12"	476612
"                    Asylum applicants by type, citizenship, age and sex - annual aggregated data"	"migr_asyappctza"	"dataset"	"09.07.2026"	"16.03.2026"	"2008"	"2025"	8170457
"                    Asylum applicants by type, citizenship, age and sex - monthly data"	"migr_asyappctzm"	"dataset"	"14.08.2026"	"07.07.2026"	"2008-01"	"2026-06"	103027256
"                        Asylum applicants by type - monthly data"	"tps00189"	"table"	"14.08.2026"	"07.07.2026"	"2025-07"	"2026-06"	1131
"                    Persons subject of asylum applications pending at the end of the month by citizenship, age and sex - monthly data"	"migr_asypenctzm"	"dataset"	"14.08.2026"	"07.07.2026"	"2008-01"	"2026-06"	44781314
"                    Asylum applications withdrawn by citizenship, age, sex and type of withdrawal - annual aggregated data"	"migr_asywitha"	"dataset"	"18.05.2026"	"16.03.2026"	"2008"	"2025"	6952846
"                    Asylum applications withdrawn by citizenship, age, sex and type of withdrawal - monthly data"	"migr_asywithm"	"dataset"	"14.08.2026"	"07.07.2026"	"2008-01"	"2026-06"	88358253
"                    Asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - annual aggregated data"	"migr_asyacca"	"dataset"	"18.05.2026"	"16.03.2026"	"2021"	"2025"	1034944
"                    Asylum applicants having had their applications processed under the accelerated procedure, by age, sex and citizenship - monthly data"	"migr_asyaccm"	"dataset"	"14.08.2026"	"07.07.2026"	"2021-01"	"2026-06"	13506184
"                    Applicants having benefited from material reception conditions at the end of the reference year - annual data"	"migr_asymrca"	"dataset"	"17.07.2026"	"14.01.2026"	"2021"	"2025"	151
"                Decisions on applications"	"migr_asydec"	"folder"	" "	" "	" "	" "	
"                    Decisions on applications of unaccompanied minors"	"migr_asydum"	"folder"	" "	" "	" "	" "	
"                        First instance decisions on applications of unaccompanied minors by type of decision, citizenship, age and sex - annual aggregated data"	"migr_asyumdcfa"	"dataset"	"02.06.2026"	"27.03.2026"	"2021"	"2025"	2824296
"                        First instance decisions on applications of unaccompanied minors by type of decision, citizenship, age and sex - quarterly data"	"migr_asyumdcfq"	"dataset"	"10.08.2026"	"07.07.2026"	"2021-Q1"	"2026-Q2"	12117180
"                        Decisions withdrawing status granted at first instance decision to unaccompanied minors by type of status withdrawn, citizenship and reason - annual aggregated data"	"migr_asyumwifa"	"dataset"	"02.06.2026"	"27.03.2026"	"2021"	"2025"	591220
"                        Decisions withdrawing status granted at first instance decision to unaccompanied minors by type of status withdrawn, citizenship and reason - quarterly data"	"migr_asyumwifq"	"dataset"	"10.08.2026"	"07.07.2026"	"2021-Q1"	"2026-Q2"	2533800
"                        Final decisions in appeal or review on applications of unaccompanied minors by type of decision, citizenship, age and sex - annual data"	"migr_asyumdcfna"	"dataset"	"22.05.2026"	"30.03.2026"	"2021"	"2025"	2923176
"                        Decisions withdrawing status granted as final decision in appeal or review to unaccompanied minors by type of status withdrawn, citizenship and reason - annual data"	"migr_asyumwfna"	"dataset"	"22.05.2026"	"14.01.2026"	"2021"	"2025"	612850
"                    Decisions on applications - historical data"	"migr_asydec_h"	"folder"	" "	" "	" "	" "	
"                        Decisions on asylum applications by citizenship (until 2007) - annual data"	"migr_asydctzy"	"dataset"	"12.01.2026"	"12.01.2026"	"1999"	"2007"	235587
"                        Decisions on asylum applications by citizenship (until December 2007) - monthly data"	"migr_asydctzm"	"dataset"	"04.07.2022"	"10.07.2025"	"2002-01"	"2007-12"	2338193
"                    First instance decisions on applications by type of decision, citizenship, age and sex - annual aggregated data"	"migr_asydcfsta"	"dataset"	"02.06.2026"	"27.03.2026"	"2008"	"2025"	22221408
"                        First instance decisions on asylum applications by type of decision - annual aggregated data"	"tps00192"	"table"	"02.06.2026"	"27.03.2026"	"2014"	"2025"	2281
"                    First instance decisions on applications by type of decision, citizenship, age and sex - quarterly data"	"migr_asydcfstq"	"dataset"	"10.08.2026"	"07.07.2026"	"2008-Q1"	"2026-Q2"	90744072
"                    Decisions withdrawing status granted at first instance decision by type of status withdrawn, citizenship and reason - annual aggregated data"	"migr_asywitfsta"	"dataset"	"02.06.2026"	"27.03.2026"	"2008"	"2025"	949391
"                    Decisions withdrawing status granted at first instance decision by type of status withdrawn, citizenship and reason - quarterly data"	"migr_asywitfstq"	"dataset"	"10.08.2026"	"07.07.2026"	"2008-Q1"	"2026-Q2"	3999675
